Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Deshaun Watson,HOU,QB,11,NE,344,2,0,36,1,0,0,0,0,0,0,0,31.4,31.36
2,Adam Thielen,MIN,WR,11,DAL,0,0,0,0,0,8,123,2,0,0,0,0,28.3,28.3
3,Justin Herbert,LAC,QB,11,NYJ,366,3,0,11,0,0,0,0,0,0,0,0,27.7,27.74
4,Keenan Allen,LAC,WR,11,NYJ,0,0,0,0,0,16,145,1,0,0,0,0,26.5,26.5
5,Jared Goff,LAR,QB,11,TB,376,3,2,0,0,0,0,0,0,0,0,0,25,25.04
6,Robert Woods,LAR,WR,11,TB,0,0,0,-4,0,12,130,1,0,0,0,0,24.6,24.6
7,Taysom Hill,NO,QB,11,ATL,233,0,0,49,2,0,0,0,0,0,0,0,24.2,24.22
8,Damiere Byrd,NE,WR,11,HOU,0,0,0,11,0,6,132,1,0,0,0,0,23.3,23.3
9,Kirk Cousins,MIN,QB,11,DAL,314,3,0,4,0,0,0,0,0,0,0,0,23,22.96
10,Ryan Tannehill,TEN,QB,11,BAL,259,2,1,35,0,0,0,0,0,0,0,0,22.9,22.86
10,Travis Kelce,KC,TE,11,LV,4,0,0,0,0,8,127,1,0,0,0,0,22.9,22.86
12,Aaron Rodgers,GB,QB,11,IND,311,3,1,13,0,0,0,0,0,0,0,0,22.7,22.74
13,Derek Carr,LV,QB,11,KC,275,3,1,6,0,0,0,0,0,0,0,0,22.6,22.6
14,Patrick Mahomes,KC,QB,11,LV,348,2,1,16,0,0,0,0,0,0,0,0,22.5,22.52
15,Dalvin Cook,MIN,RB,11,DAL,0,0,0,115,1,5,45,0,0,0,0,0,22.5,22.5
16,Philip Rivers,IND,QB,11,GB,288,3,1,-1,0,0,0,0,0,0,0,0,22.4,22.42
17,Tyreek Hill,KC,WR,11,LV,0,0,0,-2,0,11,102,1,0,0,0,0,21.5,21.5
18,Kyler Murray,ARI,QB,11,SEA,269,2,0,15,0,0,0,0,0,0,0,0,20.3,20.26
19,Clyde Edwards-Helaire,KC,RB,11,LV,0,0,0,69,2,1,8,0,0,0,0,0,20.2,20.2
20,Davante Adams,GB,WR,11,IND,0,0,0,0,0,7,106,1,0,0,0,0,20.1,20.1
21,Russell Wilson,SEA,QB,11,ARI,197,2,0,42,0,0,0,0,0,0,0,0,20.1,20.08
22,Cleveland Browns,CLE,DST,11,PHI,0,0,0,0,0,0,0,0,5,2,2,1,20,20
22,Cooper Kupp,LAR,WR,11,TB,0,0,0,0,0,11,145,0,0,0,0,0,20,20
24,Andy Dalton,DAL,QB,11,MIN,203,3,1,5,0,1,-3,0,0,0,0,0,19.8,19.82
25,Derrick Henry,TEN,RB,11,BAL,0,0,0,133,1,1,-1,0,0,0,0,0,19.7,19.7
26,Cam Newton,NE,QB,11,HOU,365,1,0,6,0,0,0,0,0,0,0,0,19.2,19.2
27,Melvin Gordon III,DEN,RB,11,MIA,0,0,0,84,2,0,0,0,0,0,0,0,18.4,18.4
