Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Joe Mixon,CIN,RB,4,JAX,0,0,0,151,2,6,30,1,0,0,0,0,39.1,39.1
2,Dak Prescott,DAL,QB,4,CLE,502,4,1,12,0,0,0,0,0,0,0,0,38.3,38.28
3,Odell Beckham Jr.,CLE,WR,4,DAL,0,0,0,73,1,5,81,2,0,0,0,0,35.9,35.9
4,Tom Brady,TB,QB,4,LAC,369,5,1,-3,0,0,0,0,0,0,0,0,33.5,33.46
5,George Kittle,SF,TE,4,PHI,0,0,0,8,0,15,183,1,0,0,0,0,32.6,32.6
6,Robert Tonyan,GB,TE,4,ATL,0,0,0,0,0,6,98,3,0,0,0,0,30.8,30.8
7,Aaron Rodgers,GB,QB,4,ATL,327,4,0,5,0,0,0,0,0,0,0,0,29.6,29.58
8,Dalvin Cook,MIN,RB,4,HOU,0,0,0,130,2,2,16,0,0,0,0,0,27.6,27.6
9,Amari Cooper,DAL,WR,4,CLE,0,0,0,0,0,12,134,1,0,0,0,0,27.4,27.4
10,Teddy Bridgewater,CAR,QB,4,ARI,276,2,1,32,1,0,0,0,0,0,0,0,27.2,27.24
11,Lamar Jackson,BAL,QB,4,WAS,193,2,1,53,1,0,0,0,0,0,0,0,26,26.02
12,DJ Chark Jr.,JAX,WR,4,CIN,0,0,0,0,0,8,95,2,0,0,0,0,25.5,25.5
13,Josh Allen,BUF,QB,4,LV,288,2,0,-1,1,0,0,0,0,0,0,0,25.4,25.42
14,Melvin Gordon III,DEN,RB,4,NYJ,0,0,0,107,2,2,11,0,0,0,0,0,24.8,24.8
15,Justin Herbert,LAC,QB,4,TB,290,3,1,14,0,0,0,0,0,0,0,0,24,24
16,Sam Darnold,NYJ,QB,4,DEN,230,0,0,84,1,0,0,0,0,0,0,0,23.6,23.6
17,Chris Carson,SEA,RB,4,MIA,0,0,0,80,2,3,20,0,0,0,0,0,23.5,23.5
18,Matthew Stafford,DET,QB,4,NO,206,3,1,21,0,0,0,0,0,0,0,0,23.3,23.34
19,Ryan Fitzpatrick,MIA,QB,4,SEA,315,0,2,47,1,0,0,0,0,0,0,0,23.3,23.3
20,Kyler Murray,ARI,QB,4,CAR,133,3,0,78,0,0,0,0,0,0,0,0,23.1,23.12
21,CeeDee Lamb,DAL,WR,4,CLE,0,0,0,3,0,5,79,2,0,0,0,0,22.7,22.7
22,Carson Wentz,PHI,QB,4,SF,193,1,1,37,1,0,0,0,0,0,0,0,22.4,22.42
23,Adam Thielen,MIN,WR,4,HOU,0,0,0,8,0,8,114,1,0,0,0,0,22.2,22.2
24,Gardner Minshew,JAX,QB,4,CIN,351,2,1,9,0,0,0,0,0,0,0,0,21.9,21.94
25,Russell Wilson,SEA,QB,4,MIA,360,2,1,5,0,0,0,0,0,0,0,0,21.9,21.9
26,Mike Evans,TB,WR,4,LAC,0,0,0,0,0,7,122,1,0,0,0,0,21.7,21.7
27,Deshaun Watson,HOU,QB,4,MIN,300,2,0,9,0,0,0,0,0,0,0,0,20.9,20.9
28,Latavius Murray,NO,RB,4,DET,0,0,0,64,2,1,19,0,0,0,0,0,20.8,20.8
28,Antonio Gibson,WAS,RB,4,BAL,0,0,0,46,1,4,82,0,0,0,0,0,20.8,20.8
30,Derek Carr,LV,QB,4,BUF,311,2,0,20,0,0,0,0,0,0,0,0,20.4,20.44
31,Tim Patrick,DEN,WR,4,NYJ,0,0,0,0,0,6,113,1,0,0,0,0,20.3,20.3
32,Patrick Mahomes,KC,QB,4,NE,236,2,0,28,0,0,0,0,0,0,0,0,20.2,20.24
33,Kansas City Chiefs,KC,DST,4,NE,0,0,0,0,0,0,0,0,2,3,1,1,20,20
34,William Fuller V,HOU,WR,4,MIN,0,0,0,0,0,6,108,1,0,0,0,0,19.8,19.8
35,Mike Davis,CAR,RB,4,ARI,0,0,0,84,1,5,27,0,0,0,0,0,19.6,19.6
35,Aaron Jones,GB,RB,4,ATL,0,0,0,71,0,5,40,1,0,0,0,0,19.6,19.6
35,Allen Robinson II,CHI,WR,4,IND,0,0,0,0,0,7,101,1,0,0,0,0,19.6,19.6
38,Alvin Kamara,NO,RB,4,DET,0,0,0,83,1,3,36,0,0,0,0,0,19.4,19.4
38,Tre'Quan Smith,NO,WR,4,DET,0,0,0,0,0,4,54,2,0,0,0,0,19.4,19.4
40,Mark Andrews,BAL,TE,4,WAS,0,0,0,0,0,3,57,2,0,0,0,0,19.2,19.2
40,Jerick McKinnon,SF,RB,4,PHI,0,0,0,54,1,7,43,0,0,0,0,0,19.2,19.2
42,Kareem Hunt,CLE,RB,4,DAL,0,0,0,71,2,0,0,0,0,0,0,0,19.1,19.1
43,Dwayne Haskins,WAS,QB,4,BAL,314,0,0,3,1,0,0,0,0,0,0,0,18.9,18.86
44,Todd Gurley II,ATL,RB,4,GB,0,0,0,57,2,1,6,0,0,0,0,0,18.8,18.8
45,Sam Ficken,NYJ,K,4,DEN,0,0,0,0,0,0,0,0,0,0,0,0,18,18
45,Philadelphia Eagles,PHI,DST,4,SF,0,0,0,0,0,0,0,0,5,2,1,1,18,18
45,Brandon McManus,DEN,K,4,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,18,18
45,Jason Sanders,MIA,K,4,SEA,0,0,0,0,0,0,0,0,0,0,0,0,18,18
49,David Moore,SEA,WR,4,MIA,0,0,0,0,0,3,95,1,0,0,0,0,17,17
49,Randy Bullock,CIN,K,4,JAX,0,0,0,0,0,0,0,0,0,0,0,0,17,17
51,Scotty Miller,TB,WR,4,LAC,0,0,0,0,0,5,83,1,0,0,0,0,16.8,16.8
51,Terry McLaurin,WAS,WR,4,BAL,0,0,0,0,0,10,118,0,0,0,0,0,16.8,16.8
53,Drew Brees,NO,QB,4,DET,246,2,1,-3,0,0,0,0,0,0,0,0,16.5,16.54
54,Ezekiel Elliott,DAL,RB,4,CLE,0,0,0,54,0,8,71,0,0,0,0,0,16.5,16.5
55,Devin Singletary,BUF,RB,4,LV,0,0,0,56,1,5,21,0,0,0,0,0,16.2,16.2
56,Joe Burrow,CIN,QB,4,JAX,300,1,1,11,0,0,0,0,0,0,0,0,16.1,16.1
57,DeVante Parker,MIA,WR,4,SEA,0,0,0,0,0,10,110,0,0,0,0,0,16,16
58,Ronald Jones II,TB,RB,4,LAC,0,0,0,111,0,6,17,0,0,0,0,0,15.8,15.8
59,Baker Mayfield,CLE,QB,4,DAL,165,2,0,6,0,0,0,0,0,0,0,0,15.2,15.2
59,Dalton Schultz,DAL,TE,4,CLE,0,0,0,0,0,4,72,1,0,0,0,0,15.2,15.2
59,Cooper Kupp,LAR,WR,4,NYG,0,0,0,-2,0,5,69,1,0,0,0,0,15.2,15.2
62,Aldrick Rosas,JAX,K,4,CIN,0,0,0,0,0,0,0,0,0,0,0,0,15,15
63,Kirk Cousins,MIN,QB,4,HOU,260,1,0,5,0,0,0,0,0,0,0,0,14.9,14.9
64,Stefon Diggs,BUF,WR,4,LV,0,0,0,0,0,6,115,0,0,0,0,0,14.5,14.5
64,Jamaal Williams,GB,RB,4,ATL,0,0,0,10,0,8,95,0,0,0,0,0,14.5,14.5
66,Tyreek Hill,KC,WR,4,NE,0,0,0,0,0,4,64,1,0,0,0,0,14.4,14.4
67,Kenny Golladay,DET,WR,4,NO,0,0,0,0,0,4,62,1,0,0,0,0,14.2,14.2
68,Brett Rypien,DEN,QB,4,NYJ,242,2,3,-5,0,0,0,0,0,0,0,0,14.2,14.18
69,Reggie Bonnafon,CAR,RB,4,ARI,0,0,0,53,0,2,18,1,0,0,0,0,14.1,14.1
70,Rodrigo Blankenship,IND,K,4,CHI,0,0,0,0,0,0,0,0,0,0,0,0,14,14
71,Jamison Crowder,NYJ,WR,4,DEN,0,0,0,0,0,7,104,0,0,0,0,0,13.9,13.9
71,Robby Anderson,CAR,WR,4,ARI,0,0,0,0,0,8,99,0,0,0,0,0,13.9,13.9
73,Jalen Guyton,LAC,WR,4,TB,0,0,0,0,0,1,72,1,0,0,0,0,13.7,13.7
74,D'Andre Swift,DET,RB,4,NO,0,0,0,22,0,4,30,1,0,0,0,0,13.2,13.2
75,Jerry Jeudy,DEN,WR,4,NYJ,0,0,0,0,0,2,61,1,0,0,0,0,13.1,13.1
76,Daniel Carlson,LV,K,4,BUF,0,0,0,0,0,0,0,0,0,0,0,0,13,13
76,Ka'imi Fairbairn,HOU,K,4,MIN,0,0,0,0,0,0,0,0,0,0,0,0,13,13
78,Tyler Boyd,CIN,WR,4,JAX,0,0,0,4,0,7,90,0,0,0,0,0,12.9,12.9
79,Nick Foles,CHI,QB,4,IND,249,1,1,-1,0,0,0,0,0,0,0,0,12.9,12.86
80,Jarvis Landry,CLE,WR,4,DAL,37,1,0,0,0,5,48,0,0,0,0,0,12.8,12.78
81,Travis Fulgham,PHI,WR,4,SF,0,0,0,0,0,2,57,1,0,0,0,0,12.7,12.7
81,James Robinson,JAX,RB,4,CIN,0,0,0,75,0,4,32,0,0,0,0,0,12.7,12.7
83,Brandon Aiyuk,SF,WR,4,PHI,0,0,0,38,1,2,18,0,0,0,0,0,12.6,12.6
83,DK Metcalf,SEA,WR,4,MIA,0,0,0,0,0,4,106,0,0,0,0,0,12.6,12.6
83,Olamide Zaccheaus,ATL,WR,4,GB,0,0,0,0,0,8,86,0,0,0,0,0,12.6,12.6
86,O.J. Howard,TB,TE,4,LAC,0,0,0,0,0,3,50,1,0,0,0,0,12.5,12.5
86,Chase Edmonds,ARI,RB,4,CAR,0,0,0,16,0,5,24,1,0,0,0,0,12.5,12.5
88,Matt Ryan,ATL,QB,4,GB,285,0,0,10,0,0,0,0,0,0,0,0,12.4,12.4
88,Nelson Agholor,LV,WR,4,BUF,0,0,0,0,0,4,44,1,0,0,0,0,12.4,12.4
90,Justin Jefferson,MIN,WR,4,HOU,0,0,0,0,0,4,103,0,0,0,0,0,12.3,12.3
90,Emmanuel Sanders,NO,WR,4,DET,0,0,0,0,0,6,93,0,0,0,0,0,12.3,12.3
92,Cody Parkey,CLE,K,4,DAL,0,0,0,0,0,0,0,0,0,0,0,0,12,12
93,Austin Hooper,CLE,TE,4,DAL,0,0,0,0,0,5,34,1,0,0,0,0,11.9,11.9
94,Tyron Johnson,LAC,WR,4,TB,0,0,0,0,0,1,53,1,0,0,0,0,11.8,11.8
95,Jared Goff,LAR,QB,4,NYG,200,1,0,-3,0,0,0,0,0,0,0,0,11.7,11.7
96,Laviska Shenault Jr.,JAX,WR,4,CIN,0,0,0,5,0,5,86,0,0,0,0,0,11.6,11.6
96,Jeff Smith,NYJ,WR,4,DEN,0,0,0,0,0,7,81,0,0,0,0,0,11.6,11.6
98,Darren Waller,LV,TE,4,BUF,0,0,0,0,0,9,88,0,0,0,0,0,11.3,11.3
99,Philip Rivers,IND,QB,4,CHI,190,1,0,-4,0,0,0,0,0,0,0,0,11.2,11.2
100,Daniel Jones,NYG,QB,4,LAR,190,0,1,45,0,0,0,0,0,0,0,0,11.1,11.1
101,Los Angeles Rams,LAR,DST,4,NYG,0,0,0,0,0,0,0,0,5,1,1,0,11,11
101,Tee Higgins,CIN,WR,4,JAX,0,0,0,13,0,4,77,0,0,0,0,0,11,11
103,Kenny Stills,HOU,WR,4,MIN,0,0,0,0,0,2,39,1,0,0,0,0,10.9,10.9
104,Cole Beasley,BUF,WR,4,LV,0,0,0,0,0,3,32,1,0,0,0,0,10.7,10.7
