Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Ezekiel Elliott,DAL,RB,7,SF,0,0,0,147,2,1,72,1,0,0,0,0,40.4,40.4
2,Amari Cooper,LV,WR,7,KC,0,0,0,0,0,11,210,2,0,0,0,0,38.5,38.5
3,Carson Wentz,PHI,QB,7,WAS,268,4,1,63,0,0,0,0,0,0,0,0,32,32.02
4,Derek Carr,LV,QB,7,KC,417,3,0,15,0,0,0,0,0,0,0,0,30.2,30.18
5,Chicago Bears,CHI,DST,7,CAR,0,0,0,0,0,0,0,0,5,2,0,1,30,30
6,Dak Prescott,DAL,QB,7,SF,234,3,0,26,1,0,0,0,0,0,0,0,30,29.96
7,Los Angeles Chargers,LAC,DST,7,DEN,0,0,0,0,0,0,0,0,5,1,3,2,27,27
8,Russell Wilson,SEA,QB,7,NYG,334,3,0,10,0,0,0,0,0,0,0,0,26.4,26.36
9,Alex Smith,KC,QB,7,LV,342,3,0,0,0,0,0,0,0,0,0,0,25.7,25.68
10,Josh McCown,NYJ,QB,7,MIA,209,3,1,1,1,0,0,0,0,0,0,0,25.5,25.46
11,Kirk Cousins,WAS,QB,7,PHI,303,3,1,18,0,0,0,0,0,0,0,0,24.9,24.92
12,O.J. Howard,TB,TE,7,BUF,0,0,0,0,0,6,98,2,0,0,0,0,24.8,24.8
13,LeSean McCoy,BUF,RB,7,TB,0,0,0,91,2,5,31,0,0,0,0,0,24.7,24.7
14,Jameis Winston,TB,QB,7,BUF,384,3,1,0,0,0,0,0,0,0,0,0,24.4,24.36
15,Kai Forbath,MIN,K,7,BAL,0,0,0,0,0,0,0,0,0,0,0,0,24,24
16,Kenny Stills,MIA,WR,7,NYJ,0,0,0,0,0,6,85,2,0,0,0,0,23.5,23.5
17,Todd Gurley II,LAR,RB,7,ARI,0,0,0,106,1,4,48,0,0,0,0,0,23.4,23.4
18,Jordan Reed,WAS,TE,7,PHI,0,0,0,0,0,8,64,2,0,0,0,0,22.4,22.4
19,Tyreek Hill,KC,WR,7,LV,0,0,0,7,0,6,125,1,0,0,0,0,22.2,22.2
20,Aaron Jones,GB,RB,7,NO,0,0,0,131,1,3,7,0,0,0,0,0,21.3,21.3
21,Drew Brees,NO,QB,7,GB,331,1,2,-1,1,0,0,0,0,0,0,0,21.1,21.14
22,T.J. Yeldon,JAX,RB,7,IND,0,0,0,122,1,2,15,0,0,0,0,0,20.7,20.7
22,Le'Veon Bell,PIT,RB,7,CIN,0,0,0,134,0,3,58,0,0,0,0,0,20.7,20.7
24,Julio Jones,ATL,WR,7,NE,0,0,0,0,0,9,99,1,0,0,0,0,20.4,20.4
25,Tyrod Taylor,BUF,QB,7,TB,268,1,0,53,0,0,0,0,0,0,0,0,20,20.02
26,Jacksonville Jaguars,JAX,DST,7,IND,0,0,0,0,0,0,0,0,10,0,2,0,20,20
27,Jared Goff,LAR,QB,7,ARI,235,1,1,13,1,0,0,0,0,0,0,0,19.7,19.7
27,Doug Baldwin,SEA,WR,7,NYG,0,0,0,0,0,9,92,1,0,0,0,0,19.7,19.7
29,Mark Ingram II,NO,RB,7,GB,0,0,0,105,1,4,5,0,0,0,0,0,19,19
29,Chris Boswell,PIT,K,7,CIN,0,0,0,0,0,0,0,0,0,0,0,0,19,19
31,Jarvis Landry,MIA,WR,7,NYJ,0,0,0,0,0,7,93,1,0,0,0,0,18.8,18.8
32,Tom Brady,NE,QB,7,ATL,249,2,0,5,0,0,0,0,0,0,0,0,18.5,18.46
33,Mike Evans,TB,WR,7,BUF,0,0,0,0,0,7,88,1,0,0,0,0,18.3,18.3
34,Ted Ginn Jr.,NO,WR,7,GB,0,0,0,0,0,7,141,0,0,0,0,0,17.6,17.6
35,Zach Ertz,PHI,TE,7,WAS,0,0,0,0,0,5,89,1,0,0,0,0,17.4,17.4
36,Latavius Murray,MIN,RB,7,BAL,0,0,0,113,1,0,0,0,0,0,0,0,17.3,17.3
37,Travis Benjamin,LAC,WR,7,DEN,0,0,0,4,0,1,42,1,0,0,0,0,17.1,17.1
38,Matt Ryan,ATL,QB,7,NE,233,1,0,37,0,0,0,0,0,0,0,0,17,17.02
39,Greg Zuerlein,LAR,K,7,ARI,0,0,0,0,0,0,0,0,0,0,0,0,17,17
39,Los Angeles Rams,LAR,DST,7,ARI,0,0,0,0,0,0,0,0,3,2,1,0,17,17
41,Ben Roethlisberger,PIT,QB,7,CIN,224,2,0,-3,0,0,0,0,0,0,0,0,16.7,16.66
42,Blake Bortles,JAX,QB,7,IND,330,1,0,11,0,0,0,0,0,0,0,0,16.3,16.3
43,Dez Bryant,DAL,WR,7,SF,0,0,0,0,0,7,63,1,0,0,0,0,15.8,15.8
44,Philip Rivers,LAC,QB,7,DEN,183,2,0,0,0,0,0,0,0,0,0,0,15.3,15.32
45,Dallas Cowboys,DAL,DST,7,SF,0,0,0,0,0,0,0,0,5,0,4,3,15,15
45,Ryan Succop,TEN,K,7,CLE,0,0,0,0,0,0,0,0,0,0,0,0,15,15
45,Evan Engram,NYG,TE,7,SEA,0,0,0,0,0,6,60,1,0,0,0,0,15,15
48,Chris Thompson,WAS,RB,7,PHI,0,0,0,38,0,5,26,1,0,0,0,0,14.9,14.9
49,Matt Moore,MIA,QB,7,NYJ,188,2,1,0,0,0,0,0,0,0,0,0,14.5,14.52
50,Antonio Brown,PIT,WR,7,CIN,0,0,0,0,0,4,65,1,0,0,0,0,14.5,14.5
50,Brandin Cooks,NE,WR,7,ATL,0,0,0,0,0,4,65,1,0,0,0,0,14.5,14.5
52,C.J. Beathard,SF,QB,7,DAL,235,0,0,30,1,0,0,0,0,0,0,0,14.4,14.4
53,Harrison Butker,KC,K,7,LV,0,0,0,0,0,0,0,0,0,0,0,0,14,14
53,Stephen Hauschka,BUF,K,7,TB,0,0,0,0,0,0,0,0,0,0,0,0,14,14
53,Justin Tucker,BAL,K,7,MIN,0,0,0,0,0,0,0,0,0,0,0,0,14,14
56,Kareem Hunt,KC,RB,7,LV,0,0,0,87,0,4,30,0,0,0,0,0,13.7,13.7
56,Jared Cook,LV,TE,7,KC,0,0,0,0,0,6,107,0,0,0,0,0,13.7,13.7
58,Jason Witten,DAL,TE,7,SF,0,0,0,0,0,4,54,1,0,0,0,0,13.4,13.4
59,Alvin Kamara,NO,RB,7,GB,0,0,0,57,0,5,50,0,0,0,0,0,13.2,13.2
59,James White,NE,RB,7,ATL,0,0,0,19,0,5,28,1,0,0,0,0,13.2,13.2
61,Paul Richardson,SEA,WR,7,NYG,0,0,0,0,0,2,61,1,0,0,0,0,13.1,13.1
61,Cooper Kupp,LAR,WR,7,ARI,0,0,0,0,0,4,51,1,0,0,0,0,13.1,13.1
63,Jake Elliott,PHI,K,7,WAS,0,0,0,0,0,0,0,0,0,0,0,0,13,13
63,Carolina Panthers,CAR,DST,7,CHI,0,0,0,0,0,0,0,0,4,0,0,0,13,13
65,Mack Hollins,PHI,WR,7,WAS,0,0,0,0,0,1,64,1,0,0,0,0,12.9,12.9
66,Brett Hundley,GB,QB,7,NO,87,0,1,44,1,0,0,0,0,0,0,0,12.9,12.88
67,Albert Wilson,KC,WR,7,LV,0,0,0,0,0,1,63,1,0,0,0,0,12.8,12.8
68,Deonte Thompson,BUF,WR,7,TB,0,0,0,0,0,4,107,0,0,0,0,0,12.7,12.7
69,Jimmy Graham,SEA,TE,7,NYG,0,0,0,0,0,3,51,1,0,0,0,0,12.6,12.6
69,Allen Hurns,JAX,WR,7,IND,0,0,0,0,0,5,101,0,0,0,0,0,12.6,12.6
71,Jay Cutler,MIA,QB,7,NYJ,138,2,1,0,0,0,0,0,0,0,0,0,12.5,12.52
72,Nelson Agholor,PHI,WR,7,WAS,0,0,0,0,0,4,45,1,0,0,0,0,12.5,12.5
73,Austin Ekeler,LAC,RB,7,DEN,0,0,0,38,0,4,6,1,0,0,0,0,12.4,12.4
73,Andy Dalton,CIN,QB,7,PIT,140,2,2,8,0,0,0,0,0,0,0,0,12.4,12.4
75,Tennessee Titans,TEN,DST,7,CLE,0,0,0,0,0,0,0,0,2,3,0,0,12,12
75,Zane Gonzalez,CLE,K,7,TEN,0,0,0,0,0,0,0,0,0,0,0,0,12,12
77,Michael Thomas,NO,WR,7,GB,0,0,0,0,0,7,82,0,0,0,0,0,11.7,11.7
78,DeAndre Washington,LV,RB,7,KC,0,0,0,33,1,3,7,0,0,0,0,0,11.5,11.5
79,Joe Flacco,BAL,QB,7,MIN,186,1,0,0,0,0,0,0,0,0,0,0,11.4,11.44
80,Travis Kelce,KC,TE,7,LV,0,0,0,0,0,4,33,1,0,0,0,0,11.3,11.3
81,Jacoby Brissett,IND,QB,7,JAX,200,0,0,31,0,0,0,0,0,0,0,0,11.1,11.1
82,Patrick Murray,TB,K,7,BUF,0,0,0,0,0,0,0,0,0,0,0,0,11,11
82,Stephen Gostkowski,NE,K,7,ATL,0,0,0,0,0,0,0,0,0,0,0,0,11,11
82,Robby Anderson,NYJ,WR,7,MIA,0,0,0,0,0,3,35,1,0,0,0,0,11,11
