Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,JuJu Smith-Schuster,PIT,WR,17,CLE,0,0,0,0,0,9,143,1,0,0,0,0,30.8,30.8
2,Keenan Allen,LAC,WR,17,LV,0,0,0,0,1,9,133,1,0,0,0,0,29.8,29.8
3,Dion Lewis,NE,RB,17,NYJ,0,0,0,93,1,6,40,1,0,0,0,0,28.3,28.3
4,Philip Rivers,LAC,QB,17,LV,387,3,0,5,0,0,0,0,0,0,0,0,28,27.98
5,Alvin Kamara,NO,RB,17,TB,0,0,0,44,1,6,84,0,0,0,0,0,27.8,27.8
6,Matthew Stafford,DET,QB,17,GB,323,3,0,2,0,0,0,0,0,0,0,0,27.1,27.12
7,Jameis Winston,TB,QB,17,NO,363,1,3,32,1,0,0,0,0,0,0,0,26.7,26.72
8,DeShone Kizer,CLE,QB,17,PIT,314,2,1,61,0,0,0,0,0,0,0,0,25.7,25.66
9,Latavius Murray,MIN,RB,17,CHI,0,0,0,111,2,1,3,0,0,0,0,0,23.9,23.9
10,Doug Baldwin,SEA,WR,17,ARI,0,0,0,0,0,4,90,2,0,0,0,0,23,23
11,Golden Tate,DET,WR,17,GB,0,0,0,0,0,7,104,1,0,0,0,0,21.9,21.9
12,Orleans Darkwa,NYG,RB,17,WAS,0,0,0,154,1,0,0,0,0,0,0,0,21.4,21.4
13,Devonta Freeman,ATL,RB,17,CAR,0,0,0,23,0,9,85,1,0,0,0,0,21.3,21.3
14,Carlos Hyde,SF,RB,17,LAR,0,0,0,88,2,2,10,0,0,0,0,0,20.8,20.8
15,Andy Dalton,CIN,QB,17,BAL,222,3,0,-2,0,0,0,0,0,0,0,0,20.7,20.68
16,Chris Godwin,TB,WR,17,NO,0,0,0,0,0,7,111,1,0,0,0,0,20.6,20.6
17,Russell Wilson,SEA,QB,17,ARI,221,2,0,36,0,0,0,0,0,0,0,0,20.4,20.44
18,David Fales,MIA,QB,17,BUF,265,1,1,8,1,0,0,0,0,0,0,0,20.4,20.4
19,Rashard Higgins,CLE,WR,17,PIT,0,0,0,0,0,3,68,2,0,0,0,0,20.3,20.3
19,Tyler Kroft,CIN,TE,17,BAL,0,0,0,0,0,6,53,2,0,0,0,0,20.3,20.3
21,Jarvis Landry,MIA,WR,17,BUF,0,0,0,0,0,9,92,1,0,0,0,0,19.7,19.7
21,Albert Wilson,KC,WR,17,DEN,0,0,0,0,0,10,147,0,0,0,0,0,19.7,19.7
23,Matt Bryant,ATL,K,17,CAR,0,0,0,0,0,0,0,0,0,0,0,0,19,19
23,Amari Cooper,LV,WR,17,LAC,0,0,0,0,0,3,115,1,0,0,0,0,19,19
23,Phil Dawson,ARI,K,17,SEA,0,0,0,0,0,0,0,0,0,0,0,0,19,19
26,Derrick Henry,TEN,RB,17,JAX,0,0,0,51,0,1,66,1,0,0,0,0,18.2,18.2
