Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Todd Gurley II,LAR,RB,16,TEN,0,0,0,118,0,10,158,2,0,0,0,0,44.6,44.6
2,Dion Lewis,NE,RB,16,BUF,0,0,0,129,1,5,24,1,0,0,0,0,29.8,29.8
3,Giovani Bernard,CIN,RB,16,DET,0,0,0,116,1,7,52,0,0,0,0,0,26.3,26.3
4,Jared Goff,LAR,QB,16,TEN,301,4,0,-6,0,0,0,0,0,0,0,0,25.4,25.44
5,Blake Bortles,JAX,QB,16,SF,382,2,3,31,0,0,0,0,0,0,0,0,25.4,25.38
6,CJ Anderson,DEN,RB,16,WAS,0,0,0,88,1,7,45,0,0,0,0,0,24.8,24.8
7,Arizona Cardinals,ARI,DST,16,NYG,0,0,0,0,0,0,0,0,2,2,2,1,24,24
8,Kirk Cousins,WAS,QB,16,DEN,299,3,1,8,0,0,0,0,0,0,0,0,23.8,23.76
9,Larry Fitzgerald,ARI,WR,16,NYG,21,0,0,0,0,9,119,1,0,0,0,0,23.2,23.24
10,Philadelphia Eagles,PHI,DST,16,LV,0,0,0,0,0,0,0,0,1,2,1,4,23,23
11,Jimmy Garoppolo,SF,QB,16,JAX,242,2,1,3,1,0,0,0,0,0,0,0,23,22.98
12,Bilal Powell,NYJ,RB,16,LAC,0,0,0,145,1,0,0,0,0,0,0,0,20.5,20.5
13,Melvin Gordon III,LAC,RB,16,NYJ,0,0,0,81,1,3,47,0,0,0,0,0,20.3,20.3
14,Seattle Seahawks,SEA,DST,16,DAL,0,0,0,0,0,0,0,0,4,2,1,1,20,20
15,Carolina Panthers,CAR,DST,16,TB,0,0,0,0,0,0,0,0,6,0,1,3,19,19
15,Jakeem Grant Sr.,MIA,WR,16,KC,0,0,0,3,0,4,107,1,0,0,0,0,19,19
17,Kareem Hunt,KC,RB,16,MIA,0,0,0,91,1,4,15,0,0,0,0,0,18.6,18.6
18,Julio Jones,ATL,WR,16,NO,0,0,0,0,0,7,149,0,0,0,0,0,18.4,18.4
19,Le'Veon Bell,PIT,RB,16,HOU,0,0,0,69,1,5,28,0,0,0,0,0,18.2,18.2
20,Mitchell Trubisky,CHI,QB,16,CLE,193,0,0,44,1,0,0,0,0,0,0,0,18.1,18.12
21,Pittsburgh Steelers,PIT,DST,16,HOU,0,0,0,0,0,0,0,0,7,1,3,1,18,18
21,Harrison Butker,KC,K,16,MIA,0,0,0,0,0,0,0,0,0,0,0,0,18,18
23,Alex Smith,KC,QB,16,MIA,304,1,0,13,0,0,0,0,0,0,0,0,17.5,17.46
