Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Saquon Barkley,NYG,RB,16,WAS,0,0,0,189,1,4,90,1,0,0,0,0,41.9,41.9
2,Daniel Jones,NYG,QB,16,WAS,352,5,0,12,0,0,0,0,0,0,0,0,35.3,35.28
3,Andy Dalton,CIN,QB,16,MIA,396,4,0,0,0,0,0,0,0,0,0,0,33.8,33.84
4,Ryan Fitzpatrick,MIA,QB,16,CIN,419,4,1,9,0,0,0,0,0,0,0,0,32.7,32.66
5,Kenyan Drake,ARI,RB,16,SEA,0,0,0,166,2,3,18,0,0,0,0,0,31.9,31.9
6,Indianapolis Colts,IND,DST,16,CAR,0,0,0,0,0,0,0,0,5,3,0,0,30,30
7,Lamar Jackson,BAL,QB,16,CLE,238,3,0,103,0,0,0,0,0,0,0,0,29.8,29.82
8,Tyler Boyd,CIN,WR,16,MIA,0,0,0,0,0,9,128,2,0,0,0,0,29.3,29.3
9,Devonta Freeman,ATL,RB,16,JAX,0,0,0,53,1,9,74,1,0,0,0,0,29.2,29.2
10,Aaron Jones,GB,RB,16,MIN,0,0,0,154,2,2,6,0,0,0,0,0,27,27
11,Alvin Kamara,NO,RB,16,TEN,0,0,0,80,2,6,30,0,0,0,0,0,26,26
12,Michael Thomas,NO,WR,16,TEN,0,0,0,0,0,12,136,1,0,0,0,0,25.6,25.6
13,Patrick Mahomes,KC,QB,16,CHI,251,2,0,14,1,0,0,0,0,0,0,0,25.4,25.44
14,Christian McCaffrey,CAR,RB,16,IND,0,0,0,54,0,15,119,0,0,0,0,0,24.8,24.8
15,Mark Andrews,BAL,TE,16,CLE,0,0,0,0,0,6,93,2,0,0,0,0,24.3,24.3
16,Miles Sanders,PHI,RB,16,DAL,0,0,0,79,1,5,77,0,0,0,0,0,24.1,24.1
17,Ryan Tannehill,TEN,QB,16,NO,272,3,0,8,0,0,0,0,0,0,0,0,23.7,23.68
18,Mike Gesicki,MIA,TE,16,CIN,0,0,0,0,0,6,82,2,0,0,0,0,23.2,23.2
19,Drew Brees,NO,QB,16,TEN,279,3,0,-3,0,0,0,0,0,0,0,0,22.9,22.86
20,Steven Sims,WAS,WR,16,NYG,0,0,0,9,0,6,64,2,0,0,0,0,22.3,22.3
21,Houston Texans,HOU,DST,16,TB,0,0,0,0,0,0,0,0,3,4,1,1,22,22
22,Derek Carr,LV,QB,16,LAC,291,1,0,3,1,0,0,0,0,0,0,0,21.9,21.94
23,Jared Cook,NO,TE,16,TEN,0,0,0,0,0,3,84,2,0,0,0,0,21.9,21.9
24,Julio Jones,ATL,WR,16,JAX,0,0,0,0,0,10,166,0,0,0,0,0,21.6,21.6
25,Tajaé Sharpe,TEN,WR,16,NO,0,0,0,0,0,5,69,2,0,0,0,0,21.4,21.4
26,Jared Goff,LAR,QB,16,SF,323,2,1,12,0,0,0,0,0,0,0,0,21.1,21.12
27,Josh Allen,BUF,QB,16,NE,208,2,0,43,0,0,0,0,0,0,0,0,20.6,20.62
28,Hunter Renfrow,LV,WR,16,LAC,0,0,0,0,0,7,107,1,0,0,0,0,20.2,20.2
29,Melvin Gordon III,LAC,RB,16,LV,0,0,0,15,2,6,32,0,0,0,0,0,19.7,19.7
30,DeVante Parker,MIA,WR,16,CIN,0,0,0,0,0,5,111,1,0,0,0,0,19.6,19.6
30,Dallas Goedert,PHI,TE,16,DAL,0,0,0,0,0,9,91,1,0,0,0,0,19.6,19.6
32,Carson Wentz,PHI,QB,16,DAL,319,1,0,22,0,0,0,0,0,0,0,0,19,18.96
33,Phillip Lindsay,DEN,RB,16,DET,0,0,0,109,1,2,9,0,0,0,0,0,18.8,18.8
34,Kaden Smith,NYG,TE,16,WAS,0,0,0,0,0,6,35,2,0,0,0,0,18.5,18.5
35,Ronald Jones II,TB,RB,16,HOU,0,0,0,77,1,3,32,0,0,0,0,0,18.4,18.4
36,Diontae Johnson,PIT,WR,16,NYJ,0,0,0,0,0,8,81,1,0,0,0,0,18.1,18.1
37,Matt Ryan,ATL,QB,16,JAX,384,1,2,6,0,0,0,0,0,0,0,0,18,17.96
38,DeAndre Washington,LV,RB,16,LAC,0,0,0,85,1,2,21,0,0,0,0,0,17.6,17.6
39,Travis Kelce,KC,TE,16,CHI,0,0,0,0,0,8,74,1,0,0,0,0,17.4,17.4
40,Tom Brady,NE,QB,16,BUF,271,1,0,4,0,0,0,0,0,0,0,0,17.2,17.24
41,Marlon Mack,IND,RB,16,CAR,0,0,0,95,1,2,6,0,0,0,0,0,17.1,17.1
42,Todd Gurley II,LAR,RB,16,SF,0,0,0,48,2,0,0,0,0,0,0,0,16.8,16.8
43,Damien Williams,KC,RB,16,CHI,0,0,0,65,0,3,27,1,0,0,0,0,16.7,16.7
44,Sterling Shepard,NYG,WR,16,WAS,0,0,0,0,0,6,76,1,0,0,0,0,16.6,16.6
45,Case Keenum,WAS,QB,16,NYG,158,1,0,1,1,0,0,0,0,0,0,0,16.4,16.42
46,George Kittle,SF,TE,16,LAR,0,0,0,0,0,5,79,1,0,0,0,0,16.4,16.4
47,Robert Woods,LAR,WR,16,SF,0,0,0,6,0,8,117,0,0,0,0,0,16.3,16.3
48,Mark Ingram II,BAL,RB,16,CLE,0,0,0,55,0,2,36,1,0,0,0,0,16.1,16.1
48,Davante Adams,GB,WR,16,MIN,0,0,0,0,0,13,116,0,0,0,0,0,16.1,16.1
50,Rex Burkhead,NE,RB,16,BUF,0,0,0,20,1,4,77,0,0,0,0,0,15.7,15.7
50,Tyler Eifert,CIN,TE,16,MIA,0,0,0,0,0,4,57,1,0,0,0,0,15.7,15.7
52,Kenny Golladay,DET,WR,16,DEN,0,0,0,0,0,6,66,1,0,0,0,0,15.6,15.6
53,DaeSean Hamilton,DEN,WR,16,DET,0,0,0,0,0,6,65,1,0,0,0,0,15.5,15.5
54,Jacoby Brissett,IND,QB,16,CAR,119,0,0,37,1,1,2,0,0,0,0,0,15.2,15.16
55,Baker Mayfield,CLE,QB,16,BAL,192,2,1,4,0,0,0,0,0,0,0,0,15.1,15.08
56,Jameis Winston,TB,QB,16,HOU,335,1,4,16,0,0,0,0,0,0,0,0,15,15
57,Tyler Higbee,LAR,TE,16,SF,0,0,0,0,0,9,104,0,0,0,0,0,14.9,14.9
