Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Ryan Fitzpatrick,TB,QB,1,NO,417,4,0,36,1,0,0,0,0,0,0,0,42.3,42.28
2,Tyreek Hill,KC,WR,1,LAC,0,0,0,4,0,7,169,2,0,0,0,0,38.8,38.8
3,Alvin Kamara,NO,RB,1,TB,0,0,0,29,2,9,112,1,0,0,0,0,38.6,38.6
4,James Conner,PIT,RB,1,CLE,0,0,0,135,2,5,57,0,0,0,0,0,31.7,31.7
5,Drew Brees,NO,QB,1,TB,439,3,0,0,0,0,0,0,0,0,0,0,31.6,31.56
6,Michael Thomas,NO,WR,1,TB,0,0,0,0,0,16,180,1,0,0,0,0,30,30
7,Philip Rivers,LAC,QB,1,KC,424,3,1,0,0,0,0,0,0,0,0,0,30,29.96
8,DeSean Jackson,TB,WR,1,NO,0,0,0,0,0,5,146,2,0,0,0,0,29.1,29.1
9,Patrick Mahomes,KC,QB,1,LAC,256,4,0,21,0,0,0,0,0,0,0,0,28.3,28.34
10,New York Jets,NYJ,DST,1,DET,0,0,0,0,0,0,0,0,0,5,0,0,26,26
11,Aaron Rodgers,GB,QB,1,CHI,286,3,0,15,0,0,0,0,0,0,0,0,24.9,24.94
12,Randall Cobb,GB,WR,1,CHI,0,0,0,0,0,9,142,1,0,0,0,0,24.7,24.7
13,Kenny Stills,MIA,WR,1,TEN,0,0,0,0,0,4,106,2,0,0,0,0,24.6,24.6
14,Tyrod Taylor,CLE,QB,1,PIT,197,1,1,77,1,0,0,0,0,0,0,0,24.6,24.58
15,Emmanuel Sanders,DEN,WR,1,SEA,0,0,0,0,0,10,135,1,0,0,0,0,24.5,24.5
16,Mike Evans,TB,WR,1,NO,0,0,0,0,0,7,147,1,0,0,0,0,24.2,24.2
17,Joe Mixon,CIN,RB,1,IND,0,0,0,95,1,5,54,0,0,0,0,0,23.4,23.4
18,Melvin Gordon III,LAC,RB,1,KC,0,0,0,64,0,9,102,0,0,0,0,0,23.1,23.1
19,Julio Jones,ATL,WR,1,PHI,0,0,0,11,0,10,169,0,0,0,0,0,23,23
20,Jared Cook,LV,TE,1,LAR,0,0,0,0,0,9,180,0,0,0,0,0,22.5,22.5
21,Russell Wilson,SEA,QB,1,DEN,298,3,2,5,0,0,0,0,0,0,0,0,22.4,22.42
22,Tom Brady,NE,QB,1,HOU,277,3,1,2,0,0,0,0,0,0,0,0,22.3,22.28
