Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Cam Newton,NE,QB,17,NYJ,242,3,0,79,0,1,19,1,0,0,0,0,38,37.98
2,Jonathan Taylor,IND,RB,17,JAX,0,0,0,253,2,1,1,0,0,0,0,0,37.9,37.9
3,Derrick Henry,TEN,RB,17,HOU,0,0,0,250,2,0,0,0,0,0,0,0,35,35
4,Kirk Cousins,MIN,QB,17,DET,405,3,0,1,1,0,0,0,0,0,0,0,34.3,34.3
5,Brandin Cooks,HOU,WR,17,TEN,0,0,0,0,0,11,166,2,0,0,0,0,34.1,34.1
6,Marvin Jones Jr.,DET,WR,17,MIN,0,0,0,0,0,8,180,2,0,0,0,0,34,34
7,Justin Herbert,LAC,QB,17,KC,302,3,0,9,1,0,0,0,0,0,0,0,33,32.98
8,Antonio Brown,TB,WR,17,ATL,0,0,0,0,0,11,138,2,0,0,0,0,31.3,31.3
9,Tom Brady,TB,QB,17,ATL,399,4,1,3,0,0,0,0,0,0,0,0,31.3,31.26
10,Sterling Shepard,NYG,WR,17,DAL,0,0,0,24,1,8,112,1,0,0,0,0,29.6,29.6
11,Ryan Tannehill,TEN,QB,17,HOU,216,1,0,38,2,0,0,0,0,0,0,0,28.4,28.44
12,J.K. Dobbins,BAL,RB,17,CIN,0,0,0,160,2,0,0,0,0,0,0,0,28,28
12,Alexander Mattison,MIN,RB,17,DET,0,0,0,95,1,3,50,1,0,0,0,0,28,28
14,Chris Godwin,TB,WR,17,ATL,0,0,0,0,0,5,133,2,0,0,0,0,27.8,27.8
15,Isaiah McKenzie,BUF,WR,17,MIA,0,0,0,0,0,6,65,2,0,0,0,0,27.5,27.5
16,Tyler Lockett,SEA,WR,17,SF,0,0,0,0,0,12,90,2,0,0,0,0,27,27
17,Deshaun Watson,HOU,QB,17,TEN,365,3,1,12,0,0,0,0,0,0,0,0,26.8,26.8
18,Darwin Thompson,KC,RB,17,LAC,0,0,0,45,1,7,65,1,0,0,0,0,26.5,26.5
19,A.J. Brown,TEN,WR,17,HOU,0,0,0,0,0,10,151,1,0,0,0,0,26.1,26.1
