Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Alex Smith,KC,QB,13,NYJ,366,4,0,70,0,0,0,0,0,0,0,0,37.6,37.64
2,Tyreek Hill,KC,WR,13,NYJ,0,0,0,0,0,6,185,2,0,0,0,0,33.5,33.5
3,Josh McCown,NYJ,QB,13,KC,331,1,0,19,2,0,0,0,0,0,0,0,31.1,31.14
4,Miami Dolphins,MIA,DST,13,DEN,0,0,0,0,0,0,0,0,3,3,1,0,28,28
5,Alvin Kamara,NO,RB,13,CAR,0,0,0,60,2,5,66,0,0,0,0,0,27.1,27.1
6,Le'Veon Bell,PIT,RB,13,CIN,0,0,0,76,0,5,106,1,0,0,0,0,26.7,26.7
7,Blake Bortles,JAX,QB,13,IND,309,2,0,27,0,0,0,0,0,0,0,0,25.1,25.06
8,Russell Wilson,SEA,QB,13,PHI,227,3,0,31,0,0,0,0,0,0,0,0,24.2,24.18
9,Rex Burkhead,NE,RB,13,BUF,0,0,0,78,2,3,25,0,0,0,0,0,23.8,23.8
10,Nelson Agholor,PHI,WR,13,SEA,0,0,0,0,0,7,141,1,0,0,0,0,23.6,23.6
11,Travis Kelce,KC,TE,13,NYJ,0,0,0,0,0,4,94,2,0,0,0,0,23.4,23.4
12,A.J. Green,CIN,WR,13,PIT,0,0,0,0,0,7,77,2,0,0,0,0,23.2,23.2
13,Alex Collins,BAL,RB,13,DET,0,0,0,75,2,2,23,0,0,0,0,0,22.8,22.8
14,Kenyan Drake,MIA,RB,13,DEN,0,0,0,120,1,3,21,0,0,0,0,0,21.6,21.6
15,Keenan Allen,LAC,WR,13,CLE,0,0,0,0,0,10,105,1,0,0,0,0,21.5,21.5
16,Mark Ingram II,NO,RB,13,CAR,0,0,0,85,1,6,37,0,0,0,0,0,21.2,21.2
17,Larry Fitzgerald,ARI,WR,13,LAR,0,0,0,0,0,10,98,1,0,0,0,0,20.8,20.8
18,Cam Newton,CAR,QB,13,NO,183,2,0,51,0,0,0,0,0,0,0,0,20.4,20.42
19,Jermaine Kearse,NYJ,WR,13,KC,0,0,0,0,0,9,157,0,0,0,0,0,20.2,20.2
20,Antonio Brown,PIT,WR,13,CIN,0,0,0,0,0,8,101,1,0,0,0,0,20.1,20.1
21,Los Angeles Rams,LAR,DST,13,ARI,0,0,0,0,0,0,0,0,7,2,0,0,20,20
22,Evan Engram,NYG,TE,13,LV,0,0,0,0,0,7,99,1,0,0,0,0,19.4,19.4
23,Jamaal Williams,GB,RB,13,TB,0,0,0,113,1,2,10,0,0,0,0,0,19.3,19.3
24,Andy Dalton,CIN,QB,13,PIT,234,2,0,19,0,0,0,0,0,0,0,0,19.3,19.26
