Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Le'Veon Bell,PIT,RB,14,BAL,0,0,0,48,2,9,77,1,0,0,0,0,35,35
2,Rod Smith,DAL,RB,14,NYG,0,0,0,47,1,5,113,1,0,0,0,0,30.5,30.5
3,DeAndre Hopkins,HOU,WR,14,SF,0,0,0,0,0,11,149,2,0,0,0,0,30.4,30.4
4,Ben Roethlisberger,PIT,QB,14,BAL,506,2,0,5,0,0,0,0,0,0,0,0,28.7,28.74
5,Jonathan Stewart,CAR,RB,14,MIN,0,0,0,103,3,0,0,0,0,0,0,0,28.3,28.3
6,Carson Wentz,PHI,QB,14,LAR,291,4,1,16,0,0,0,0,0,0,0,0,28.2,28.24
7,Jordan Howard,CHI,RB,14,CIN,0,0,0,147,2,1,8,0,0,0,0,0,28,28
8,Jamaal Williams,GB,RB,14,CLE,0,0,0,49,1,7,69,1,0,0,0,0,27.3,27.3
9,Todd Gurley II,LAR,RB,14,PHI,0,0,0,96,2,3,39,0,0,0,0,0,27,27
10,Antonio Brown,PIT,WR,14,BAL,0,0,0,0,0,11,213,0,0,0,0,0,26.8,26.8
11,Dak Prescott,DAL,QB,14,NYG,332,3,0,13,0,0,0,0,0,0,0,0,26.6,26.58
12,Brett Hundley,GB,QB,14,CLE,265,3,0,31,0,0,0,0,0,0,0,0,25.7,25.7
13,Davante Adams,GB,WR,14,CLE,0,0,0,0,0,10,84,2,0,0,0,0,25.4,25.4
14,Russell Wilson,SEA,QB,14,JAX,271,3,3,50,0,0,0,0,0,0,0,0,24.8,24.84
15,Theo Riddick,DET,RB,14,TB,0,0,0,29,2,6,64,0,0,0,0,0,24.3,24.3
16,Alex Collins,BAL,RB,14,PIT,0,0,0,120,1,2,46,0,0,0,0,0,23.6,23.6
17,Jay Cutler,MIA,QB,14,NE,263,3,0,4,0,0,0,0,0,0,0,0,22.9,22.92
18,Michael Thomas,NO,WR,14,ATL,0,0,0,0,0,10,117,1,0,0,0,0,22.7,22.7
19,Kenyan Drake,MIA,RB,14,NE,0,0,0,114,0,5,79,0,0,0,0,0,21.8,21.8
20,LeSean McCoy,BUF,RB,14,IND,0,0,0,156,1,0,0,0,0,0,0,0,21.6,21.6
20,Trey Burton,PHI,TE,14,LAR,0,0,0,0,0,5,71,2,0,0,0,0,21.6,21.6
22,Mitchell Trubisky,CHI,QB,14,CIN,271,1,0,5,1,0,0,0,0,0,0,0,21.3,21.34
23,Kareem Hunt,KC,RB,14,LV,0,0,0,116,1,3,22,0,0,0,0,0,21.3,21.3
24,Case Keenum,MIN,QB,14,CAR,280,2,2,40,0,0,0,0,0,0,0,0,21.2,21.2
24,Tyrell Williams,LAC,WR,14,WAS,0,0,0,0,0,4,132,1,0,0,0,0,21.2,21.2
26,Philip Rivers,LAC,QB,14,WAS,319,2,0,0,0,0,0,0,0,0,0,0,20.8,20.76
27,Jarvis Landry,MIA,WR,14,NE,0,0,0,0,0,8,46,2,0,0,0,0,20.6,20.6
28,Cooper Kupp,LAR,WR,14,PHI,0,0,0,0,0,5,118,1,0,0,0,0,20.3,20.3
29,Leonard Fournette,JAX,RB,14,SEA,0,0,0,101,1,4,18,0,0,0,0,0,19.9,19.9
30,Adam Thielen,MIN,WR,14,CAR,0,0,0,0,0,6,105,1,0,0,0,0,19.5,19.5
31,Demaryius Thomas,DEN,WR,14,NYJ,0,0,0,0,0,8,93,1,0,0,0,0,19.3,19.3
32,DeShone Kizer,CLE,QB,14,GB,214,3,2,7,0,0,0,0,0,0,0,0,19.3,19.26
33,Chris Boswell,PIT,K,14,BAL,0,0,0,0,0,0,0,0,0,0,0,0,19,19
34,Javorius Allen,BAL,RB,14,PIT,0,0,0,25,2,2,32,0,0,0,0,0,18.7,18.7
35,Blake Bortles,JAX,QB,14,SEA,268,2,0,-2,0,0,0,0,0,0,0,0,18.5,18.52
36,Golden Tate,DET,WR,14,TB,0,0,0,0,0,8,85,1,0,0,0,0,18.5,18.5
37,TJ Yates,HOU,QB,14,SF,175,2,0,31,0,0,0,0,0,0,0,0,18.1,18.1
38,Drew Brees,NO,QB,14,ATL,271,2,1,2,0,0,0,0,0,0,0,0,18,18.04
