Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Tyreek Hill,KC,WR,12,TB,0,0,0,0,0,13,269,3,0,0,0,0,51.4,51.4
2,Derrick Henry,TEN,RB,12,IND,0,0,0,178,3,2,7,0,0,0,0,0,37.5,37.5
3,Antonio Gibson,WAS,RB,12,DAL,0,0,0,115,3,5,21,0,0,0,0,0,34.1,34.1
4,Deshaun Watson,HOU,QB,12,DET,318,4,0,24,0,0,0,0,0,0,0,0,33.1,33.12
5,William Fuller V,HOU,WR,12,DET,0,0,0,0,0,6,171,2,0,0,0,0,32.1,32.1
6,Patrick Mahomes,KC,QB,12,TB,462,3,0,28,0,0,0,0,0,0,0,0,31.3,31.28
7,Atlanta Falcons,ATL,DST,12,LV,0,0,0,0,0,0,0,0,5,1,4,4,28,28
8,Kirk Cousins,MIN,QB,12,CAR,307,3,0,19,0,0,0,0,0,0,0,0,26.2,26.18
9,Aaron Rodgers,GB,QB,12,CHI,211,4,0,12,0,0,0,0,0,0,0,0,25.6,25.64
10,Latavius Murray,NO,RB,12,DEN,0,0,0,124,2,1,2,0,0,0,0,0,25.1,25.1
10,Nick Chubb,CLE,RB,12,JAX,0,0,0,144,1,3,32,0,0,0,0,0,25.1,25.1
12,James Robinson,JAX,RB,12,CLE,0,0,0,128,1,5,31,0,0,0,0,0,24.4,24.4
13,Jarvis Landry,CLE,WR,12,JAX,0,0,0,0,0,8,143,1,0,0,0,0,24.3,24.3
14,A.J. Brown,TEN,WR,12,IND,0,0,0,0,0,4,98,1,0,0,0,0,23.8,23.8
15,Tom Brady,TB,QB,12,KC,345,3,2,-1,0,0,0,0,0,0,0,0,23.7,23.7
16,Allen Robinson II,CHI,WR,12,GB,0,0,0,0,0,8,74,2,0,0,0,0,23.4,23.4
17,Kenyan Drake,ARI,RB,12,NE,0,0,0,78,2,3,15,0,0,0,0,0,22.8,22.8
17,David Montgomery,CHI,RB,12,GB,0,0,0,103,0,5,40,1,0,0,0,0,22.8,22.8
19,DK Metcalf,SEA,WR,12,PHI,0,0,0,0,0,10,177,0,0,0,0,0,22.7,22.7
20,Justin Jefferson,MIN,WR,12,CAR,0,0,0,0,0,7,70,2,0,0,0,0,22.5,22.5
21,Younghoe Koo,ATL,K,12,LV,0,0,0,0,0,0,0,0,0,0,0,0,21,21
22,Mitchell Trubisky,CHI,QB,12,GB,242,3,2,10,0,0,0,0,0,0,0,0,20.7,20.68
23,Amari Cooper,DAL,WR,12,WAS,0,0,0,0,0,6,112,1,0,0,0,0,20.2,20.2
24,Carson Wentz,PHI,QB,12,SEA,215,2,1,42,0,0,0,0,0,0,0,0,19.8,19.8
25,Ryan Fitzpatrick,MIA,QB,12,NYJ,257,2,0,10,0,0,0,0,0,0,0,0,19.3,19.28
26,Ryan Tannehill,TEN,QB,12,IND,221,1,0,3,1,0,0,0,0,0,0,0,19.1,19.14
27,Carolina Panthers,CAR,DST,12,MIN,0,0,0,0,0,0,0,0,2,0,2,3,19,19
28,Philip Rivers,IND,QB,12,TEN,295,2,1,0,0,0,0,0,0,0,0,0,18.8,18.8
28,Deebo Samuel,SF,WR,12,LAR,0,0,0,0,0,11,133,0,0,0,0,0,18.8,18.8
30,Taysom Hill,NO,QB,12,DEN,78,0,1,44,2,0,0,0,0,0,0,0,18.5,18.52
31,Mike Evans,TB,WR,12,KC,0,0,0,0,0,3,50,2,0,0,0,0,18.5,18.5
32,Baker Mayfield,CLE,QB,12,JAX,258,2,0,1,0,0,0,0,0,0,0,0,18.4,18.42
33,Austin Ekeler,LAC,RB,12,BUF,0,0,0,44,0,11,85,0,0,0,0,0,18.4,18.4
34,Mike Glennon,JAX,QB,12,CLE,235,2,0,6,0,0,0,0,0,0,0,0,18,18
35,Collin Johnson,JAX,WR,12,CLE,0,0,0,0,0,4,96,1,0,0,0,0,17.6,17.6
36,Adrian Peterson,DET,RB,12,HOU,0,0,0,55,2,0,0,0,0,0,0,0,17.5,17.5
37,Justin Herbert,LAC,QB,12,BUF,316,1,1,-2,0,0,0,0,0,0,0,0,17.4,17.44
38,Robby Anderson,CAR,WR,12,MIN,0,0,0,0,0,4,94,1,0,0,0,0,17.4,17.4
39,Matthew Stafford,DET,QB,12,HOU,295,1,1,3,0,0,0,0,0,0,0,0,17.1,17.1
40,San Francisco 49ers,SF,DST,12,LAR,0,0,0,0,0,0,0,0,2,2,2,2,17,17
40,Dallas Goedert,PHI,TE,12,SEA,0,0,0,0,0,7,75,1,0,0,0,0,17,17
42,Ronald Jones II,TB,RB,12,KC,0,0,0,66,0,1,37,1,0,0,0,0,16.8,16.8
43,Wayne Gallman,NYG,RB,12,CIN,0,0,0,94,1,3,-3,0,0,0,0,0,16.6,16.6
44,Marquise Brown,BAL,WR,12,PIT,0,0,0,0,0,4,85,1,0,0,0,0,16.5,16.5
45,Josh Allen,BUF,QB,12,LAC,157,1,1,32,1,0,0,0,0,0,0,0,16.5,16.48
46,T.Y. Hilton,IND,WR,12,TEN,0,0,0,0,0,4,81,1,0,0,0,0,16.1,16.1
47,Houston Texans,HOU,DST,12,DET,0,0,0,0,0,0,0,0,4,1,3,2,16,16
48,DeVante Parker,MIA,WR,12,NYJ,0,0,0,0,0,8,119,0,0,0,0,0,15.9,15.9
49,Duke Johnson,HOU,RB,12,DET,0,0,0,37,0,3,43,1,0,0,0,0,15.5,15.5
49,Ito Smith,ATL,RB,12,LV,0,0,0,65,1,4,10,0,0,0,0,0,15.5,15.5
51,Gabriel Davis,BUF,WR,12,LAC,0,0,0,0,0,3,79,1,0,0,0,0,15.4,15.4
52,Robert Tonyan,GB,TE,12,CHI,0,0,0,0,0,5,67,1,0,0,0,0,15.2,15.2
53,Davante Adams,GB,WR,12,CHI,0,0,0,0,0,6,61,1,0,0,0,0,15.1,15.1
54,Los Angeles Rams,LAR,DST,12,SF,0,0,0,0,0,0,0,0,2,1,3,2,15,15
54,Washington Football Team,WAS,DST,12,DAL,0,0,0,0,0,0,0,0,4,1,1,1,15,15
54,Green Bay Packers,GB,DST,12,CHI,0,0,0,0,0,0,0,0,3,2,1,1,15,15
54,Graham Gano,NYG,K,12,CIN,0,0,0,0,0,0,0,0,0,0,0,0,15,15
58,Matt Ryan,ATL,QB,12,LV,185,2,1,5,0,0,0,0,0,0,0,0,14.9,14.9
59,Teddy Bridgewater,CAR,QB,12,MIN,267,1,1,12,0,0,0,0,0,0,0,0,14.9,14.88
60,Cam Akers,LAR,RB,12,SF,0,0,0,84,1,0,0,0,0,0,0,0,14.4,14.4
60,Russell Wilson,SEA,QB,12,PHI,230,1,0,12,0,0,0,0,0,0,0,0,14.4,14.4
62,James White,NE,RB,12,ARI,0,0,0,18,2,1,-1,0,0,0,0,0,14.2,14.2
63,Miami Dolphins,MIA,DST,12,NYJ,0,0,0,0,0,0,0,0,3,2,0,0,14,14
63,Pittsburgh Steelers,PIT,DST,12,BAL,0,0,0,0,0,0,0,0,3,1,0,1,14,14
63,New Orleans Saints,NO,DST,12,DEN,0,0,0,0,0,0,0,0,1,2,0,1,14,14
63,Keenan Allen,LAC,WR,12,BUF,0,0,0,0,0,4,40,1,0,0,0,0,14,14
63,Calvin Ridley,ATL,WR,12,LV,0,0,0,0,0,6,50,1,0,0,0,0,14,14
63,Robbie Gould,SF,K,12,LAR,0,0,0,0,0,0,0,0,0,0,0,0,14,14
69,Evan Engram,NYG,TE,12,CIN,0,0,0,0,0,6,129,0,0,0,0,0,13.9,13.9
