Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Patrick Mahomes,KC,QB,13,LV,295,4,0,52,0,0,0,0,0,0,0,0,33,33
2,Travis Kelce,KC,TE,13,LV,0,0,0,0,0,12,168,2,0,0,0,0,32.8,32.8
3,Josh Allen,BUF,QB,13,MIA,231,2,2,135,0,0,0,0,0,0,0,0,30.7,30.74
4,Todd Gurley II,LAR,RB,13,DET,0,0,0,132,2,3,33,0,0,0,0,0,30,30
5,Keenan Allen,LAC,WR,13,PIT,0,0,0,0,0,14,148,1,0,0,0,0,29.8,29.8
6,Tarik Cohen,CHI,RB,13,NYG,1,1,0,30,0,12,156,0,0,0,0,0,28.6,28.64
7,Phillip Lindsay,DEN,RB,13,CIN,0,0,0,157,2,1,2,0,0,0,0,0,28.4,28.4
8,Dante Pettis,SF,WR,13,SEA,0,0,0,-2,0,5,129,2,0,0,0,0,27.2,27.2
9,Christian McCaffrey,CAR,RB,13,TB,0,0,0,106,0,9,55,1,0,0,0,0,26.6,26.6
10,Antonio Brown,PIT,WR,13,LAC,0,0,0,0,0,10,154,1,0,0,0,0,26.4,26.4
11,Russell Wilson,SEA,QB,13,SF,185,4,0,14,0,0,0,0,0,0,0,0,24.8,24.8
12,Derek Carr,LV,QB,13,KC,285,3,0,8,0,0,0,0,0,0,0,0,24.2,24.2
13,Philip Rivers,LAC,QB,13,PIT,299,2,0,0,0,0,0,0,0,0,0,0,24,23.96
14,Nick Mullens,SF,QB,13,SEA,414,2,1,1,0,0,0,0,0,0,0,0,23.7,23.66
15,Jameis Winston,TB,QB,13,CAR,249,2,0,48,0,0,0,0,0,0,0,0,22.8,22.76
16,Zay Jones,BUF,WR,13,MIA,0,0,0,0,0,4,67,2,0,0,0,0,22.7,22.7
17,Ezekiel Elliott,DAL,RB,13,NO,0,0,0,76,0,6,60,1,0,0,0,0,22.6,22.6
18,Marcus Mariota,TEN,QB,13,NYJ,282,2,1,43,0,0,0,0,0,0,0,0,22.6,22.58
19,Ka'imi Fairbairn,HOU,K,13,CLE,0,0,0,0,0,0,0,0,0,0,0,0,21,21
20,James Conner,PIT,RB,13,LAC,0,0,0,60,2,3,14,0,0,0,0,0,20.9,20.9
21,Carson Wentz,PHI,QB,13,WAS,306,2,1,-4,0,0,0,0,0,0,0,0,20.8,20.84
22,Jaron Brown,SEA,WR,13,SF,0,0,0,0,0,3,67,2,0,0,0,0,20.2,20.2
23,Golden Tate,PHI,WR,13,WAS,0,0,0,0,0,7,85,1,0,0,0,0,20,20
24,Chase Edmonds,ARI,RB,13,GB,0,0,0,53,2,2,13,0,0,0,0,0,19.6,19.6
25,Jared Cook,LV,TE,13,KC,0,0,0,0,0,7,100,1,0,0,0,0,19.5,19.5
26,Davante Adams,GB,WR,13,ARI,0,0,0,0,0,8,93,1,0,0,0,0,19.3,19.3
26,Cam Newton,CAR,QB,13,TB,300,2,4,33,0,0,0,0,0,0,0,0,19.3,19.3
28,Jason Myers,NYJ,K,13,TEN,0,0,0,0,0,0,0,0,0,0,0,0,19,19
29,Chris Godwin,TB,WR,13,CAR,0,0,0,0,0,5,101,1,0,0,0,0,18.6,18.6
30,Ben Roethlisberger,PIT,QB,13,LAC,281,2,1,0,0,0,0,0,0,0,0,0,18.2,18.24
31,Houston Texans,HOU,DST,13,CLE,0,0,0,0,0,0,0,0,0,3,1,1,18,18
32,Jacksonville Jaguars,JAX,DST,13,IND,0,0,0,0,0,0,0,0,3,1,1,1,17,17
32,New York Giants,NYG,DST,13,CHI,0,0,0,0,0,0,0,0,5,2,3,1,17,17
32,Justin Tucker,BAL,K,13,ATL,0,0,0,0,0,0,0,0,0,0,0,0,17,17
35,Odell Beckham Jr.,NYG,WR,13,CHI,49,1,0,0,0,3,35,1,0,0,0,0,17,16.96
36,Baker Mayfield,CLE,QB,13,HOU,397,1,3,0,0,0,0,0,0,0,0,0,16.9,16.88
37,Lamar Jackson,BAL,QB,13,ATL,125,0,0,75,1,0,0,0,0,0,0,0,16.5,16.5
37,Courtland Sutton,DEN,WR,13,CIN,0,0,0,0,0,4,85,1,0,0,0,0,16.5,16.5
39,Robert Woods,LAR,WR,13,DET,0,0,0,11,0,5,67,1,0,0,0,0,16.3,16.3
40,Saquon Barkley,NYG,RB,13,CHI,0,0,0,125,0,3,21,0,0,0,0,0,16.1,16.1
41,Seattle Seahawks,SEA,DST,13,SF,0,0,0,0,0,0,0,0,3,1,1,2,16,16
42,Ryan Tannehill,MIA,QB,13,BUF,137,3,1,-5,0,0,0,0,0,0,0,0,16,15.98
43,Deshaun Watson,HOU,QB,13,CLE,224,1,0,30,0,0,0,0,0,0,0,0,16,15.96
44,Tom Brady,NE,QB,13,MIN,311,1,1,5,0,0,0,0,0,0,0,0,15.9,15.94
45,Adrian Peterson,WAS,RB,13,PHI,0,0,0,98,1,0,0,0,0,0,0,0,15.8,15.8
46,Adam Humphries,TB,WR,13,CAR,0,0,0,0,0,7,61,1,0,0,0,0,15.6,15.6
47,Jeff Wilson Jr.,SF,RB,13,SEA,0,0,0,61,0,8,73,0,0,0,0,0,15.4,15.4
48,Aaron Rodgers,GB,QB,13,ARI,233,1,0,20,0,0,0,0,0,0,0,0,15.3,15.32
49,James White,NE,RB,13,MIN,0,0,0,26,0,7,92,0,0,0,0,0,15.3,15.3
50,New Orleans Saints,NO,DST,13,DAL,0,0,0,0,0,0,0,0,7,0,3,2,15,15
50,Baltimore Ravens,BAL,DST,13,ATL,0,0,0,0,0,0,0,0,3,0,2,1,15,15
50,Aldrick Rosas,NYG,K,13,CHI,0,0,0,0,0,0,0,0,0,0,0,0,15,15
53,Justin Jackson,LAC,RB,13,PIT,0,0,0,63,1,1,19,0,0,0,0,0,14.7,14.7
53,Nick Chubb,CLE,RB,13,HOU,0,0,0,31,1,3,41,0,0,0,0,0,14.7,14.7
53,Jordy Nelson,LV,WR,13,KC,0,0,0,0,0,10,97,0,0,0,0,0,14.7,14.7
56,Dalvin Cook,MIN,RB,13,NE,0,0,0,84,0,8,22,0,0,0,0,0,14.6,14.6
57,Rashard Higgins,CLE,WR,13,HOU,0,0,0,0,0,4,62,1,0,0,0,0,14.2,14.2
58,Dak Prescott,DAL,QB,13,NO,248,1,0,22,0,0,0,0,0,0,0,0,14.1,14.12
59,Denver Broncos,DEN,DST,13,CIN,0,0,0,0,0,0,0,0,4,1,1,2,14,14
59,Greg Zuerlein,LAR,K,13,DET,0,0,0,0,0,0,0,0,0,0,0,0,14,14
61,James Develin,NE,FB,13,MIN,0,0,0,5,2,1,9,0,0,0,0,0,13.9,13.9
62,Chase Daniel,CHI,QB,13,NYG,285,1,2,4,0,0,0,0,0,0,0,0,13.8,13.8
63,Josh Gordon,NE,WR,13,MIN,0,0,0,0,0,3,58,1,0,0,0,0,13.3,13.3
63,Jarvis Landry,CLE,WR,13,HOU,0,0,0,0,0,6,103,0,0,0,0,0,13.3,13.3
65,Aaron Jones,GB,RB,13,ARI,0,0,0,36,1,4,16,0,0,0,0,0,13.2,13.2
66,Tampa Bay Buccaneers,TB,DST,13,CAR,0,0,0,0,0,0,0,0,4,4,0,0,13,13
66,New York Jets,NYJ,DST,13,TEN,0,0,0,0,0,0,0,0,3,1,1,0,13,13
68,Russell Shepard,NYG,WR,13,CHI,0,0,0,0,0,2,59,1,0,0,0,0,12.9,12.9
68,Corey Davis,TEN,WR,13,NYJ,0,0,0,12,0,3,42,1,0,0,0,0,12.9,12.9
68,Austin Hooper,ATL,TE,13,BAL,0,0,0,0,0,5,44,1,0,0,0,0,12.9,12.9
