Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Christian McCaffrey,CAR,RB,12,SEA,0,0,0,125,1,11,112,1,0,0,0,0,41.2,41.2
2,Amari Cooper,DAL,WR,12,WAS,0,0,0,0,0,8,180,2,0,0,0,0,34,34
3,JuJu Smith-Schuster,PIT,WR,12,DEN,0,0,0,0,0,13,189,1,0,0,0,0,31.4,31.4
4,Saquon Barkley,NYG,RB,12,PHI,0,0,0,101,1,7,41,1,0,0,0,0,29.7,29.7
5,Deshaun Watson,HOU,QB,12,TEN,210,2,0,70,1,0,0,0,0,0,0,0,29.4,29.4
6,Kirk Cousins,MIN,QB,12,GB,342,3,0,17,0,0,0,0,0,0,0,0,27.4,27.38
7,Dak Prescott,DAL,QB,12,WAS,289,2,0,18,1,0,0,0,0,0,0,0,27.4,27.36
8,Josh Allen,BUF,QB,12,JAX,160,1,0,99,1,0,0,0,0,0,0,0,26.3,26.3
8,Nick Chubb,CLE,RB,12,CIN,0,0,0,84,1,3,44,1,0,0,0,0,26.3,26.3
10,Baker Mayfield,CLE,QB,12,CIN,258,4,0,-4,0,0,0,0,0,0,0,0,25.9,25.92
11,Andrew Luck,IND,QB,12,MIA,343,3,2,5,0,1,4,0,0,0,0,0,25.1,25.12
12,Leonard Fournette,JAX,RB,12,BUF,0,0,0,95,2,3,13,0,0,0,0,0,24.3,24.3
13,Kenyan Drake,MIA,RB,12,IND,0,0,0,32,1,5,64,1,0,0,0,0,24.1,24.1
14,Cam Newton,CAR,QB,12,SEA,256,2,1,63,0,0,0,0,0,0,0,0,23.5,23.54
15,Lamar Miller,HOU,RB,12,TEN,0,0,0,162,1,1,5,0,0,0,0,0,23.2,23.2
16,Marcus Mariota,TEN,QB,12,HOU,303,2,0,28,0,0,0,0,0,0,0,0,22.9,22.92
17,Jameis Winston,TB,QB,12,SF,312,2,0,24,0,0,0,0,0,0,0,0,22.9,22.88
18,LeGarrette Blount,DET,RB,12,CHI,0,0,0,88,2,1,15,0,0,0,0,0,22.8,22.8
18,Ezekiel Elliott,DAL,RB,12,WAS,0,0,0,121,1,5,22,0,0,0,0,0,22.8,22.8
20,Adam Thielen,MIN,WR,12,GB,0,0,0,0,0,8,125,1,0,0,0,0,22.5,22.5
21,Ben Roethlisberger,PIT,QB,12,DEN,462,1,2,18,0,0,0,0,0,0,0,0,22.3,22.28
22,Lamar Jackson,BAL,QB,12,LV,178,1,2,71,1,0,0,0,0,0,0,0,22.2,22.22
23,Russell Wilson,SEA,QB,12,CAR,339,2,0,4,0,0,0,0,0,0,0,0,22,21.96
24,Matt Ryan,ATL,QB,12,NO,377,2,1,16,0,0,0,0,0,0,0,0,21.7,21.68
25,Sony Michel,NE,RB,12,NYJ,0,0,0,133,1,2,12,0,0,0,0,0,21.5,21.5
25,Corey Davis,TEN,WR,12,HOU,0,0,0,39,0,4,96,1,0,0,0,0,21.5,21.5
27,Drew Brees,NO,QB,12,ATL,171,4,1,-4,0,0,0,0,0,0,0,0,21.4,21.44
28,Austin Ekeler,LAC,RB,12,ARI,0,0,0,35,1,10,68,0,0,0,0,0,21.3,21.3
29,Philip Rivers,LAC,QB,12,ARI,259,3,0,3,0,0,0,0,0,0,0,0,20.7,20.66
30,Melvin Gordon III,LAC,RB,12,ARI,0,0,0,61,2,2,5,0,0,0,0,0,19.6,19.6
31,Tom Brady,NE,QB,12,NYJ,283,2,0,-1,0,0,0,0,0,0,0,0,19.2,19.22
32,Eric Ebron,IND,TE,12,MIA,0,0,0,0,0,5,45,2,0,0,0,0,19,19
32,Tyler Lockett,SEA,WR,12,CAR,0,0,0,-2,0,5,107,1,0,0,0,0,19,19
32,Joe Mixon,CIN,RB,12,CLE,0,0,0,89,0,7,66,0,0,0,0,0,19,19
35,Chase Daniel,CHI,QB,12,DET,230,2,0,4,0,1,8,0,0,0,0,0,18.9,18.9
35,Stefon Diggs,MIN,WR,12,GB,0,0,0,12,0,8,77,1,0,0,0,0,18.9,18.9
37,Zach Ertz,PHI,TE,12,NYG,0,0,0,0,0,7,91,1,0,0,0,0,18.6,18.6
38,Colt McCoy,WAS,QB,12,DAL,268,2,3,28,0,0,0,0,0,0,0,0,18.5,18.52
39,David Moore,SEA,WR,12,CAR,0,0,0,0,0,4,103,1,0,0,0,0,18.3,18.3
39,Julio Jones,ATL,WR,12,NO,0,0,0,1,0,11,147,0,0,0,0,0,18.3,18.3
41,Emmanuel Sanders,DEN,WR,12,PIT,0,0,0,0,0,7,86,1,0,0,0,0,18.1,18.1
42,Baltimore Ravens,BAL,DST,12,LV,0,0,0,0,0,0,0,0,3,0,1,1,18,18
42,Tyler Boyd,CIN,WR,12,CLE,0,0,0,0,0,7,85,1,0,0,0,0,18,18
44,Demaryius Thomas,HOU,WR,12,TEN,0,0,0,0,0,4,38,2,0,0,0,0,17.8,17.8
45,Ryan Tannehill,MIA,QB,12,IND,204,2,0,14,0,0,0,0,0,0,0,0,17.6,17.56
46,Calvin Ridley,ATL,WR,12,NO,0,0,0,0,0,8,93,1,0,0,0,0,17.3,17.3
47,Jeff Driskel,CIN,QB,12,CLE,155,1,0,9,1,0,0,0,0,0,0,0,17.1,17.1
48,Phillip Lindsay,DEN,RB,12,PIT,0,0,0,110,1,0,0,0,0,0,0,0,17,17
49,Aaron Jones,GB,RB,12,MIN,0,0,0,72,1,3,21,0,0,0,0,0,16.8,16.8
50,Keenan Allen,LAC,WR,12,ARI,0,0,0,0,0,7,72,1,0,0,0,0,16.7,16.7
51,Josh McCown,NYJ,QB,12,NE,276,1,1,25,0,0,0,0,0,0,0,0,16.5,16.54
52,Mike Williams,LAC,WR,12,ARI,0,0,0,0,0,4,25,2,0,0,0,0,16.5,16.5
53,Josh Adams,PHI,RB,12,NYG,0,0,0,84,1,0,0,0,0,0,0,0,16.4,16.4
53,Robert Foster,BUF,WR,12,JAX,0,0,0,0,0,2,94,1,0,0,0,0,16.4,16.4
53,Julian Edelman,NE,WR,12,NYJ,0,0,0,0,0,4,84,1,0,0,0,0,16.4,16.4
56,Dede Westbrook,JAX,WR,12,BUF,0,0,0,43,0,3,44,1,0,0,0,0,16.2,16.2
57,T.Y. Hilton,IND,WR,12,MIA,0,0,0,0,0,7,125,0,0,0,0,0,16,16
58,Dante Pettis,SF,WR,12,TB,0,0,0,0,0,4,77,1,0,0,0,0,15.7,15.7
59,Jermaine Kearse,NYJ,WR,12,NE,0,0,0,0,0,6,66,1,0,0,0,0,15.6,15.6
60,Case Keenum,DEN,QB,12,PIT,197,2,0,-3,0,0,0,0,0,0,0,0,15.6,15.58
61,Matt Breida,SF,RB,12,TB,0,0,0,106,0,3,34,0,0,0,0,0,15.5,15.5
62,Davante Adams,GB,WR,12,MIN,0,0,0,0,0,5,69,1,0,0,0,0,15.4,15.4
62,Tarik Cohen,CHI,RB,12,DET,0,0,0,14,0,7,45,1,0,0,0,0,15.4,15.4
64,Dalvin Cook,MIN,RB,12,GB,0,0,0,29,0,3,47,1,0,0,0,0,15.1,15.1
65,New Orleans Saints,NO,DST,12,ATL,0,0,0,0,0,0,0,0,6,1,5,3,15,15
66,Eli Manning,NYG,QB,12,PHI,297,1,1,0,0,0,0,0,0,0,0,0,14.9,14.88
67,David Njoku,CLE,TE,12,CIN,0,0,0,0,0,5,63,1,0,0,0,0,14.8,14.8
68,Doug Martin,LV,RB,12,BAL,0,0,0,51,1,3,21,0,0,0,0,0,14.7,14.7
69,Mike Evans,TB,WR,12,SF,0,0,0,0,0,6,116,0,0,0,0,0,14.6,14.6
70,Adam Humphries,TB,WR,12,SF,0,0,0,0,0,6,54,1,0,0,0,0,14.4,14.4
71,Vernon Davis,WAS,TE,12,DAL,0,0,0,0,0,2,73,1,0,0,0,0,14.3,14.3
72,Antonio Callaway,CLE,WR,12,CIN,0,0,0,0,0,4,62,1,0,0,0,0,14.2,14.2
73,Leonte Carroo,MIA,WR,12,IND,0,0,0,0,0,1,74,1,0,0,0,0,13.9,13.9
74,DJ Moore,CAR,WR,12,SEA,0,0,0,7,0,8,91,0,0,0,0,0,13.8,13.8
75,Chris Carson,SEA,RB,12,CAR,0,0,0,55,1,2,8,0,0,0,0,0,13.3,13.3
75,Jonnu Smith,TEN,TE,12,HOU,0,0,0,0,0,2,63,1,0,0,0,0,13.3,13.3
