Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Kenyan Drake,ARI,RB,15,CLE,0,0,0,137,4,1,9,0,0,0,0,0,39.1,39.1
2,Lamar Jackson,BAL,QB,15,NYJ,212,5,0,86,0,0,0,0,0,0,0,0,37.1,37.08
3,Jameis Winston,TB,QB,15,DET,458,4,1,4,0,0,0,0,0,0,0,0,33.7,33.72
4,Christian McCaffrey,CAR,RB,15,SEA,0,0,0,87,2,8,88,0,0,0,0,0,33.5,33.5
5,Miles Sanders,PHI,RB,15,WAS,0,0,0,122,1,6,50,1,0,0,0,0,32.2,32.2
6,Breshad Perriman,TB,WR,15,DET,0,0,0,3,0,5,113,3,0,0,0,0,32.1,32.1
7,Julio Jones,ATL,WR,15,SF,0,0,0,0,0,13,134,2,0,0,0,0,31.9,31.9
8,Ezekiel Elliott,DAL,RB,15,LAR,0,0,0,117,2,3,43,0,0,0,0,0,29.5,29.5
9,Saquon Barkley,NYG,RB,15,MIA,0,0,0,112,2,4,31,0,0,0,0,0,28.3,28.3
10,Drew Brees,NO,QB,15,IND,307,4,0,0,0,0,0,0,0,0,0,0,28.3,28.28
11,Minnesota Vikings,MIN,DST,15,LAC,0,0,0,0,0,0,0,0,3,3,5,4,27,27
12,Chris Carson,SEA,RB,15,CAR,0,0,0,133,2,1,4,0,0,0,0,0,26.2,26.2
13,Ryan Tannehill,TEN,QB,15,HOU,279,2,1,10,1,0,0,0,0,0,0,0,25.2,25.16
14,Michael Thomas,NO,WR,15,IND,0,0,0,0,0,12,128,1,0,0,0,0,24.8,24.8
15,Jamison Crowder,NYJ,WR,15,BAL,0,0,0,0,0,6,90,2,0,0,0,0,24,24
16,Patrick Mahomes,KC,QB,15,DEN,340,2,1,11,0,0,0,0,0,0,0,0,23.7,23.7
17,Mark Ingram II,BAL,RB,15,NYJ,0,0,0,76,1,1,10,1,0,0,0,0,23.1,23.1
18,Nick Chubb,CLE,RB,15,ARI,0,0,0,127,1,3,21,0,0,0,0,0,22.3,22.3
18,Anthony Miller,CHI,WR,15,GB,0,0,0,0,0,9,118,1,0,0,0,0,22.3,22.3
20,Tyler Lockett,SEA,WR,15,CAR,0,0,0,0,0,8,120,1,0,0,0,0,22,22
21,Carson Wentz,PHI,QB,15,WAS,266,3,0,9,0,0,0,0,0,0,0,0,21.5,21.54
22,Terry McLaurin,WAS,WR,15,PHI,0,0,0,0,0,5,130,1,0,0,0,0,21.5,21.5
23,A.J. Brown,TEN,WR,15,HOU,0,0,0,0,0,8,114,1,0,0,0,0,21.4,21.4
24,Tony Pollard,DAL,RB,15,LAR,0,0,0,131,1,2,12,0,0,0,0,0,21.3,21.3
24,Tyreek Hill,KC,WR,15,DEN,0,0,0,1,0,5,67,2,0,0,0,0,21.3,21.3
26,DeVante Parker,MIA,WR,15,NYG,0,0,0,0,0,4,72,2,0,0,0,0,21.2,21.2
27,Ryan Fitzpatrick,MIA,QB,15,NYG,279,2,0,33,0,0,0,0,0,0,0,0,20.5,20.46
28,New England Patriots,NE,DST,15,CIN,0,0,0,0,0,0,0,0,0,4,0,1,20,20
29,George Kittle,SF,TE,15,ATL,0,0,0,0,0,13,134,0,0,0,0,0,19.9,19.9
30,Davante Adams,GB,WR,15,CHI,0,0,0,0,0,7,103,1,0,0,0,0,19.8,19.8
31,Travis Kelce,KC,TE,15,DEN,0,0,0,0,0,11,142,0,0,0,0,0,19.7,19.7
32,Russell Wilson,SEA,QB,15,CAR,286,2,0,-1,0,0,0,0,0,0,0,0,19.3,19.34
33,Todd Gurley II,LAR,RB,15,DAL,0,0,0,20,1,3,18,1,0,0,0,0,19.3,19.3
34,Matt Ryan,ATL,QB,15,SF,210,2,0,27,0,0,0,0,0,0,0,0,19.1,19.1
35,Dwayne Haskins,WAS,QB,15,PHI,261,2,0,26,0,0,0,0,0,0,0,0,19,19.04
36,Deshaun Watson,HOU,QB,15,TEN,243,2,2,32,0,0,0,0,0,0,0,0,18.9,18.92
37,Chris Conley,JAX,WR,15,LV,0,0,0,0,0,4,49,2,0,0,0,0,18.9,18.9
38,Gardner Minshew,JAX,QB,15,LV,201,2,0,27,0,0,0,0,0,0,0,0,18.7,18.74
39,Jared Goff,LAR,QB,15,DAL,284,2,1,2,0,0,0,0,0,0,0,0,18.6,18.56
40,Mitchell Trubisky,CHI,QB,15,GB,334,1,2,29,0,0,0,0,0,0,0,0,18.3,18.26
41,Buffalo Bills,BUF,DST,15,PIT,0,0,0,0,0,0,0,0,4,4,3,1,18,18
41,Kai Forbath,DAL,K,15,LAR,0,0,0,0,0,0,0,0,0,0,0,0,18,18
43,Baker Mayfield,CLE,QB,15,ARI,247,2,1,11,0,0,0,0,0,0,0,0,18,17.98
44,Dak Prescott,DAL,QB,15,LAR,212,2,0,12,0,0,0,0,0,0,0,0,17.7,17.68
45,Mike Boone,MIN,RB,15,LAC,0,0,0,56,2,0,0,0,0,0,0,0,17.6,17.6
46,Josh Allen,BUF,QB,15,PIT,139,1,1,28,1,0,0,0,0,0,0,0,17.4,17.36
46,Kyler Murray,ARI,QB,15,CLE,219,1,1,56,0,0,0,0,0,0,0,0,17.4,17.36
48,Aaron Jones,GB,RB,15,CHI,0,0,0,51,2,0,0,0,0,0,0,0,17.1,17.1
48,Joe Mixon,CIN,RB,15,NE,0,0,0,136,0,3,20,0,0,0,0,0,17.1,17.1
48,Tyler Higbee,LAR,TE,15,DAL,0,0,0,0,0,12,111,0,0,0,0,0,17.1,17.1
51,Kenny Stills,HOU,WR,15,TEN,0,0,0,0,0,3,35,2,0,0,0,0,17,17
52,Sam Darnold,NYJ,QB,15,BAL,218,2,1,11,0,0,0,0,0,0,0,0,16.8,16.82
53,Adrian Peterson,WAS,RB,15,PHI,0,0,0,66,1,3,25,0,0,0,0,0,16.6,16.6
54,Carlos Hyde,HOU,RB,15,TEN,0,0,0,104,1,0,0,0,0,0,0,0,16.4,16.4
55,Eli Manning,NYG,QB,15,MIA,283,2,3,0,0,0,0,0,0,0,0,0,16.3,16.32
56,DJ Moore,CAR,WR,15,SEA,0,0,0,10,0,8,113,0,0,0,0,0,16.3,16.3
57,Darren Waller,LV,TE,15,JAX,0,0,0,0,0,8,122,0,0,0,0,0,16.2,16.2
58,Dan Bailey,MIN,K,15,LAC,0,0,0,0,0,0,0,0,0,0,0,0,16,16
58,Allen Robinson II,CHI,WR,15,GB,0,0,0,0,0,7,125,0,0,0,0,0,16,16
60,Derek Carr,LV,QB,15,JAX,267,1,0,12,0,0,0,0,0,0,0,0,15.9,15.88
61,Greg Ward,PHI,WR,15,WAS,0,0,0,0,0,7,61,1,0,0,0,0,15.6,15.6
61,Sterling Shepard,NYG,WR,15,MIA,0,0,0,0,0,9,111,0,0,0,0,0,15.6,15.6
63,Wes Hills,DET,RB,15,TB,0,0,0,21,2,2,1,0,0,0,0,0,15.2,15.2
64,Mike Williams,LAC,WR,15,MIN,0,0,0,0,0,4,71,1,0,0,0,0,15.1,15.1
65,Tampa Bay Buccaneers,TB,DST,15,DET,0,0,0,0,0,0,0,0,2,2,1,1,15,15
66,DeAndre Hopkins,HOU,WR,15,TEN,0,0,0,0,0,6,119,0,0,0,0,0,14.9,14.9
67,Chris Godwin,TB,WR,15,DET,0,0,0,0,0,5,121,0,0,0,0,0,14.6,14.6
67,Zach Ertz,PHI,TE,15,WAS,0,0,0,0,0,5,61,1,0,0,0,0,14.6,14.6
69,Kyle Allen,CAR,QB,15,SEA,277,1,3,25,0,0,0,0,0,0,0,0,14.6,14.58
70,Aaron Rodgers,GB,QB,15,CHI,203,1,0,23,0,0,0,0,0,0,0,0,14.4,14.42
71,Ricky Seals-Jones,CLE,TE,15,ARI,0,0,0,0,0,3,29,2,0,0,0,0,14.4,14.4
71,Keenan Allen,LAC,WR,15,MIN,0,0,0,0,0,9,99,0,0,0,0,0,14.4,14.4
73,Jonnu Smith,TEN,TE,15,HOU,0,0,0,57,0,5,60,0,0,0,0,0,14.2,14.2
73,Danny Amendola,DET,WR,15,TB,0,0,0,0,0,8,102,0,0,0,0,0,14.2,14.2
75,Seth Roberts,BAL,WR,15,NYJ,0,0,0,0,0,3,66,1,0,0,0,0,14.1,14.1
76,Curtis Samuel,CAR,WR,15,SEA,0,0,0,23,0,5,31,1,0,0,0,0,13.9,13.9
77,James White,NE,RB,15,CIN,0,0,0,13,0,3,49,1,0,0,0,0,13.7,13.7
78,John Brown,BUF,WR,15,PIT,0,0,0,0,0,7,99,0,0,0,0,0,13.4,13.4
79,Mark Andrews,BAL,TE,15,NYJ,0,0,0,0,0,4,52,1,0,0,0,0,13.2,13.2
80,James Conner,PIT,RB,15,BUF,0,0,0,42,0,4,9,1,0,0,0,0,13.1,13.1
80,Cooper Kupp,LAR,WR,15,DAL,0,0,0,0,0,6,41,1,0,0,0,0,13.1,13.1
82,Green Bay Packers,GB,DST,15,CHI,0,0,0,0,0,0,0,0,3,2,1,1,13,13
82,Steven Sims,WAS,WR,15,PHI,0,0,0,0,0,5,45,1,0,0,0,0,13,13
84,Tom Brady,NE,QB,15,CIN,128,2,0,-2,0,0,0,0,0,0,0,0,12.9,12.92
85,Rex Burkhead,NE,RB,15,CIN,0,0,0,53,1,2,6,0,0,0,0,0,12.9,12.9
86,Tavon Austin,DAL,WR,15,LAR,0,0,0,3,0,1,59,1,0,0,0,0,12.7,12.7
87,Kirk Cousins,MIN,QB,15,LAC,207,1,1,14,0,0,0,0,0,0,0,0,12.7,12.68
88,Jimmy Garoppolo,SF,QB,15,ATL,200,1,0,6,0,0,0,0,0,0,0,0,12.6,12.6
89,Marquise Brown,BAL,WR,15,NYJ,0,0,0,0,0,4,45,1,0,0,0,0,12.5,12.5
90,Scotty Miller,TB,WR,15,DET,0,0,0,0,0,3,49,1,0,0,0,0,12.4,12.4
