Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Chase Claypool,PIT,WR,5,PHI,0,0,0,6,1,7,110,3,0,0,0,0,39.1,39.1
2,Patrick Mahomes,KC,QB,5,LV,340,2,1,21,1,0,0,0,0,0,0,0,30.7,30.7
3,Ryan Tannehill,TEN,QB,5,BUF,195,3,0,42,1,0,0,0,0,0,0,0,30,30
4,Ryan Fitzpatrick,MIA,QB,5,SF,350,3,0,16,0,0,0,0,0,0,0,0,27.6,27.6
5,Justin Herbert,LAC,QB,5,NO,264,4,0,8,0,0,0,0,0,0,0,0,27.4,27.36
6,Kyler Murray,ARI,QB,5,NYJ,380,1,1,31,1,0,0,0,0,0,0,0,27.3,27.3
7,Deshaun Watson,HOU,QB,5,JAX,359,3,2,25,0,0,0,0,0,0,0,0,26.9,26.86
8,Travis Fulgham,PHI,WR,5,PIT,0,0,0,0,0,10,152,1,0,0,0,0,26.2,26.2
9,Brandin Cooks,HOU,WR,5,JAX,0,0,0,0,0,8,161,1,0,0,0,0,26.1,26.1
10,Baltimore Ravens,BAL,DST,5,CIN,0,0,0,0,0,0,0,0,7,1,3,2,26,26
11,Russell Wilson,SEA,QB,5,MIN,217,3,1,58,0,0,0,0,0,0,0,0,25.5,25.48
12,Mike Williams,LAC,WR,5,NO,0,0,0,0,0,5,109,2,0,0,0,0,25.4,25.4
12,Mike Davis,CAR,RB,5,ATL,0,0,0,89,0,9,60,1,0,0,0,0,25.4,25.4
14,Jared Goff,LAR,QB,5,WAS,309,2,1,0,1,0,0,0,0,0,0,0,25.4,25.36
15,Derek Carr,LV,QB,5,KC,347,3,1,1,0,0,0,0,0,0,0,0,25,24.98
16,Adam Thielen,MIN,WR,5,SEA,0,0,0,3,0,9,80,2,0,0,0,0,24.8,24.8
17,DK Metcalf,SEA,WR,5,MIN,0,0,0,0,0,6,93,2,0,0,0,0,24.3,24.3
