Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Patrick Mahomes,KC,QB,3,BAL,385,4,0,26,1,0,0,0,0,0,0,0,40,40
2,Alvin Kamara,NO,RB,3,GB,0,0,0,58,0,13,139,2,0,0,0,0,38.2,38.2
3,Russell Wilson,SEA,QB,3,DAL,315,5,0,22,0,0,0,0,0,0,0,0,36.8,36.8
4,Tyler Lockett,SEA,WR,3,DAL,0,0,0,0,0,9,100,3,0,0,0,0,32.5,32.5
5,Josh Allen,BUF,QB,3,LAR,311,4,1,8,1,0,0,0,0,0,0,0,32.2,32.24
6,Rex Burkhead,NE,RB,3,LV,0,0,0,49,2,7,49,1,0,0,0,0,31.3,31.3
7,Dak Prescott,DAL,QB,3,SEA,472,3,2,26,0,0,0,0,0,0,0,0,29.5,29.48
8,Jared Goff,LAR,QB,3,BUF,321,2,1,4,1,0,0,0,0,0,0,0,28.2,28.24
9,James Robinson,JAX,RB,3,MIA,0,0,0,46,2,6,83,0,0,0,0,0,27.9,27.9
10,Justin Jefferson,MIN,WR,3,TEN,0,0,0,0,0,7,175,1,0,0,0,0,27,27
11,Indianapolis Colts,IND,DST,3,NYJ,0,0,0,0,0,0,0,0,2,3,0,0,26,26
11,Derrick Henry,TEN,RB,3,MIN,0,0,0,119,2,2,11,0,0,0,0,0,26,26
13,Austin Ekeler,LAC,RB,3,CAR,0,0,0,59,1,11,84,0,0,0,0,0,25.8,25.8
14,Cedrick Wilson,DAL,WR,3,SEA,0,0,0,0,0,5,107,2,0,0,0,0,25.2,25.2
15,Stephen Gostkowski,TEN,K,3,MIN,0,0,0,0,0,0,0,0,0,0,0,0,25,25
16,Dalvin Cook,MIN,RB,3,TEN,0,0,0,181,1,2,18,0,0,0,0,0,24.9,24.9
17,Ryan Fitzpatrick,MIA,QB,3,JAX,160,2,0,38,1,1,0,0,0,0,0,0,24.7,24.7
17,Kyler Murray,ARI,QB,3,DET,270,2,3,29,1,0,0,0,0,0,0,0,24.7,24.7
19,Aaron Rodgers,GB,QB,3,NO,283,3,0,12,0,0,0,0,0,0,0,0,24.5,24.52
20,Tom Brady,TB,QB,3,DEN,297,3,0,0,0,0,0,0,0,0,0,0,23.9,23.88
21,Keenan Allen,LAC,WR,3,CAR,0,0,0,0,0,13,132,1,0,0,0,0,23.7,23.7
22,Drew Brees,NO,QB,3,GB,288,3,0,0,0,0,0,0,0,0,0,0,23.5,23.52
23,Nick Chubb,CLE,RB,3,WAS,0,0,0,108,2,1,2,0,0,0,0,0,23.5,23.5
23,Carson Wentz,PHI,QB,3,CIN,225,1,2,65,1,0,0,0,0,0,0,0,23.5,23.5
25,Allen Lazard,GB,WR,3,NO,0,0,0,-2,0,6,146,1,0,0,0,0,23.4,23.4
26,Allen Robinson II,CHI,WR,3,ATL,0,0,0,0,0,10,123,1,0,0,0,0,23.3,23.3
27,James Conner,PIT,RB,3,HOU,0,0,0,109,1,4,40,0,0,0,0,0,22.9,22.9
28,Michael Gallup,DAL,WR,3,SEA,0,0,0,0,0,6,138,1,0,0,0,0,22.8,22.8
29,Kirk Cousins,MIN,QB,3,TEN,251,3,2,14,0,0,0,0,0,0,0,0,21.4,21.44
30,Cooper Kupp,LAR,WR,3,BUF,0,0,0,0,0,9,107,1,0,0,0,0,21.2,21.2
31,Jimmy Graham,CHI,TE,3,ATL,0,0,0,0,0,6,60,2,0,0,0,0,21,21
32,Jeff Wilson Jr.,SF,RB,3,NYG,0,0,0,15,1,3,54,1,0,0,0,0,20.4,20.4
33,Joe Burrow,CIN,QB,3,PHI,312,2,0,-1,0,0,0,0,0,0,0,0,20.4,20.38
34,Ben Roethlisberger,PIT,QB,3,HOU,237,2,0,-3,0,0,0,0,0,0,0,0,19.2,19.18
35,Mike Davis,CAR,RB,3,LAC,0,0,0,46,0,8,45,1,0,0,0,0,19.1,19.1
36,Robert Woods,LAR,WR,3,BUF,0,0,0,30,0,5,74,1,0,0,0,0,18.9,18.9
37,Tyreek Hill,KC,WR,3,BAL,0,0,0,25,0,5,77,1,0,0,0,0,18.7,18.7
37,DeAndre Hopkins,ARI,WR,3,DET,0,0,0,0,0,10,137,0,0,0,0,0,18.7,18.7
39,Brandon Aiyuk,SF,WR,3,NYG,0,0,0,31,1,5,70,0,0,0,0,0,18.6,18.6
40,Matthew Stafford,DET,QB,3,ARI,270,2,0,-3,0,0,0,0,0,0,0,0,18.5,18.5
40,Darrell Henderson Jr.,LAR,RB,3,BUF,0,0,0,114,1,1,6,0,0,0,0,0,18.5,18.5
40,Tee Higgins,CIN,WR,3,PHI,0,0,0,0,0,5,40,2,0,0,0,0,18.5,18.5
43,Nick Foles,CHI,QB,3,ATL,188,3,1,-3,0,0,0,0,0,0,0,0,18.2,18.22
44,Andy Isabella,ARI,WR,3,DET,0,0,0,-6,0,4,47,2,0,0,0,0,18.1,18.1
45,Deshaun Watson,HOU,QB,3,PIT,264,2,1,5,0,0,0,0,0,0,0,0,18.1,18.06
46,Tampa Bay Buccaneers,TB,DST,3,DEN,0,0,0,0,0,0,0,0,6,2,1,0,18,18
47,Nick Mullens,SF,QB,3,NYG,343,1,0,0,0,0,0,0,0,0,0,0,17.7,17.72
48,Randall Cobb,HOU,WR,3,PIT,0,0,0,0,0,4,95,1,0,0,0,0,17.5,17.5
48,Tyler Boyd,CIN,WR,3,PHI,0,0,0,0,0,10,125,0,0,0,0,0,17.5,17.5
50,Hunter Renfrow,LV,WR,3,NE,0,0,0,0,0,6,84,1,0,0,0,0,17.4,17.4
51,Dontrelle Inman,WAS,WR,3,CLE,0,0,0,0,0,3,38,2,0,0,0,0,17.3,17.3
52,DK Metcalf,SEA,WR,3,DAL,0,0,0,0,0,4,110,1,0,0,0,0,17,17
53,Greg Ward,PHI,WR,3,CIN,0,0,0,-6,0,8,72,1,0,0,0,0,16.6,16.6
54,Tyler Kroft,BUF,TE,3,LAR,0,0,0,0,0,4,24,2,0,0,0,0,16.4,16.4
55,Mecole Hardman,KC,WR,3,BAL,0,0,0,0,0,4,81,1,0,0,0,0,16.1,16.1
56,Mason Crosby,GB,K,3,NO,0,0,0,0,0,0,0,0,0,0,0,0,16,16
57,Clyde Edwards-Helaire,KC,RB,3,BAL,0,0,0,64,0,5,70,0,0,0,0,0,15.9,15.9
58,Justin Herbert,LAC,QB,3,CAR,330,1,1,15,0,0,0,0,0,0,0,0,15.7,15.7
59,Aaron Jones,GB,RB,3,NO,0,0,0,69,1,2,17,0,0,0,0,0,15.6,15.6
60,Derek Carr,LV,QB,3,NE,261,2,0,10,0,0,0,0,0,0,0,0,15.4,15.44
61,Jerick McKinnon,SF,RB,3,NYG,0,0,0,38,1,3,39,0,0,0,0,0,15.2,15.2
62,Joey Slye,CAR,K,3,LAC,0,0,0,0,0,0,0,0,0,0,0,0,15,15
62,New England Patriots,NE,DST,3,LV,0,0,0,0,0,0,0,0,2,0,3,3,15,15
62,Sony Michel,NE,RB,3,LV,0,0,0,117,0,2,23,0,0,0,0,0,15,15
65,Chris Godwin,TB,WR,3,DEN,0,0,0,0,0,5,64,1,0,0,0,0,14.9,14.9
66,Ezekiel Elliott,DAL,RB,3,SEA,0,0,0,34,1,6,24,0,0,0,0,0,14.8,14.8
67,Todd Gurley II,ATL,RB,3,CHI,0,0,0,80,1,1,2,0,0,0,0,0,14.7,14.7
67,Kenny Golladay,DET,WR,3,ARI,0,0,0,0,0,6,57,1,0,0,0,0,14.7,14.7
69,Teddy Bridgewater,CAR,QB,3,LAC,235,1,0,12,0,0,0,0,0,0,0,0,14.6,14.6
70,Brian Hill,ATL,RB,3,CHI,0,0,0,58,1,1,22,0,0,0,0,0,14.5,14.5
71,Braxton Berrios,NYJ,WR,3,IND,0,0,0,0,0,4,64,1,0,0,0,0,14.4,14.4
72,Baker Mayfield,CLE,QB,3,WAS,156,2,0,1,0,0,0,0,0,0,0,0,14.3,14.34
73,JuJu Smith-Schuster,PIT,WR,3,HOU,0,0,0,0,0,4,43,1,0,0,0,0,14.3,14.3
74,Calvin Ridley,ATL,WR,3,CHI,0,0,0,7,0,5,110,0,0,0,0,0,14.2,14.2
75,Lamar Jackson,BAL,QB,3,KC,97,1,0,83,0,0,0,0,0,0,0,0,14.2,14.18
76,Devin Singletary,BUF,RB,3,LAR,0,0,0,71,0,4,50,0,0,0,0,0,14.1,14.1
77,Robbie Gould,SF,K,3,NYG,0,0,0,0,0,0,0,0,0,0,0,0,14,14
77,Matt Prater,DET,K,3,ARI,0,0,0,0,0,0,0,0,0,0,0,0,14,14
77,Cleveland Browns,CLE,DST,3,WAS,0,0,0,0,0,0,0,0,3,3,3,2,14,14
77,Jake Elliott,PHI,K,3,CIN,0,0,0,0,0,0,0,0,0,0,0,0,14,14
81,Eric Ebron,PIT,TE,3,HOU,0,0,0,0,0,5,52,1,0,0,0,0,13.7,13.7
82,Emmanuel Sanders,NO,WR,3,GB,0,0,0,0,0,4,56,1,0,0,0,0,13.6,13.6
83,Robert Tonyan,GB,TE,3,NO,0,0,0,0,0,5,50,1,0,0,0,0,13.5,13.5
84,Kareem Hunt,CLE,RB,3,WAS,0,0,0,46,0,2,18,1,0,0,0,0,13.4,13.4
84,William Fuller V,HOU,WR,3,PIT,0,0,0,0,0,4,54,1,0,0,0,0,13.4,13.4
86,Ryan Tannehill,TEN,QB,3,MIN,321,0,1,9,0,1,0,0,0,0,0,0,13.2,13.24
87,Mike Evans,TB,WR,3,DEN,0,0,0,0,0,2,2,2,0,0,0,0,13.2,13.2
88,Amari Cooper,DAL,WR,3,SEA,0,0,0,0,0,9,86,0,0,0,0,0,13.1,13.1
89,Wil Lutz,NO,K,3,GB,0,0,0,0,0,0,0,0,0,0,0,0,13,13
