Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Dalvin Cook,MIN,RB,9,DET,0,0,0,206,2,2,46,0,0,0,0,0,38.2,38.2
2,Kyler Murray,ARI,QB,9,MIA,283,3,0,106,1,0,0,0,0,0,0,0,37.9,37.92
3,Josh Allen,BUF,QB,9,SEA,415,3,0,14,1,0,0,0,0,0,0,0,36,36
4,Christian McCaffrey,CAR,RB,9,KC,0,0,0,69,1,10,82,1,0,0,0,0,32.1,32.1
5,Patrick Mahomes,KC,QB,9,CAR,372,4,0,6,0,0,0,0,0,0,0,0,31.5,31.48
6,Drew Lock,DEN,QB,9,ATL,313,2,1,47,1,0,0,0,0,0,0,0,30.2,30.22
7,Aaron Rodgers,GB,QB,9,SF,305,4,0,7,0,0,0,0,0,0,0,0,28.9,28.9
7,Richie James,SF,WR,9,GB,0,0,0,0,0,9,184,1,0,0,0,0,28.9,28.9
9,Tyreek Hill,KC,WR,9,CAR,0,0,0,8,0,9,113,2,0,0,0,0,28.6,28.6
10,Teddy Bridgewater,CAR,QB,9,KC,310,2,0,19,1,0,0,0,0,0,0,0,28.3,28.3
10,Davante Adams,GB,WR,9,SF,0,0,0,0,0,10,173,1,0,0,0,0,28.3,28.3
12,Ben Roethlisberger,PIT,QB,9,DAL,306,3,0,8,0,0,0,0,0,0,0,0,25,25.04
13,Breshad Perriman,NYJ,WR,9,NE,0,0,0,0,0,5,101,2,0,0,0,0,24.6,24.6
14,Cam Newton,NE,QB,9,NYJ,274,0,0,16,2,0,0,0,0,0,0,0,24.6,24.56
15,Deshaun Watson,HOU,QB,9,JAX,281,2,0,50,0,0,0,0,0,0,0,0,24.2,24.24
16,Russell Wilson,SEA,QB,9,BUF,390,2,2,5,1,0,0,0,0,0,0,0,24.1,24.1
16,DJ Chark Jr.,JAX,WR,9,HOU,0,0,0,0,0,7,146,1,0,0,0,0,24.1,24.1
18,Justin Herbert,LAC,QB,9,LV,326,2,0,24,0,0,0,0,0,0,0,0,23.4,23.44
19,Matt Ryan,ATL,QB,9,DEN,284,3,1,10,0,0,0,0,0,0,0,0,23.4,23.36
20,Jakobi Meyers,NE,WR,9,NYJ,0,0,0,0,0,12,169,0,0,0,0,0,22.9,22.9
21,Drew Brees,NO,QB,9,TB,222,4,0,-2,0,0,0,0,0,0,0,0,22.7,22.68
22,Jake Luton,JAX,QB,9,HOU,304,1,1,13,1,0,0,0,0,0,0,0,22.5,22.46
23,Curtis Samuel,CAR,WR,9,KC,0,0,0,13,0,9,105,1,0,0,0,0,22.3,22.3
24,Jerry Jeudy,DEN,WR,9,ATL,0,0,0,0,0,7,125,1,0,0,0,0,22,22
25,Nick Foles,CHI,QB,9,TEN,335,2,0,2,0,0,0,0,0,0,0,0,21.6,21.6
26,Joe Flacco,NYJ,QB,9,NE,262,3,1,0,0,0,0,0,0,0,0,0,21.5,21.48
27,Tua Tagovailoa,MIA,QB,9,ARI,248,2,0,35,0,0,0,0,0,0,0,0,21.4,21.42
28,Terry McLaurin,WAS,WR,9,NYG,0,0,0,0,0,7,115,1,0,0,0,0,21,21
29,Travis Kelce,KC,TE,9,CAR,0,0,0,0,0,10,159,0,0,0,0,0,20.9,20.9
30,Kirk Cousins,MIN,QB,9,DET,220,3,0,0,0,0,0,0,0,0,0,0,20.8,20.8
30,Christian Kirk,ARI,WR,9,MIA,0,0,0,0,0,5,123,1,0,0,0,0,20.8,20.8
30,Keenan Allen,LAC,WR,9,LV,0,0,0,0,0,9,103,1,0,0,0,0,20.8,20.8
33,DK Metcalf,SEA,WR,9,BUF,0,0,0,0,0,7,108,1,0,0,0,0,20.3,20.3
34,Lamar Jackson,BAL,QB,9,IND,170,0,0,58,1,0,0,0,0,0,0,0,18.6,18.6
35,William Fuller V,HOU,WR,9,JAX,0,0,0,0,0,5,100,1,0,0,0,0,18.5,18.5
36,Marquez Valdes-Scantling,GB,WR,9,SF,0,0,0,0,0,2,53,2,0,0,0,0,18.3,18.3
36,Olamide Zaccheaus,ATL,WR,9,DEN,0,0,0,0,0,4,103,1,0,0,0,0,18.3,18.3
36,JuJu Smith-Schuster,PIT,WR,9,DAL,0,0,0,0,0,6,93,1,0,0,0,0,18.3,18.3
39,A.J. Brown,TEN,WR,9,CHI,0,0,0,0,0,4,101,1,0,0,0,0,18.1,18.1
40,Stefon Diggs,BUF,WR,9,SEA,0,0,0,0,0,9,118,0,0,0,0,0,16.3,16.3
41,New Orleans Saints,NO,DST,9,TB,0,0,0,0,0,0,0,0,3,3,0,0,16,16
42,James Robinson,JAX,RB,9,HOU,0,0,0,99,1,0,0,0,0,0,0,0,15.9,15.9
43,Brandin Cooks,HOU,WR,9,JAX,0,0,0,0,0,3,83,1,0,0,0,0,15.8,15.8
44,Garrett Gilbert,DAL,QB,9,PIT,243,1,1,28,0,0,0,0,0,0,0,0,15.5,15.52
45,Kalen Ballage,LAC,RB,9,LV,0,0,0,69,1,2,15,0,0,0,0,0,15.4,15.4
46,David Moore,SEA,WR,9,BUF,0,0,0,0,0,4,71,1,0,0,0,0,15.1,15.1
47,Tyler Bass,BUF,K,9,SEA,0,0,0,0,0,0,0,0,0,0,0,0,15,15
47,Nick Folk,NE,K,9,NYJ,0,0,0,0,0,0,0,0,0,0,0,0,15,15
47,Gabriel Davis,BUF,WR,9,SEA,0,0,0,0,0,4,70,1,0,0,0,0,15,15
47,Greg Zuerlein,DAL,K,9,PIT,0,0,0,0,0,0,0,0,0,0,0,0,15,15
51,Ryan Tannehill,TEN,QB,9,CHI,158,2,0,3,0,0,0,0,0,0,0,0,14.6,14.62
52,Jimmy Graham,CHI,TE,9,TEN,0,0,0,0,0,6,55,1,0,0,0,0,14.5,14.5
53,Jerick McKinnon,SF,RB,9,GB,0,0,0,52,1,3,16,0,0,0,0,0,14.3,14.3
54,Wayne Gallman,NYG,RB,9,WAS,0,0,0,68,1,1,9,0,0,0,0,0,14.2,14.2
54,Rex Burkhead,NE,RB,9,NYJ,0,0,0,56,1,3,11,0,0,0,0,0,14.2,14.2
56,Jason Sanders,MIA,K,9,ARI,0,0,0,0,0,0,0,0,0,0,0,0,14,14
56,Derek Carr,LV,QB,9,LAC,165,2,0,14,0,0,0,0,0,0,0,0,14,14
56,Baltimore Ravens,BAL,DST,9,IND,0,0,0,0,0,0,0,0,0,1,2,1,14,14
56,Tennessee Titans,TEN,DST,9,CHI,0,0,0,0,0,0,0,0,3,0,2,2,14,14
56,Irv Smith Jr.,MIN,TE,9,DET,0,0,0,0,0,2,10,2,0,0,0,0,14,14
56,Preston Williams,MIA,WR,9,ARI,0,0,0,0,0,4,60,1,0,0,0,0,14,14
56,Alex Smith,WAS,QB,9,NYG,325,1,3,0,0,0,0,0,0,0,0,0,14,14
63,Julio Jones,ATL,WR,9,DEN,0,0,0,0,0,5,54,1,0,0,0,0,13.9,13.9
63,John Brown,BUF,WR,9,SEA,0,0,0,0,0,8,99,0,0,0,0,0,13.9,13.9
65,Alvin Kamara,NO,RB,9,TB,0,0,0,40,1,5,9,0,0,0,0,0,13.4,13.4
66,Josh Jacobs,LV,RB,9,LAC,0,0,0,65,1,1,3,0,0,0,0,0,13.3,13.3
66,Duke Johnson,HOU,RB,9,JAX,0,0,0,41,1,4,32,0,0,0,0,0,13.3,13.3
66,Evan Engram,NYG,TE,9,WAS,0,0,0,0,0,5,48,1,0,0,0,0,13.3,13.3
69,CeeDee Lamb,DAL,WR,9,PIT,0,0,0,0,0,4,71,1,0,0,0,0,13.1,13.1
70,Indianapolis Colts,IND,DST,9,BAL,0,0,0,0,0,0,0,0,2,0,2,2,13,13
