Rank,Name,Team,Position,Week,Opponent,PassingYards,PassingTouchdowns,PassingInterceptions,RushingYards,RushingTouchdowns,Receptions,ReceivingYards,ReceivingTouchdowns,Sacks,Interceptions,FumblesForced,FumblesRecovered,FantasyPointsPerGameFanDuel,FantasyPointsFanDuel
1,Darren Waller,LV,TE,13,NYJ,0,0,0,0,0,13,200,2,0,0,0,0,38.5,38.5
2,Derek Carr,LV,QB,13,NYJ,381,3,1,5,1,0,0,0,0,0,0,0,32.7,32.74
3,New England Patriots,NE,DST,13,LAC,0,0,0,0,0,0,0,0,3,2,0,0,31,31
4,Josh Allen,BUF,QB,13,SF,375,4,0,11,0,0,0,0,0,0,0,0,30.1,30.1
5,Corey Davis,TEN,WR,13,CLE,0,0,0,0,0,11,182,1,0,0,0,0,29.7,29.7
6,Davante Adams,GB,WR,13,PHI,0,0,0,0,0,10,121,2,0,0,0,0,29.1,29.1
7,Baker Mayfield,CLE,QB,13,TEN,334,4,0,5,0,1,6,0,0,0,0,0,29,28.96
8,Ryan Tannehill,TEN,QB,13,CLE,389,3,1,0,0,0,0,0,0,0,0,0,28.6,28.56
9,Matthew Stafford,DET,QB,13,CHI,402,3,1,0,0,0,0,0,0,0,0,0,27.1,27.08
10,Lamar Jackson,BAL,QB,13,DAL,107,2,1,94,1,0,0,0,0,0,0,0,26.7,26.68
11,David Montgomery,CHI,RB,13,DET,0,0,0,72,2,4,39,0,0,0,0,0,25.1,25.1
12,Jared Goff,LAR,QB,13,ARI,351,1,0,1,1,0,0,0,0,0,0,0,24.1,24.14
13,Travis Kelce,KC,TE,13,DEN,0,0,0,0,0,8,136,1,0,0,0,0,23.6,23.6
14,Taysom Hill,NO,QB,13,ATL,232,2,0,83,0,0,0,0,0,0,0,0,23.6,23.58
15,Cam Newton,NE,QB,13,LAC,69,1,0,48,2,0,0,0,0,0,0,0,23.6,23.56
16,Aaron Rodgers,GB,QB,13,PHI,295,3,0,-3,0,0,0,0,0,0,0,0,23.5,23.5
16,Cole Beasley,BUF,WR,13,SF,0,0,0,0,0,9,130,1,0,0,0,0,23.5,23.5
18,Justin Jefferson,MIN,WR,13,JAX,0,0,0,2,0,9,121,1,0,0,0,0,22.8,22.8
19,Nick Mullens,SF,QB,13,BUF,316,3,2,0,0,0,0,0,0,0,0,0,22.6,22.64
20,Kirk Cousins,MIN,QB,13,JAX,305,3,1,12,0,0,0,0,0,0,0,0,22.4,22.4
21,Aaron Jones,GB,RB,13,PHI,0,0,0,130,1,3,18,0,0,0,0,0,22.3,22.3
22,Marvin Jones Jr.,DET,WR,13,CHI,0,0,0,0,0,8,116,1,0,0,0,0,21.6,21.6
23,Sam Darnold,NYJ,QB,13,LV,186,2,1,26,1,0,0,0,0,0,0,0,21,21.04
24,Jonathan Taylor,IND,RB,13,HOU,0,0,0,91,0,3,44,1,0,0,0,0,21,21
24,T.Y. Hilton,IND,WR,13,HOU,0,0,0,0,0,8,110,1,0,0,0,0,21,21
