,Name,Position,Opponent,Week,Team,OPRNK,Projected,Salary,Percentage,FPPG,Date,Line Close,Total Score Close,Team Proj,Home / Away
277,Darren Waller,TE,PIT,2,LV,10.0,13.4,7000,16.5,21.5,2021,5.5,48.5,18.75,Away
278,Derek Carr,QB,PIT,2,LV,10.0,16.97,6500,1.0,25.0,2021,5.5,48.5,18.75,Away
279,Josh Jacobs,RB,PIT,2,LV,8.0,0.0,6500,0.1,16.5,2021,5.5,48.5,18.75,Away
280,Marcus Mariota,QB,PIT,2,LV,10.0,0.0,6200,,3.1,2021,5.5,48.5,18.75,Away
281,Kenyan Drake,RB,PIT,2,LV,8.0,10.86,5500,2.0,9.5,2021,5.5,48.5,18.75,Away
282,Henry Ruggs III,WR,PIT,2,LV,18.0,7.13,5500,1.0,5.6,2021,5.5,48.5,18.75,Away
283,Hunter Renfrow,WR,PIT,2,LV,18.0,6.87,5000,1.5,10.0,2021,5.5,48.5,18.75,Away
284,Bryan Edwards,WR,PIT,2,LV,18.0,7.43,4900,2.4,10.1,2021,5.5,48.5,18.75,Away
285,Willie Snead IV,WR,PIT,2,LV,18.0,1.22,4800,0.0,0.0,2021,5.5,48.5,18.75,Away
286,Zay Jones,WR,PIT,2,LV,18.0,2.45,4500,0.0,11.6,2021,5.5,48.5,18.75,Away
287,Alec Ingold,RB,PIT,2,LV,8.0,0.98,4500,,4.2,2021,5.5,48.5,18.75,Away
288,Foster Moreau,TE,PIT,2,LV,10.0,1.48,4300,0.0,0.0,2021,5.5,48.5,18.75,Away
289,Derek Carrier,TE,PIT,2,LV,10.0,0.51,4000,0.0,0.0,2021,5.5,48.5,18.75,Away
290,Las Vegas Raiders,DST,PIT,2,LV,,5.7,3400,0.0,7.0,2021,5.5,48.5,18.75,Away
291,Trevor Lawrence,QB,DEN,2,JAX,19.0,17.55,6900,1.2,22.1,2021,5.5,44.5,16.75,Home
292,Marvin Jones Jr.,WR,DEN,2,JAX,23.0,10.48,6100,0.5,16.2,2021,5.5,44.5,16.75,Home
293,DJ Chark Jr.,WR,DEN,2,JAX,23.0,10.27,6000,2.3,16.1,2021,5.5,44.5,16.75,Home
294,Laviska Shenault Jr.,WR,DEN,2,JAX,23.0,9.5,5600,2.9,9.4,2021,5.5,44.5,16.75,Home
295,James Robinson,RB,DEN,2,JAX,1.0,10.6,5500,2.2,6.9,2021,5.5,44.5,16.75,Home
296,Carlos Hyde,RB,DEN,2,JAX,1.0,6.17,5400,0.5,6.8,2021,5.5,44.5,16.75,Home
297,Tyron Johnson,WR,DEN,2,JAX,23.0,2.53,4600,0.0,1.1,2021,5.5,44.5,16.75,Home
298,Chris Manhertz,TE,DEN,2,JAX,2.0,1.26,4500,0.0,8.7,2021,5.5,44.5,16.75,Home
299,Dare Ogunbowale,RB,DEN,2,JAX,1.0,0.98,4500,0.0,0.0,2021,5.5,44.5,16.75,Home
300,Jamal Agnew,WR,DEN,2,JAX,23.0,0.73,4500,0.0,0.0,2021,5.5,44.5,16.75,Home
301,Devin Smith,WR,DEN,2,JAX,23.0,0.05,4500,0.0,0.0,2021,5.5,44.5,16.75,Home
302,James O'Shaughnessy,TE,DEN,2,JAX,2.0,5.56,4400,0.0,7.8,2021,5.5,44.5,16.75,Home
303,Luke Farrell,TE,DEN,2,JAX,2.0,0.86,4000,0.0,0.0,2021,5.5,44.5,16.75,Home
304,Jacksonville Jaguars,DST,DEN,2,JAX,,5.9,3300,0.0,-3.0,2021,5.5,44.5,16.75,Home
305,Deebo Samuel,WR,PHI,2,SF,1.0,12.82,6900,8.9,27.4,2021,-3.5,48.5,27.75,Away
306,George Kittle,TE,PHI,2,SF,16.0,12.67,6700,15.6,9.8,2021,-3.5,48.5,27.75,Away
307,Jimmy Garoppolo,QB,PHI,2,SF,2.0,16.62,6600,1.0,14.8,2021,-3.5,48.5,27.75,Away
308,Trey Lance,QB,PHI,2,SF,2.0,2.5,6400,,4.4,2021,-3.5,48.5,27.75,Away
309,Brandon Aiyuk,WR,PHI,2,SF,1.0,8.23,5900,2.9,0.0,2021,-3.5,48.5,27.75,Away
310,Elijah Mitchell,RB,PHI,2,SF,18.0,11.85,5800,0.0,16.4,2021,-3.5,48.5,27.75,Away
311,JaMycal Hasty,RB,PHI,2,SF,18.0,4.36,4900,0.0,8.3,2021,-3.5,48.5,27.75,Away
312,San Francisco 49ers,DST,PHI,2,SF,,8.0,4800,0.0,10.0,2021,-3.5,48.5,27.75,Away
313,Trent Sherfield,WR,PHI,2,SF,1.0,5.2,4700,0.0,9.3,2021,-3.5,48.5,27.75,Away
314,Mohamed Sanu Sr.,WR,PHI,2,SF,1.0,2.96,4700,0.0,1.2,2021,-3.5,48.5,27.75,Away
315,Kyle Juszczyk,RB,PHI,2,SF,18.0,2.72,4500,0.0,1.2,2021,-3.5,48.5,27.75,Away
316,Jauan Jennings,WR,PHI,2,SF,1.0,0.53,4500,0.0,0.0,2021,-3.5,48.5,27.75,Away
317,Ross Dwelley,TE,PHI,2,SF,16.0,1.8,4100,0.0,0.0,2021,-3.5,48.5,27.75,Away
318,Charlie Woerner,TE,PHI,2,SF,16.0,0.51,4100,0.0,0.0,2021,-3.5,48.5,27.75,Away
319,Mac Jones,QB,NYJ,2,NE,15.0,17.08,6800,1.1,15.2,2021,-5.5,43.5,27.25,Away
320,Damien Harris,RB,NYJ,2,NE,20.0,12.53,6200,10.2,10.7,2021,-5.5,43.5,27.25,Away
321,Nelson Agholor,WR,NYJ,2,NE,14.0,10.07,5800,0.0,15.7,2021,-5.5,43.5,27.25,Away
322,Jakobi Meyers,WR,NYJ,2,NE,14.0,10.41,5500,7.3,7.4,2021,-5.5,43.5,27.25,Away
323,Jonnu Smith,TE,NYJ,2,NE,7.0,7.89,5300,2.7,7.3,2021,-5.5,43.5,27.25,Away
324,Hunter Henry,TE,NYJ,2,NE,7.0,7.26,5100,1.0,4.6,2021,-5.5,43.5,27.25,Away
325,New England Patriots,DST,NYJ,2,NE,,8.9,5000,0.0,5.0,2021,-5.5,43.5,27.25,Away
326,James White,RB,NYJ,2,NE,20.0,8.35,4800,2.0,9.1,2021,-5.5,43.5,27.25,Away
327,Rhamondre Stevenson,RB,NYJ,2,NE,20.0,2.45,4800,0.0,-0.4,2021,-5.5,43.5,27.25,Away
328,Kendrick Bourne,WR,NYJ,2,NE,14.0,4.08,4700,0.0,2.2,2021,-5.5,43.5,27.25,Away
329,Gunner Olszewski,WR,NYJ,2,NE,14.0,1.92,4500,0.0,0.0,2021,-5.5,43.5,27.25,Away
330,Brandon Bolden,RB,NYJ,2,NE,20.0,1.38,4500,0.0,0.5,2021,-5.5,43.5,27.25,Away
331,Jakob Johnson,RB,NYJ,2,NE,20.0,0.32,4500,,0.0,2021,-5.5,43.5,27.25,Away
332,Matthew Slater,WR,NYJ,2,NE,14.0,0.09,4500,0.0,0.0,2021,-5.5,43.5,27.25,Away
333,Tyrod Taylor,QB,CLE,2,HOU,31.0,15.93,6800,1.0,23.6,2021,11.5,48.5,12.75,Away
334,Brandin Cooks,WR,CLE,2,HOU,20.0,11.55,6600,1.4,15.7,2021,11.5,48.5,12.75,Away
335,Mark Ingram II,RB,CLE,2,HOU,6.0,7.19,5600,3.1,14.5,2021,11.5,48.5,12.75,Away
336,David Johnson,RB,CLE,2,HOU,6.0,5.04,5300,1.0,10.3,2021,11.5,48.5,12.75,Away
337,Chris Conley,WR,CLE,2,HOU,20.0,3.77,4900,0.0,3.7,2021,11.5,48.5,12.75,Away
338,Phillip Lindsay,RB,CLE,2,HOU,6.0,3.76,4900,0.0,8.5,2021,11.5,48.5,12.75,Away
339,Nico Collins,WR,CLE,2,HOU,20.0,5.75,4800,0.0,1.2,2021,11.5,48.5,12.75,Away
340,Jordan Akins,TE,CLE,2,HOU,31.0,4.53,4800,0.0,0.0,2021,11.5,48.5,12.75,Away
341,Danny Amendola,WR,CLE,2,HOU,20.0,4.6,4700,0.0,11.9,2021,11.5,48.5,12.75,Away
342,Pharaoh Brown,TE,CLE,2,HOU,31.0,4.59,4600,0.0,8.7,2021,11.5,48.5,12.75,Away
343,Rex Burkhead,RB,CLE,2,HOU,6.0,1.64,4500,0.0,1.1,2021,11.5,48.5,12.75,Away
344,Andre Roberts,WR,CLE,2,HOU,20.0,0.54,4500,0.0,0.0,2021,11.5,48.5,12.75,Away
345,Antony Auclair,TE,CLE,2,HOU,31.0,0.08,4000,0.0,0.0,2021,11.5,48.5,12.75,Away
346,Houston Texans,DST,CLE,2,HOU,,4.2,3100,0.0,7.0,2021,11.5,48.5,12.75,Away
347,Tua Tagovailoa,QB,BUF,2,MIA,4.0,16.98,6600,1.0,17.2,2021,3.5,47.5,20.25,Home
348,Jacoby Brissett,QB,BUF,2,MIA,4.0,0.4,6300,,0.4,2021,3.5,47.5,20.25,Home
349,DeVante Parker,WR,BUF,2,MIA,10.0,10.25,5800,1.4,10.1,2021,3.5,47.5,20.25,Home
350,Myles Gaskin,RB,BUF,2,MIA,2.0,12.59,5700,2.0,10.1,2021,3.5,47.5,20.25,Home
351,Jaylen Waddle,WR,BUF,2,MIA,10.0,9.47,5500,4.9,14.1,2021,3.5,47.5,20.25,Home
352,Mike Gesicki,TE,BUF,2,MIA,10.0,6.22,5300,1.0,0.0,2021,3.5,47.5,20.25,Home
353,Salvon Ahmed,RB,BUF,2,MIA,2.0,4.2,4800,0.0,3.8,2021,3.5,47.5,20.25,Home
354,Malcolm Brown,RB,BUF,2,MIA,2.0,3.97,4700,0.0,1.6,2021,3.5,47.5,20.25,Home
355,Albert Wilson,WR,BUF,2,MIA,10.0,3.72,4500,0.0,0.0,2021,3.5,47.5,20.25,Home
356,Jakeem Grant Sr.,WR,BUF,2,MIA,10.0,1.27,4500,0.0,0.0,2021,3.5,47.5,20.25,Home
357,Mack Hollins,WR,BUF,2,MIA,10.0,0.5,4500,0.0,0.0,2021,3.5,47.5,20.25,Home
358,Durham Smythe,TE,BUF,2,MIA,10.0,2.51,4400,0.0,1.4,2021,3.5,47.5,20.25,Home
359,Miami Dolphins,DST,BUF,2,MIA,,7.0,4000,0.0,6.0,2021,3.5,47.5,20.25,Home
360,Hunter Long,TE,BUF,2,MIA,10.0,0.84,4000,0.0,0.0,2021,3.5,47.5,20.25,Home
361,Cethan Carter,TE,BUF,2,MIA,10.0,0.37,4000,0.0,0.0,2021,3.5,47.5,20.25,Home
362,Zach Wilson,QB,NE,2,NYJ,9.0,16.04,6500,1.1,19.3,2021,5.5,43.5,16.25,Home
363,Corey Davis,WR,NE,2,NYJ,6.0,11.36,6400,2.4,24.2,2021,5.5,43.5,16.25,Home
364,Ryan Griffin,TE,NE,2,NYJ,3.0,2.6,4000,,3.7,2021,5.5,43.5,16.25,Home
365,Elijah Moore,WR,NE,2,NYJ,6.0,7.27,5000,0.0,0.2,2021,5.5,43.5,16.25,Home
366,Tevin Coleman,RB,NE,2,NYJ,14.0,5.48,5000,0.0,2.4,2021,5.5,43.5,16.25,Home
367,Michael Carter,RB,NE,2,NYJ,14.0,4.09,4900,0.0,2.5,2021,5.5,43.5,16.25,Home
368,Denzel Mims,WR,NE,2,NYJ,6.0,2.45,4800,0.0,4.5,2021,5.5,43.5,16.25,Home
369,Tyler Kroft,TE,NE,2,NYJ,3.0,4.9,4700,0.0,4.1,2021,5.5,43.5,16.25,Home
370,Ty Johnson,RB,NE,2,NYJ,14.0,4.58,4700,0.0,3.1,2021,5.5,43.5,16.25,Home
371,Braxton Berrios,WR,NE,2,NYJ,6.0,3.44,4700,0.0,7.6,2021,5.5,43.5,16.25,Home
372,Jeff Smith,WR,NE,2,NYJ,6.0,0.44,4500,0.0,0.0,2021,5.5,43.5,16.25,Home
373,Justin Hardee,DB,NE,2,NYJ,,0.0,4500,,0.0,2021,5.5,43.5,16.25,Home
374,Trevon Wesco,TE,NE,2,NYJ,3.0,0.48,4100,0.0,0.0,2021,5.5,43.5,16.25,Home
375,Daniel Brown,TE,NE,2,NYJ,3.0,0.14,4000,0.0,0.0,2021,5.5,43.5,16.25,Home
376,New York Jets,DST,NE,2,NYJ,,6.8,3400,0.0,4.0,2021,5.5,43.5,16.25,Home
