Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
31,Ryan Tannehill,TEN,QB,2,SEA,12,13,19.21,2.63,null,FanDuel,7300
31,Justin Jefferson,MIN,WR,2,ARI,3,8,14.44,1.98,null,FanDuel,7300
31,David Montgomery,CHI,RB,2,CIN,20,19,14.39,1.97,null,FanDuel,7300
34,Ben Roethlisberger,PIT,QB,2,LV,14,11,18.66,2.59,null,FanDuel,7200
34,Tyler Lockett,SEA,WR,2,TEN,31,32,13.96,1.94,null,FanDuel,7200
34,Jonathan Taylor,IND,RB,2,LAR,5,23,13.73,1.91,null,FanDuel,7200
34,Allen Robinson II,CHI,WR,2,CIN,20,29,13.17,1.83,null,FanDuel,7200
34,Saquon Barkley,NYG,RB,2,WAS,14,15,11.84,1.64,null,FanDuel,7200
39,Baker Mayfield,CLE,QB,2,HOU,15,16,19.45,2.74,null,FanDuel,7100
39,Joe Burrow,CIN,QB,2,CHI,27,23,18.71,2.64,null,FanDuel,7100
39,A.J. Brown,TEN,WR,2,SEA,12,15,14.6,2.06,null,FanDuel,7100
42,Teddy Bridgewater,DEN,QB,2,JAX,29,22,18.68,2.67,null,FanDuel,7000
42,Aaron Jones,GB,RB,2,DET,28,30,16.74,2.39,null,FanDuel,7000
42,Austin Ekeler,LAC,RB,2,DAL,23,4,16.31,2.33,null,FanDuel,7000
42,DK Metcalf,SEA,WR,2,TEN,31,32,14.94,2.13,null,FanDuel,7000
42,Darren Waller,LV,TE,2,PIT,10,10,13.42,1.92,null,FanDuel,7000
47,Trevor Lawrence,JAX,QB,2,DEN,8,19,17.56,2.54,null,FanDuel,6900
47,Daniel Jones,NYG,QB,2,WAS,14,7,15.86,2.3,null,FanDuel,6900
47,Deebo Samuel,SF,WR,2,PHI,2,1,12.82,1.86,null,FanDuel,6900
50,Mac Jones,NE,QB,2,NYJ,13,15,17.08,2.51,null,FanDuel,6800
50,Jared Goff,DET,QB,2,GB,27,32,16.05,2.36,null,FanDuel,6800
50,Tyrod Taylor,HOU,QB,2,CLE,26,31,15.94,2.34,null,FanDuel,6800
50,CeeDee Lamb,DAL,WR,2,LAC,4,2,13.89,2.04,null,FanDuel,6800
50,Jarvis Landry,CLE,WR,2,HOU,15,26,11.87,1.75,null,FanDuel,6800
55,Carson Wentz,IND,QB,2,LAR,5,5,16.69,2.49,null,FanDuel,6700
55,Taylor Heinicke,WAS,QB,2,NYG,18,19,16.65,2.49,null,FanDuel,6700
55,Matt Ryan,ATL,QB,2,TB,28,27,16.6,2.48,null,FanDuel,6700
55,Chris Carson,SEA,RB,2,TEN,31,17,15.75,2.35,null,FanDuel,6700
55,D'Andre Swift,DET,RB,2,GB,27,22,14.01,2.09,null,FanDuel,6700
55,Mike Evans,TB,WR,2,ATL,24,17,12.8,1.91,null,FanDuel,6700
55,George Kittle,SF,TE,2,PHI,2,16,12.66,1.89,null,FanDuel,6700
55,DJ Moore,CAR,WR,2,NO,1,4,12.15,1.81,null,FanDuel,6700
55,Ryan Fitzpatrick,WAS,QB,2,NYG,18,19,0,0,null,FanDuel,6700
64,Sam Darnold,CAR,QB,2,NO,1,1,17.07,2.59,null,FanDuel,6600
64,Tua Tagovailoa,MIA,QB,2,BUF,7,4,16.97,2.57,null,FanDuel,6600
64,Jimmy Garoppolo,SF,QB,2,PHI,2,2,16.61,2.52,null,FanDuel,6600
64,Antonio Gibson,WAS,RB,2,NYG,18,24,15.15,2.3,null,FanDuel,6600
64,Diontae Johnson,PIT,WR,2,LV,14,12,12.42,1.88,null,FanDuel,6600
64,Brandin Cooks,HOU,WR,2,CLE,26,20,11.67,1.77,null,FanDuel,6600
70,Derek Carr,LV,QB,2,PIT,10,10,16.96,2.61,null,FanDuel,6500
70,Andy Dalton,CHI,QB,2,CIN,20,21,16.35,2.52,null,FanDuel,6500
70,Zach Wilson,NYJ,QB,2,NE,6,9,16.04,2.47,null,FanDuel,6500
70,Terry McLaurin,WAS,WR,2,NYG,18,10,13.17,2.03,null,FanDuel,6500
70,Robert Woods,LAR,WR,2,IND,21,28,12.8,1.97,null,FanDuel,6500
70,Josh Jacobs,LV,RB,2,PIT,10,8,0,0,null,FanDuel,6500
70,Deshaun Watson,HOU,QB,2,CLE,26,31,0,0,null,FanDuel,6500
77,Darrell Henderson Jr.,LAR,RB,2,IND,21,12,12.77,2,null,FanDuel,6400
77,Antonio Brown,TB,WR,2,ATL,24,17,12.36,1.93,null,FanDuel,6400
77,Corey Davis,NYJ,WR,2,NE,6,6,11.44,1.79,null,FanDuel,6400
77,T.J. Hockenson,DET,TE,2,GB,27,30,10.9,1.7,null,FanDuel,6400
77,Trey Lance,SF,QB,2,PHI,2,2,2.51,0.39,null,FanDuel,6400
77,Justin Fields,CHI,QB,2,CIN,20,21,2.47,0.39,null,FanDuel,6400
77,Taysom Hill,NO,QB,2,CAR,9,12,2.41,0.38,null,FanDuel,6400
84,Miles Sanders,PHI,RB,2,SF,30,31,12.57,2,null,FanDuel,6300
84,Julio Jones,TEN,WR,2,SEA,12,15,12.11,1.92,null,FanDuel,6300
84,Robby Anderson,CAR,WR,2,NO,1,4,9.91,1.57,null,FanDuel,6300
84,Drew Lock,DEN,QB,2,JAX,29,22,0.97,0.15,null,FanDuel,6300
84,Mitchell Trubisky,BUF,QB,2,MIA,11,8,0.44,0.07,null,FanDuel,6300
84,Jacoby Brissett,MIA,QB,2,BUF,7,4,0.42,0.07,null,FanDuel,6300
84,Joe Flacco,PHI,QB,2,SF,30,29,0.22,0.03,null,FanDuel,6300
91,Cooper Kupp,LAR,WR,2,IND,21,28,13.55,2.19,null,FanDuel,6200
91,Damien Harris,NE,RB,2,NYJ,13,20,12.7,2.05,null,FanDuel,6200
91,Courtland Sutton,DEN,WR,2,JAX,29,16,11.27,1.82,null,FanDuel,6200
91,Mark Andrews,BAL,TE,2,KC,17,24,10.87,1.75,null,FanDuel,6200
91,Marquise Brown,BAL,WR,2,KC,17,11,9.97,1.61,null,FanDuel,6200
91,Brandon Allen,CIN,QB,2,CHI,27,23,0.91,0.15,null,FanDuel,6200
91,Jordan Love,GB,QB,2,DET,28,16,0.33,0.05,null,FanDuel,6200
91,Case Keenum,CLE,QB,2,HOU,15,16,0.29,0.05,null,FanDuel,6200
91,Jacob Eason,IND,QB,2,LAR,5,5,0.24,0.04,null,FanDuel,6200
91,AJ McCarron,ATL,QB,2,TB,28,27,0,0,null,FanDuel,6200
91,Gardner Minshew,PHI,QB,2,SF,30,29,0,0,null,FanDuel,6200
91,Marcus Mariota,LV,QB,2,PIT,10,10,0,0,null,FanDuel,6200
103,Najee Harris,PIT,RB,2,LV,14,28,14.47,2.37,null,FanDuel,6100
103,Marvin Jones Jr.,JAX,WR,2,DEN,8,23,10.48,1.72,null,FanDuel,6100
103,Sterling Shepard,NYG,WR,2,WAS,14,25,10.44,1.71,null,FanDuel,6100
103,Tyler Huntley,BAL,QB,2,KC,17,6,0.65,0.11,null,FanDuel,6100
103,Chase Daniel,LAC,QB,2,DAL,23,26,0.37,0.06,null,FanDuel,6100
103,Mason Rudolph,PIT,QB,2,LV,14,11,0.3,0.05,null,FanDuel,6100
103,John Wolford,LAR,QB,2,IND,21,24,0.3,0.05,null,FanDuel,6100
103,P.J. Walker,CAR,QB,2,NO,1,1,0.28,0.05,null,FanDuel,6100
103,Geno Smith,SEA,QB,2,TEN,31,32,0.28,0.05,null,FanDuel,6100
103,Mike Glennon,NYG,QB,2,WAS,14,7,0.04,0.01,null,FanDuel,6100
103,Chris Streveler,ARI,QB,2,MIN,18,14,0,0,null,FanDuel,6100
114,Tee Higgins,CIN,WR,2,CHI,27,30,12.18,2.03,null,FanDuel,6000
114,Chase Edmonds,ARI,RB,2,MIN,18,26,11.36,1.89,null,FanDuel,6000
114,JuJu Smith-Schuster,PIT,WR,2,LV,14,12,11,1.83,null,FanDuel,6000
114,DJ Chark Jr.,JAX,WR,2,DEN,8,23,9.67,1.61,null,FanDuel,6000
114,Kyle Allen,WAS,QB,2,NYG,18,19,1.46,0.24,null,FanDuel,6000
114,David Blough,DET,QB,2,GB,27,32,0.83,0.14,null,FanDuel,6000
114,Colt McCoy,ARI,QB,2,MIN,18,14,0.4,0.07,null,FanDuel,6000
114,Chad Henne,KC,QB,2,BAL,32,25,0.38,0.06,null,FanDuel,6000
114,Josh Rosen,ATL,QB,2,TB,28,27,0.31,0.05,null,FanDuel,6000
114,Blaine Gabbert,TB,QB,2,ATL,24,28,0.31,0.05,null,FanDuel,6000
114,Cooper Rush,DAL,QB,2,LAC,4,3,0.28,0.05,null,FanDuel,6000
114,Nathan Peterman,LV,QB,2,PIT,10,10,0.26,0.04,null,FanDuel,6000
114,Logan Woodside,TEN,QB,2,SEA,12,13,0.23,0.04,null,FanDuel,6000
114,C.J. Beathard,JAX,QB,2,DEN,8,19,0.22,0.04,null,FanDuel,6000
114,Trevor Siemian,NO,QB,2,CAR,9,12,0.22,0.04,null,FanDuel,6000
114,Davis Mills,HOU,QB,2,CLE,26,31,0.21,0.04,null,FanDuel,6000
114,Brian Hoyer,NE,QB,2,NYJ,13,15,0.21,0.04,null,FanDuel,6000
114,Sean Mannion,MIN,QB,2,ARI,3,7,0.09,0.02,null,FanDuel,6000
114,Kendall Hinton,DEN,WR,2,JAX,29,16,0.02,0,null,FanDuel,6000
114,Kurt Benkert,GB,QB,2,DET,28,16,0,0,null,FanDuel,6000
114,Kyle Shurmur,WAS,QB,2,NYG,18,19,0,0,null,FanDuel,6000
114,Darius Bradwell,LAC,RB,2,DAL,23,4,0,0,null,FanDuel,6000
114,Shane Buechele,KC,QB,2,BAL,32,25,0,0,null,FanDuel,6000
114,Josh Thomas,BUF,DB,2,MIA,11,null,0,0,null,FanDuel,6000
114,Sam Ehlinger,IND,QB,2,LAR,5,5,0,0,null,FanDuel,6000
114,Kellen Mond,MIN,QB,2,ARI,3,7,0,0,null,FanDuel,6000
114,Nick Mullens,CLE,QB,2,HOU,15,16,0,0,null,FanDuel,6000
114,Steven Montez,DET,QB,2,GB,27,32,0,0,null,FanDuel,6000
114,Odell Beckham Jr.,CLE,WR,2,HOU,15,26,0,0,null,FanDuel,6000
114,Davis Webb,BUF,QB,2,MIA,11,8,0,0,null,FanDuel,6000
114,Matt Barkley,TEN,QB,2,SEA,12,13,0,0,null,FanDuel,6000
114,Ryan Griffin,TB,QB,2,ATL,24,28,0,0,null,FanDuel,6000
114,Trace McSorley,BAL,QB,2,KC,17,6,0,0,null,FanDuel,6000
114,Travis Jonsen,TB,WR,2,ATL,24,17,0,0,null,FanDuel,6000
114,Will Grier,DAL,QB,2,LAC,4,3,0,0,null,FanDuel,6000
114,Brian Lewerke,NYG,QB,2,WAS,14,7,0,0,null,FanDuel,6000
114,Kyle Lauletta,JAX,QB,2,DEN,8,19,0,0,null,FanDuel,6000
114,Nate Sudfeld,SF,QB,2,PHI,2,2,0,0,null,FanDuel,6000
114,Brett Hundley,IND,QB,2,LAR,5,5,0,0,null,FanDuel,6000
114,Reid Sinnett,MIA,QB,2,BUF,7,4,0,0,null,FanDuel,6000
114,Bryce Perkins,LAR,QB,2,IND,21,24,0,0,null,FanDuel,6000
114,Easton Stick,LAC,QB,2,DAL,23,26,0,0,null,FanDuel,6000
114,Garrett Gilbert,NE,QB,2,NYJ,13,15,0,0,null,FanDuel,6000
114,Ian Book,NO,QB,2,CAR,9,12,0,0,null,FanDuel,6000
114,Jake Browning,CIN,QB,2,CHI,27,23,0,0,null,FanDuel,6000
114,Joshua Dobbs,PIT,QB,2,LV,14,11,0,0,null,FanDuel,6000
114,Dwayne Haskins,PIT,QB,2,LV,14,11,0,0,null,FanDuel,6000
114,Jake Fromm,BUF,QB,2,MIA,11,8,0,0,null,FanDuel,6000
114,Nick Foles,CHI,QB,2,CIN,20,21,0,0,null,FanDuel,6000
114,Jarrett Stidham,NE,QB,2,NYJ,13,15,0,0,null,FanDuel,6000
114,Tim Boyle,DET,QB,2,GB,27,32,0,0,null,FanDuel,6000
114,Jeff Driskel,HOU,QB,2,CLE,26,31,0,0,null,FanDuel,6000
114,Feleipe Franks,ATL,QB,2,TB,28,27,0,0,null,FanDuel,6000
114,Kyle Trask,TB,QB,2,ATL,24,28,0,0,null,FanDuel,6000
114,Jake Luton,SEA,QB,2,TEN,31,32,0,0,null,FanDuel,6000
114,Brett Rypien,DEN,QB,2,JAX,29,22,0,0,null,FanDuel,6000
114,James Morgan,CAR,QB,2,NO,1,1,0,0,null,FanDuel,6000
114,Michael Thomas,NO,WR,2,CAR,9,22,0,0,null,FanDuel,6000
114,Ben DiNucci,DAL,QB,2,LAC,4,3,0,0,null,FanDuel,6000
173,Clyde Edwards-Helaire,KC,RB,2,BAL,32,27,12.72,2.16,null,FanDuel,5900
173,Melvin Gordon III,DEN,RB,2,JAX,29,30,12.55,2.13,null,FanDuel,5900
173,Chase Claypool,PIT,WR,2,LV,14,12,11.41,1.93,null,FanDuel,5900
173,Kenny Golladay,NYG,WR,2,WAS,14,25,10.45,1.77,null,FanDuel,5900
173,Leonard Fournette,TB,RB,2,ATL,24,25,10.12,1.72,null,FanDuel,5900
173,Brandon Aiyuk,SF,WR,2,PHI,2,1,8.24,1.4,null,FanDuel,5900
179,Elijah Mitchell,SF,RB,2,PHI,2,18,11.88,2.05,null,FanDuel,5800
179,DeVante Parker,MIA,WR,2,BUF,7,10,10.27,1.77,null,FanDuel,5800
179,Nelson Agholor,NE,WR,2,NYJ,13,14,10.08,1.74,null,FanDuel,5800
179,Rob Gronkowski,TB,TE,2,ATL,24,27,9.76,1.68,null,FanDuel,5800
179,Dallas Goedert,PHI,TE,2,SF,30,30,8.91,1.54,null,FanDuel,5800
184,Myles Gaskin,MIA,RB,2,BUF,7,2,12.58,2.21,null,FanDuel,5700
184,Kareem Hunt,CLE,RB,2,HOU,15,10,11.19,1.96,null,FanDuel,5700
184,Ty'Son Williams,BAL,RB,2,KC,17,32,10.72,1.88,null,FanDuel,5700
184,Tyler Boyd,CIN,WR,2,CHI,27,30,10.02,1.76,null,FanDuel,5700
184,Noah Fant,DEN,TE,2,JAX,29,18,9.83,1.72,null,FanDuel,5700
184,Marquez Callaway,NO,WR,2,CAR,9,22,9.18,1.61,null,FanDuel,5700
184,William Fuller V,MIA,WR,2,BUF,7,10,0,0,null,FanDuel,5700
191,Mike Williams,LAC,WR,2,DAL,23,27,11.14,1.99,null,FanDuel,5600
191,DeVonta Smith,PHI,WR,2,SF,30,7,10.82,1.93,null,FanDuel,5600
191,Laviska Shenault Jr.,JAX,WR,2,DEN,8,23,9.51,1.7,null,FanDuel,5600
191,Christian Kirk,ARI,WR,2,MIN,18,24,9.25,1.65,null,FanDuel,5600
191,Tyler Higbee,LAR,TE,2,IND,21,23,9.2,1.64,null,FanDuel,5600
191,Devin Singletary,BUF,RB,2,MIA,11,16,8.76,1.56,null,FanDuel,5600
191,Mark Ingram II,HOU,RB,2,CLE,26,6,7.19,1.28,null,FanDuel,5600
198,Ja'Marr Chase,CIN,WR,2,CHI,27,30,11.5,2.09,null,FanDuel,5500
198,Kenyan Drake,LV,RB,2,PIT,10,8,11.23,2.04,null,FanDuel,5500
198,Mike Davis,ATL,RB,2,TB,28,7,11.02,2,null,FanDuel,5500
198,James Robinson,JAX,RB,2,DEN,8,1,10.67,1.94,null,FanDuel,5500
198,Jakobi Meyers,NE,WR,2,NYJ,13,14,10.41,1.89,null,FanDuel,5500
198,Logan Thomas,WAS,TE,2,NYG,18,25,9.7,1.76,null,FanDuel,5500
198,Kyle Pitts,ATL,TE,2,TB,28,17,9.65,1.75,null,FanDuel,5500
198,Jaylen Waddle,MIA,WR,2,BUF,7,10,9.53,1.73,null,FanDuel,5500
198,Darnell Mooney,CHI,WR,2,CIN,20,29,8.92,1.62,null,FanDuel,5500
198,Javonte Williams,DEN,RB,2,JAX,29,30,8.88,1.61,null,FanDuel,5500
198,KJ Hamler,DEN,WR,2,JAX,29,16,8.17,1.49,null,FanDuel,5500
198,James Conner,ARI,RB,2,MIN,18,26,7.75,1.41,null,FanDuel,5500
198,Henry Ruggs III,LV,WR,2,PIT,10,18,7.15,1.3,null,FanDuel,5500
198,Trey Sermon,SF,RB,2,PHI,2,18,5.05,0.92,null,FanDuel,5500
198,Jamison Crowder,NYJ,WR,2,NE,6,6,0,0,null,FanDuel,5500
198,Tre'Quan Smith,NO,WR,2,CAR,9,22,0,0,null,FanDuel,5500
214,Cole Beasley,BUF,WR,2,MIA,11,5,10.06,1.86,null,FanDuel,5400
214,Tim Patrick,DEN,WR,2,JAX,29,16,8.98,1.66,null,FanDuel,5400
214,Jamaal Williams,DET,RB,2,GB,27,22,8.82,1.63,null,FanDuel,5400
214,Jared Cook,LAC,TE,2,DAL,23,32,8.61,1.59,null,FanDuel,5400
214,Deonte Harris,NO,WR,2,CAR,9,22,7.25,1.34,null,FanDuel,5400
214,Carlos Hyde,JAX,RB,2,DEN,8,1,6.1,1.13,null,FanDuel,5400
220,Sammy Watkins,BAL,WR,2,KC,17,11,8.34,1.57,null,FanDuel,5300
220,Jonnu Smith,NE,TE,2,NYJ,13,7,7.89,1.49,null,FanDuel,5300
220,Ronald Jones II,TB,RB,2,ATL,24,25,7.68,1.45,null,FanDuel,5300
220,A.J. Green,ARI,WR,2,MIN,18,24,7.39,1.39,null,FanDuel,5300
220,Damien Williams,CHI,RB,2,CIN,20,19,6.77,1.28,null,FanDuel,5300
220,Latavius Murray,BAL,RB,2,KC,17,32,6.58,1.24,null,FanDuel,5300
220,Mike Gesicki,MIA,TE,2,BUF,7,10,6.11,1.15,null,FanDuel,5300
220,Allen Lazard,GB,WR,2,DET,28,26,5.67,1.07,null,FanDuel,5300
220,DeSean Jackson,LAR,WR,2,IND,21,28,5.27,0.99,null,FanDuel,5300
220,David Johnson,HOU,RB,2,CLE,26,6,5.06,0.95,null,FanDuel,5300
220,Sony Michel,LAR,RB,2,IND,21,12,4.72,0.89,null,FanDuel,5300
220,Tyrell Williams,DET,WR,2,GB,27,13,0,0,null,FanDuel,5300
232,Michael Pittman Jr.,IND,WR,2,LAR,5,3,8.88,1.71,null,FanDuel,5200
232,Marquez Valdes-Scantling,GB,WR,2,DET,28,26,8.71,1.68,null,FanDuel,5200
232,Jalen Reagor,PHI,WR,2,SF,30,7,8.43,1.62,null,FanDuel,5200
232,Mecole Hardman,KC,WR,2,BAL,32,21,8.25,1.59,null,FanDuel,5200
232,Austin Hooper,CLE,TE,2,HOU,15,26,8.03,1.54,null,FanDuel,5200
232,Russell Gage,ATL,WR,2,TB,28,31,7.62,1.47,null,FanDuel,5200
232,Darius Slayton,NYG,WR,2,WAS,14,25,7.08,1.36,null,FanDuel,5200
232,AJ Dillon,GB,RB,2,DET,28,30,6.22,1.2,null,FanDuel,5200
232,Dawson Knox,BUF,TE,2,MIA,11,21,6.12,1.18,null,FanDuel,5200
232,Quintez Cephus,DET,WR,2,GB,27,13,5.32,1.02,null,FanDuel,5200
232,Cordarrelle Patterson,ATL,RB,2,TB,28,7,4.76,0.92,null,FanDuel,5200
232,Zack Moss,BUF,RB,2,MIA,11,16,4.43,0.85,null,FanDuel,5200
232,Le'Veon Bell,BAL,RB,2,KC,17,32,0.17,0.03,null,FanDuel,5200
245,Emmanuel Sanders,BUF,WR,2,MIA,11,5,9.06,1.78,null,FanDuel,5100
245,Zach Pascal,IND,WR,2,LAR,5,3,8.45,1.66,null,FanDuel,5100
245,Nyheim Hines,IND,RB,2,LAR,5,23,8.23,1.61,null,FanDuel,5100
245,Cole Kmet,CHI,TE,2,CIN,20,10,7.81,1.53,null,FanDuel,5100
245,Hunter Henry,NE,TE,2,NYJ,13,7,7.26,1.42,null,FanDuel,5100
245,Juwan Johnson,NO,TE,2,CAR,9,13,5.15,1.01,null,FanDuel,5100
245,Damiere Byrd,CHI,WR,2,CIN,20,29,4.07,0.8,null,FanDuel,5100
245,Devontae Booker,NYG,RB,2,WAS,14,15,3.56,0.7,null,FanDuel,5100
245,Devin Duvernay,BAL,WR,2,KC,17,11,3.4,0.67,null,FanDuel,5100
245,Evan Engram,NYG,TE,2,WAS,14,15,0,0,null,FanDuel,5100
255,New England Patriots,NE,DST,2,NYJ,null,null,8.9,1.78,null,FanDuel,5000
255,Robert Tonyan,GB,TE,2,DET,28,20,8.59,1.72,null,FanDuel,5000
255,Elijah Moore,NYJ,WR,2,NE,6,6,7.3,1.46,null,FanDuel,5000
255,Gerald Everett,SEA,TE,2,TEN,31,1,7.08,1.42,null,FanDuel,5000
255,Hunter Renfrow,LV,WR,2,PIT,10,18,6.88,1.38,null,FanDuel,5000
255,Tyler Conklin,MIN,TE,2,ARI,3,4,6.22,1.24,null,FanDuel,5000
255,Terrace Marshall Jr.,CAR,WR,2,NO,1,4,6.16,1.23,null,FanDuel,5000
255,Donovan Peoples-Jones,CLE,WR,2,HOU,15,26,6.1,1.22,null,FanDuel,5000
255,Amon-Ra St. Brown,DET,WR,2,GB,27,13,6.06,1.21,null,FanDuel,5000
255,Tevin Coleman,NYJ,RB,2,NE,6,14,5.48,1.1,null,FanDuel,5000
255,Randall Cobb,GB,WR,2,DET,28,26,5.45,1.09,null,FanDuel,5000
255,Kenneth Gainwell,PHI,RB,2,SF,30,31,5.16,1.03,null,FanDuel,5000
255,Peyton Barber,LV,RB,2,PIT,10,8,4,0.8,null,FanDuel,5000
255,Jimmy Graham,CHI,TE,2,CIN,20,10,3.62,0.72,null,FanDuel,5000
255,Jake Funk,LAR,RB,2,IND,21,12,1.27,0.25,null,FanDuel,5000
255,Jeff Wilson Jr.,SF,RB,2,PHI,2,18,0.04,0.01,null,FanDuel,5000
255,Michael Gallup,DAL,WR,2,LAC,4,2,0,0,null,FanDuel,5000
255,Curtis Samuel,WAS,WR,2,NYG,18,10,0,0,null,FanDuel,5000
255,T.Y. Hilton,IND,WR,2,LAR,5,3,0,0,null,FanDuel,5000
255,N'Keal Harry,NE,WR,2,NYJ,13,14,0,0,null,FanDuel,5000
275,Pittsburgh Steelers,PIT,DST,2,LV,null,null,9.3,1.9,null,FanDuel,4900
275,Rondale Moore,ARI,WR,2,MIN,18,24,7.97,1.63,null,FanDuel,4900
275,Van Jefferson,LAR,WR,2,IND,21,28,7.61,1.55,null,FanDuel,4900
275,Bryan Edwards,LV,WR,2,PIT,10,18,7.43,1.52,null,FanDuel,4900
275,Gabriel Davis,BUF,WR,2,MIA,11,5,6.62,1.35,null,FanDuel,4900
275,Zach Ertz,PHI,TE,2,SF,30,30,6.48,1.32,null,FanDuel,4900
275,J.D. McKissic,WAS,RB,2,NYG,18,24,6.37,1.3,null,FanDuel,4900
275,Tony Jones Jr.,NO,RB,2,CAR,9,5,6.19,1.26,null,FanDuel,4900
275,Adam Humphries,WAS,WR,2,NYG,18,10,5.93,1.21,null,FanDuel,4900
275,Cedrick Wilson,DAL,WR,2,LAC,4,2,5.78,1.18,null,FanDuel,4900
275,Eric Ebron,PIT,TE,2,LV,14,5,5.65,1.15,null,FanDuel,4900
275,Larry Rountree III,LAC,RB,2,DAL,23,4,5.44,1.11,null,FanDuel,4900
275,Kalif Raymond,DET,WR,2,GB,27,13,5.37,1.1,null,FanDuel,4900
275,Michael Carter,NYJ,RB,2,NE,6,14,4.09,0.83,null,FanDuel,4900
275,Chris Conley,HOU,WR,2,CLE,26,20,3.86,0.79,null,FanDuel,4900
275,Phillip Lindsay,HOU,RB,2,CLE,26,6,3.77,0.77,null,FanDuel,4900
275,James Washington,PIT,WR,2,LV,14,12,3.69,0.75,null,FanDuel,4900
275,Darrel Williams,KC,RB,2,BAL,32,27,3.43,0.7,null,FanDuel,4900
275,JaMycal Hasty,SF,RB,2,PHI,2,18,3.31,0.68,null,FanDuel,4900
275,Chris Hogan,NO,WR,2,CAR,9,22,2.98,0.61,null,FanDuel,4900
275,Devonta Freeman,BAL,RB,2,KC,17,32,2.6,0.53,null,FanDuel,4900
275,Joshua Palmer,LAC,WR,2,DAL,23,27,2.57,0.52,null,FanDuel,4900
275,Khalil Herbert,CHI,RB,2,CIN,20,19,0.81,0.17,null,FanDuel,4900
275,Parris Campbell,IND,WR,2,LAR,5,3,0,0,null,FanDuel,4900
299,James White,NE,RB,2,NYJ,13,20,8.37,1.74,null,FanDuel,4800
299,San Francisco 49ers,SF,DST,2,PHI,null,null,8,1.67,null,FanDuel,4800
299,Anthony Schwartz,CLE,WR,2,HOU,15,26,7.35,1.53,null,FanDuel,4800
299,Tony Pollard,DAL,RB,2,LAC,4,9,6.95,1.45,null,FanDuel,4800
299,David Njoku,CLE,TE,2,HOU,15,26,6.57,1.37,null,FanDuel,4800
