Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
87,Mike Glennon,NYG,QB,1,DEN,22,23,0.07,0.01,null,FanDuel,6100
87,Chris Streveler,ARI,QB,1,TEN,27,28,0,0,null,FanDuel,6100
96,Tee Higgins,CIN,WR,1,MIN,25,28,11.66,1.94,22,FanDuel,6000
96,Myles Gaskin,MIA,RB,1,NE,8,18,11.3,1.88,1.2,FanDuel,6000
96,Chase Claypool,PIT,WR,1,BUF,14,6,10.9,1.82,2,FanDuel,6000
96,Kyle Pitts,ATL,TE,1,PHI,21,22,10,1.67,19.7,FanDuel,6000
96,Kareem Hunt,CLE,RB,1,KC,16,23,9.94,1.66,2.7,FanDuel,6000
96,Colt McCoy,ARI,QB,1,TEN,27,28,0.39,0.06,null,FanDuel,6000
96,Chad Henne,KC,QB,1,CLE,20,25,0.38,0.06,null,FanDuel,6000
96,C.J. Beathard,JAX,QB,1,HOU,30,27,0.28,0.05,null,FanDuel,6000
96,Logan Woodside,TEN,QB,1,ARI,15,17,0.24,0.04,null,FanDuel,6000
96,Josh Rosen,ATL,QB,1,PHI,21,18,0.24,0.04,null,FanDuel,6000
96,Davis Mills,HOU,QB,1,JAX,31,29,0.23,0.04,null,FanDuel,6000
96,Brian Hoyer,NE,QB,1,MIA,12,11,0.2,0.03,null,FanDuel,6000
96,Trevor Siemian,NO,QB,1,GB,9,5,0.09,0.02,null,FanDuel,6000
96,Kendall Hinton,DEN,WR,1,NYG,11,9,0.02,0,null,FanDuel,6000
96,Kurt Benkert,GB,QB,1,NO,6,3,0,0,null,FanDuel,6000
96,Darius Bradwell,LAC,RB,1,WAS,3,4,0,0,0,FanDuel,6000
96,Shane Buechele,KC,QB,1,CLE,20,25,0,0,null,FanDuel,6000
96,Kellen Mond,MIN,QB,1,CIN,23,15,0,0,null,FanDuel,6000
96,Nick Mullens,CLE,QB,1,KC,16,21,0,0,null,FanDuel,6000
96,Steven Montez,DET,QB,1,SF,5,8,0,0,null,FanDuel,6000
96,Sean Mannion,MIN,QB,1,CIN,23,15,0,0,null,FanDuel,6000
96,Davis Webb,BUF,QB,1,PIT,2,2,0,0,null,FanDuel,6000
96,Kyle Lauletta,JAX,QB,1,HOU,30,27,0,0,null,FanDuel,6000
96,Nate Sudfeld,SF,QB,1,DET,32,32,0,0,null,FanDuel,6000
96,Brett Hundley,IND,QB,1,SEA,19,24,0,0,null,FanDuel,6000
96,Reid Sinnett,MIA,QB,1,NE,8,7,0,0,null,FanDuel,6000
96,Easton Stick,LAC,QB,1,WAS,3,4,0,0,null,FanDuel,6000
96,Ian Book,NO,QB,1,GB,9,5,0,0,null,FanDuel,6000
96,Jake Browning,CIN,QB,1,MIN,25,13,0,0,null,FanDuel,6000
96,Joshua Dobbs,PIT,QB,1,BUF,14,16,0,0,null,FanDuel,6000
96,Dwayne Haskins,PIT,QB,1,BUF,14,16,0,0,null,FanDuel,6000
96,Jake Fromm,BUF,QB,1,PIT,2,2,0,0,null,FanDuel,6000
96,Jarrett Stidham,NE,QB,1,MIA,12,11,0,0,null,FanDuel,6000
96,Tim Boyle,DET,QB,1,SF,5,8,0,0,null,FanDuel,6000
96,Jeff Driskel,HOU,QB,1,JAX,31,29,0,0,null,FanDuel,6000
96,Feleipe Franks,ATL,QB,1,PHI,21,18,0,0,null,FanDuel,6000
96,Jake Luton,SEA,QB,1,IND,7,10,0,0,null,FanDuel,6000
96,Brett Rypien,DEN,QB,1,NYG,11,6,0,0,null,FanDuel,6000
96,Kyle Allen,WAS,QB,1,LAC,17,22,0,0,null,FanDuel,6000
96,Josh Thomas,BUF,DB,1,PIT,2,null,0,0,null,FanDuel,6000
136,James Robinson,JAX,RB,1,HOU,30,31,14.45,2.45,24.7,FanDuel,5900
136,Chase Edmonds,ARI,RB,1,TEN,27,26,10.67,1.81,6.4,FanDuel,5900
136,Tyler Boyd,CIN,WR,1,MIN,25,28,10.45,1.77,2.2,FanDuel,5900
136,Dallas Goedert,PHI,TE,1,ATL,29,29,8.55,1.45,3.2,FanDuel,5900
136,Jamison Crowder,NYJ,WR,1,CAR,18,10,0,0,1,FanDuel,5900
141,Corey Davis,NYJ,WR,1,CAR,18,10,11.56,1.99,13.5,FanDuel,5800
141,Marvin Jones Jr.,JAX,WR,1,HOU,30,27,11.08,1.91,8.1,FanDuel,5800
141,Damien Harris,NE,RB,1,MIA,12,12,10.92,1.88,4.4,FanDuel,5800
141,Courtland Sutton,DEN,WR,1,NYG,11,9,10.58,1.82,1.2,FanDuel,5800
145,T.J. Hockenson,DET,TE,1,SF,5,1,10.16,1.78,7.2,FanDuel,5700
145,Russell Gage,ATL,WR,1,PHI,21,25,9.93,1.74,0.4,FanDuel,5700
145,Mike Williams,LAC,WR,1,WAS,3,2,9.65,1.69,1,FanDuel,5700
145,David Johnson,HOU,RB,1,JAX,31,30,5.9,1.04,0.5,FanDuel,5700
145,William Fuller V,MIA,WR,1,NE,8,12,0,0,0,FanDuel,5700
150,Laviska Shenault Jr.,JAX,WR,1,HOU,30,27,10.87,1.94,11,FanDuel,5600
150,Melvin Gordon III,DEN,RB,1,NYG,11,19,10.36,1.85,3.7,FanDuel,5600
150,Logan Thomas,WAS,TE,1,LAC,17,24,8.76,1.56,5.2,FanDuel,5600
150,Javonte Williams,DEN,RB,1,NYG,11,19,8.57,1.53,0,FanDuel,5600
150,Nelson Agholor,NE,WR,1,MIA,12,23,8.2,1.46,1,FanDuel,5600
150,Allen Lazard,GB,WR,1,NO,6,16,3.81,0.68,0.5,FanDuel,5600
150,T.Y. Hilton,IND,WR,1,SEA,19,24,0,0,0,FanDuel,5600
157,Jerry Jeudy,DEN,WR,1,NYG,11,9,11.3,2.05,11.7,FanDuel,5500
157,Ja'Marr Chase,CIN,WR,1,MIN,25,28,10.16,1.85,1.2,FanDuel,5500
157,Sterling Shepard,NYG,WR,1,DEN,22,13,9.61,1.75,1,FanDuel,5500
157,Cole Beasley,BUF,WR,1,PIT,2,15,9.09,1.65,-1.5,FanDuel,5500
157,Mike Gesicki,MIA,TE,1,NE,8,5,8.07,1.47,1.2,FanDuel,5500
157,James Conner,ARI,RB,1,TEN,27,26,7.78,1.41,0,FanDuel,5500
157,Curtis Samuel,WAS,WR,1,LAC,17,8,0,0,3,FanDuel,5500
157,Travis Etienne Jr.,JAX,RB,1,HOU,30,31,0,0,0,FanDuel,5500
157,Tre'Quan Smith,NO,WR,1,GB,9,5,0,0,0.6,FanDuel,5500
166,Jakobi Meyers,NE,WR,1,MIA,12,23,9.36,1.73,1.4,FanDuel,5400
166,Noah Fant,DEN,TE,1,NYG,11,9,8.77,1.62,1.2,FanDuel,5400
166,Robert Tonyan,GB,TE,1,NO,6,20,8.76,1.62,2,FanDuel,5400
166,Tyrell Williams,DET,WR,1,SF,5,14,8.66,1.6,1,FanDuel,5400
166,Mecole Hardman,KC,WR,1,CLE,20,26,8.64,1.6,1.2,FanDuel,5400
166,Randall Cobb,GB,WR,1,NO,6,16,7.8,1.44,0,FanDuel,5400
166,A.J. Green,ARI,WR,1,TEN,27,29,7.78,1.44,0,FanDuel,5400
166,Nyheim Hines,IND,RB,1,SEA,19,15,7.61,1.41,1.4,FanDuel,5400
166,Jalen Reagor,PHI,WR,1,ATL,29,32,7.55,1.4,5.4,FanDuel,5400
166,Tevin Coleman,NYJ,RB,1,CAR,18,22,6.07,1.12,0,FanDuel,5400
166,Zack Moss,BUF,RB,1,PIT,2,6,0,0,0,FanDuel,5400
177,DeVonta Smith,PHI,WR,1,ATL,29,32,10.3,1.94,3.5,FanDuel,5300
177,Devin Singletary,BUF,RB,1,PIT,2,6,10.13,1.91,5,FanDuel,5300
177,Michael Pittman Jr.,IND,WR,1,SEA,19,24,9.79,1.85,14.2,FanDuel,5300
177,Emmanuel Sanders,BUF,WR,1,PIT,2,15,8.2,1.55,5,FanDuel,5300
177,Hunter Henry,NE,TE,1,MIA,12,7,6.98,1.32,1,FanDuel,5300
177,Deonte Harris,NO,WR,1,GB,9,5,6.11,1.15,0.6,FanDuel,5300
177,Michael Carter,NYJ,RB,1,CAR,18,22,5.07,0.96,0,FanDuel,5300
177,Devontae Booker,NYG,RB,1,DEN,22,21,4.76,0.9,0,FanDuel,5300
177,Irv Smith Jr.,MIN,TE,1,CIN,23,27,0,0,0,FanDuel,5300
177,Joshua Kelley,LAC,RB,1,WAS,3,4,0,0,0,FanDuel,5300
187,Marquez Callaway,NO,WR,1,GB,9,5,10.68,2.05,21.9,FanDuel,5200
187,Jaylen Waddle,MIA,WR,1,NE,8,12,9.33,1.79,5.5,FanDuel,5200
187,Marquez Valdes-Scantling,GB,WR,1,NO,6,16,7.78,1.5,1.8,FanDuel,5200
187,Jared Cook,LAC,TE,1,WAS,3,8,7.16,1.38,1.1,FanDuel,5200
187,Christian Kirk,ARI,WR,1,TEN,27,29,6.38,1.23,1,FanDuel,5200
187,Phillip Lindsay,HOU,RB,1,JAX,31,30,6.19,1.19,1.4,FanDuel,5200
187,Eric Ebron,PIT,TE,1,BUF,14,25,5.89,1.13,1.4,FanDuel,5200
187,Cordarrelle Patterson,ATL,RB,1,PHI,21,13,3.35,0.64,0.5,FanDuel,5200
187,Trey Sermon,SF,RB,1,DET,32,32,0,0,3.6,FanDuel,5200
187,Anthony Miller,HOU,WR,1,JAX,31,21,0,0,0.6,FanDuel,5200
197,Austin Hooper,CLE,TE,1,KC,16,26,7.37,1.45,2.2,FanDuel,5100
197,J.D. McKissic,WAS,RB,1,LAC,17,14,7.02,1.38,1.4,FanDuel,5100
197,Chris Conley,HOU,WR,1,JAX,31,21,6.54,1.28,0,FanDuel,5100
197,KJ Hamler,DEN,WR,1,NYG,11,9,5.9,1.16,0,FanDuel,5100
197,Darrel Williams,KC,RB,1,CLE,20,8,4.75,0.93,0,FanDuel,5100
197,Salvon Ahmed,MIA,RB,1,NE,8,18,3.58,0.7,0,FanDuel,5100
197,Jalen Guyton,LAC,WR,1,WAS,3,2,3.18,0.62,null,FanDuel,5100
197,Travis Fulgham,PHI,WR,1,ATL,29,32,1.44,0.28,0,FanDuel,5100
197,Evan Engram,NYG,TE,1,DEN,22,15,0,0,0,FanDuel,5100
206,Elijah Moore,NYJ,WR,1,CAR,18,10,9.53,1.91,8.6,FanDuel,5000
206,San Francisco 49ers,SF,DST,1,DET,null,null,9.5,1.9,0,FanDuel,5000
206,Zach Ertz,PHI,TE,1,ATL,29,29,7.76,1.55,2.2,FanDuel,5000
206,Parris Campbell,IND,WR,1,SEA,19,24,7.17,1.43,3.7,FanDuel,5000
206,Darius Slayton,NYG,WR,1,DEN,22,13,6.81,1.36,0,FanDuel,5000
206,Amon-Ra St. Brown,DET,WR,1,SF,5,14,6.57,1.31,null,FanDuel,5000
206,Dawson Knox,BUF,TE,1,PIT,2,2,6.09,1.22,1,FanDuel,5000
206,A.J. Dillon,GB,RB,1,NO,6,1,5.63,1.13,0,FanDuel,5000
206,Joshua Palmer,LAC,WR,1,WAS,3,2,5.23,1.05,null,FanDuel,5000
206,Olamide Zaccheaus,ATL,WR,1,PHI,21,25,4.29,0.86,0,FanDuel,5000
206,Malcolm Brown,MIA,RB,1,NE,8,18,3.75,0.75,0,FanDuel,5000
206,Rashard Higgins,CLE,WR,1,KC,16,3,3.4,0.68,1.6,FanDuel,5000
206,Greg Ward,PHI,WR,1,ATL,29,32,2.57,0.51,0,FanDuel,5000
206,Keke Coutee,IND,WR,1,SEA,19,24,2.32,0.46,0,FanDuel,5000
206,Wayne Gallman,ATL,RB,1,PHI,21,13,0,0,0,FanDuel,5000
206,Preston Williams,MIA,WR,1,NE,8,12,0,0,0,FanDuel,5000
206,N'Keal Harry,NE,WR,1,MIA,12,23,0,0,0,FanDuel,5000
223,Terrace Marshall Jr.,CAR,WR,1,NYJ,28,20,8.15,1.66,0.1,FanDuel,4900
223,Rondale Moore,ARI,WR,1,TEN,27,29,7.79,1.59,6.7,FanDuel,4900
223,Jamaal Williams,DET,RB,1,SF,5,7,7.73,1.58,1.4,FanDuel,4900
223,Jonnu Smith,NE,TE,1,MIA,12,7,7.12,1.45,3.8,FanDuel,4900
223,Zach Pascal,IND,WR,1,SEA,19,24,7.07,1.44,0.5,FanDuel,4900
223,Adam Humphries,WAS,WR,1,LAC,17,8,6.73,1.37,1.2,FanDuel,4900
223,Gabriel Davis,BUF,WR,1,PIT,2,15,6.42,1.31,1.8,FanDuel,4900
223,Kendrick Bourne,NE,WR,1,MIA,12,23,6.24,1.27,0.5,FanDuel,4900
223,Nico Collins,HOU,WR,1,JAX,31,21,6.12,1.25,0,FanDuel,4900
223,Demarcus Robinson,KC,WR,1,CLE,20,26,5.43,1.11,0.5,FanDuel,4900
223,Hayden Hurst,ATL,TE,1,PHI,21,22,5.22,1.07,0.5,FanDuel,4900
223,Denzel Mims,NYJ,WR,1,CAR,18,10,4.49,0.92,0,FanDuel,4900
223,Matt Breida,BUF,RB,1,PIT,2,6,4.23,0.86,0,FanDuel,4900
223,Tim Patrick,DEN,WR,1,NYG,11,9,4.22,0.86,0,FanDuel,4900
223,James Washington,PIT,WR,1,BUF,14,6,3.67,0.75,0,FanDuel,4900
223,Kadarius Toney,NYG,WR,1,DEN,22,13,3.48,0.71,null,FanDuel,4900
223,Samaje Perine,CIN,RB,1,MIN,25,28,3.18,0.65,0,FanDuel,4900
223,Chris Hogan,NO,WR,1,GB,9,5,2.02,0.41,null,FanDuel,4900
223,Darrynton Evans,TEN,RB,1,ARI,15,17,0,0,0,FanDuel,4900
223,Josh Reynolds,TEN,WR,1,ARI,15,11,0,0,0.6,FanDuel,4900
243,Gerald Everett,SEA,TE,1,IND,7,3,7.06,1.47,2.8,FanDuel,4800
243,James White,NE,RB,1,MIA,12,12,6.98,1.45,0.9,FanDuel,4800
243,Seattle Seahawks,SEA,DST,1,IND,null,null,6.6,1.38,0,FanDuel,4800
243,Justin Jackson,LAC,RB,1,WAS,3,4,5.47,1.14,0,FanDuel,4800
243,C.J. Uzomah,CIN,TE,1,MIN,25,13,5.3,1.1,1.2,FanDuel,4800
243,Alexander Mattison,MIN,RB,1,CIN,23,25,5.22,1.09,0,FanDuel,4800
243,Jordan Akins,HOU,TE,1,JAX,31,30,5.22,1.09,0.6,FanDuel,4800
243,Dee Eskridge,SEA,WR,1,IND,7,18,5.2,1.08,null,FanDuel,4800
243,Carlos Hyde,JAX,RB,1,HOU,30,31,4.98,1.04,0,FanDuel,4800
243,Rashaad Penny,SEA,RB,1,IND,7,9,4.91,1.02,0,FanDuel,4800
243,Jack Doyle,IND,TE,1,SEA,19,12,4.85,1.01,1,FanDuel,4800
243,Tyron Johnson,JAX,WR,1,HOU,30,27,3.75,0.78,0,FanDuel,4800
243,Marlon Mack,IND,RB,1,SEA,19,15,3.4,0.71,0,FanDuel,4800
243,Benny Snell Jr.,PIT,RB,1,BUF,14,20,2.38,0.5,0,FanDuel,4800
243,Christian Blake,ATL,WR,1,PHI,21,25,1.18,0.25,0,FanDuel,4800
243,Lynn Bowden Jr.,MIA,WR,1,NE,8,12,0.33,0.07,0,FanDuel,4800
243,Keelan Cole,NYJ,WR,1,CAR,18,10,0,0,0,FanDuel,4800
260,Anthony Firkser,TEN,TE,1,ARI,15,6,6.92,1.47,2.4,FanDuel,4700
260,Dyami Brown,WAS,WR,1,LAC,17,8,6.03,1.28,null,FanDuel,4700
260,Ty Johnson,NYJ,RB,1,CAR,18,22,5.46,1.16,0.4,FanDuel,4700
260,Donovan Peoples-Jones,CLE,WR,1,KC,16,3,5.25,1.12,1.8,FanDuel,4700
260,Mark Ingram II,HOU,RB,1,JAX,31,30,5.11,1.09,0.7,FanDuel,4700
260,Mo Alie-Cox,IND,TE,1,SEA,19,12,5.1,1.09,0,FanDuel,4700
260,Mohamed Sanu Sr.,SF,WR,1,DET,32,30,4.99,1.06,0,FanDuel,4700
260,Tyler Kroft,NYJ,TE,1,CAR,18,23,4.53,0.96,2.8,FanDuel,4700
260,Quintez Cephus,DET,WR,1,SF,5,14,4.24,0.9,0.6,FanDuel,4700
260,Lil'Jordan Humphrey,NO,WR,1,GB,9,5,4.15,0.88,0,FanDuel,4700
260,Byron Pringle,KC,WR,1,CLE,20,26,3.59,0.76,0,FanDuel,4700
260,Harrison Bryant,CLE,TE,1,KC,16,26,3.1,0.66,0,FanDuel,4700
260,Kenneth Gainwell,PHI,RB,1,ATL,29,5,2.87,0.61,0,FanDuel,4700
260,Auden Tate,CIN,WR,1,MIN,25,28,2.87,0.61,0,FanDuel,4700
260,Chuba Hubbard,CAR,RB,1,NYJ,28,16,2.85,0.61,0,FanDuel,4700
260,Rex Burkhead,HOU,RB,1,JAX,31,30,2.78,0.59,0,FanDuel,4700
260,Jerick McKinnon,KC,RB,1,CLE,20,8,2.71,0.58,0,FanDuel,4700
260,Freddie Swain,SEA,WR,1,IND,7,18,2.54,0.54,null,FanDuel,4700
260,Dede Westbrook,MIN,WR,1,CIN,23,17,1.35,0.29,null,FanDuel,4700
260,Royce Freeman,CAR,RB,1,NYJ,28,16,1.17,0.25,0,FanDuel,4700
260,Travis Homer,SEA,RB,1,IND,7,9,1.12,0.24,0,FanDuel,4700
260,Ameer Abdullah,MIN,RB,1,CIN,23,25,0.44,0.09,0,FanDuel,4700
260,Equanimeous St. Brown,GB,WR,1,NO,6,16,0.02,0,0,FanDuel,4700
260,Cameron Batson,TEN,WR,1,ARI,15,11,0,0,0,FanDuel,4700
260,Collin Johnson,NYG,WR,1,DEN,22,13,0,0,null,FanDuel,4700
260,J.J. Nelson,IND,WR,1,SEA,19,24,0,0,0,FanDuel,4700
260,La'Mical Perine,NYJ,RB,1,CAR,18,22,0,0,0,FanDuel,4700
287,Carolina Panthers,CAR,DST,1,NYJ,null,null,9.3,2.02,0,FanDuel,4600
287,Quez Watkins,PHI,WR,1,ATL,29,32,5.75,1.25,null,FanDuel,4600
287,Adam Trautman,NO,TE,1,GB,9,4,4.72,1.03,0,FanDuel,4600
287,Rhamondre Stevenson,NE,RB,1,MIA,12,12,4.5,0.98,0,FanDuel,4600
287,Boston Scott,PHI,RB,1,ATL,29,5,4.08,0.89,0,FanDuel,4600
287,David Njoku,CLE,TE,1,KC,16,26,4.03,0.88,0.5,FanDuel,4600
287,James O'Shaughnessy,JAX,TE,1,HOU,30,14,3.71,0.81,0,FanDuel,4600
287,Braxton Berrios,NYJ,WR,1,CAR,18,10,3.26,0.71,0,FanDuel,4600
287,Ty Montgomery,NO,WR,1,GB,9,5,2.91,0.63,0,FanDuel,4600
287,DeeJay Dallas,SEA,RB,1,IND,7,9,2.66,0.58,0,FanDuel,4600
