Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
46,Akeem Hunt,KC,RB,7,LV,18,24,1.63,0.36,null,FanDuel,4500
46,Jehu Chesson,KC,WR,7,LV,18,7,0.82,0.18,null,FanDuel,4500
46,Brandon Williams,IND,TE,6,TEN,29,9,0.76,0.17,null,FanDuel,4500
46,Darrell Daniels,IND,TE,6,TEN,29,9,0.74,0.16,null,FanDuel,4500
46,Jamize Olawale,LV,RB,7,KC,23,12,0.65,0.14,null,FanDuel,4500
46,Eric Weems,TEN,WR,6,IND,31,31,0.64,0.14,null,FanDuel,4500
46,Lee Smith,LV,TE,7,KC,23,11,0.61,0.14,null,FanDuel,4500
46,Ross Travis,KC,TE,7,LV,18,16,0.59,0.13,null,FanDuel,4500
46,Phillip Supernaw,TEN,TE,6,IND,31,26,0.51,0.11,null,FanDuel,4500
46,Clive Walford,LV,TE,7,KC,23,11,0.48,0.11,null,FanDuel,4500
46,Johnny Holton,LV,WR,7,KC,23,31,0.45,0.1,null,FanDuel,4500
46,Quan Bray,IND,WR,6,TEN,29,27,0.43,0.1,null,FanDuel,4500
46,Anthony Sherman,KC,RB,7,LV,18,24,0.3,0.07,null,FanDuel,4500
46,David Fluellen,TEN,RB,6,IND,31,12,0.07,0.02,null,FanDuel,4500
46,Jalston Fowler,TEN,RB,6,IND,31,12,0.06,0.01,null,FanDuel,4500
46,George Winn,IND,RB,6,TEN,29,18,0,0,null,FanDuel,4500
46,Henry Krieger-Coble,IND,TE,6,TEN,29,9,0,0,null,FanDuel,4500
46,Matt Jones,IND,RB,6,TEN,29,18,0,0,null,FanDuel,4500
46,Harry Douglas,TEN,WR,6,IND,31,31,0,0,null,FanDuel,4500
46,Neal Sterling,KC,WR,7,LV,18,7,0,0,null,FanDuel,4500
46,Erik Swoope,IND,TE,6,TEN,29,9,0,0,null,FanDuel,4500
75,Indianapolis Colts,IND,DST,6,TEN,null,null,5.2,1.21,null,FanDuel,4300
76,Las Vegas Raiders,LV,DST,7,KC,null,null,4.6,1.15,null,FanDuel,4000
