Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
114,Cole Beasley,BUF,WR,14,BAL,4,12,9.37,1.54,null,FanDuel,6100
114,Rashaad Penny,SEA,RB,14,LAR,11,17,8.8,1.44,null,FanDuel,6100
114,Brandin Cooks,LAR,WR,14,SEA,16,15,8.57,1.4,null,FanDuel,6100
121,Eli Manning,NYG,QB,14,PHI,19,15,13.5,2.25,null,FanDuel,6000
121,Devonta Freeman,ATL,RB,14,CAR,23,32,13.49,2.25,null,FanDuel,6000
121,Jamison Crowder,NYJ,WR,14,MIA,31,30,10.87,1.81,null,FanDuel,6000
121,James White,NE,RB,14,KC,21,31,10.86,1.81,null,FanDuel,6000
121,Deebo Samuel,SF,WR,14,NO,12,24,9.38,1.56,null,FanDuel,6000
121,Carlos Hyde,HOU,RB,14,DEN,8,13,8.85,1.48,null,FanDuel,6000
121,Marcus Mariota,TEN,QB,14,LV,28,29,1.05,0.18,null,FanDuel,6000
121,Brandon Allen,DEN,QB,14,HOU,24,26,1.03,0.17,null,FanDuel,6000
121,Teddy Bridgewater,NO,QB,14,SF,2,2,0.96,0.16,null,FanDuel,6000
121,Mason Rudolph,PIT,QB,14,ARI,32,32,0.9,0.15,null,FanDuel,6000
121,Josh Rosen,MIA,QB,14,NYJ,13,17,0.85,0.14,null,FanDuel,6000
121,Will Grier,CAR,QB,14,ATL,26,30,0.78,0.13,null,FanDuel,6000
121,Nick Mullens,SF,QB,14,NO,12,23,0.76,0.13,null,FanDuel,6000
121,Blake Bortles,LAR,QB,14,SEA,16,18,0.74,0.12,null,FanDuel,6000
121,Ryan Finley,CIN,QB,14,CLE,14,22,0.74,0.12,null,FanDuel,6000
121,Matt Schaub,ATL,QB,14,CAR,23,10,0.69,0.12,null,FanDuel,6000
121,Robert Griffin III,BAL,QB,14,BUF,3,3,0.68,0.11,null,FanDuel,6000
121,Chase Daniel,CHI,QB,14,DAL,9,11,0.68,0.11,null,FanDuel,6000
121,Ryan Griffin,TB,QB,14,IND,9,11,0.68,0.11,null,FanDuel,6000
121,Josh McCown,PHI,QB,14,NYG,27,26,0.66,0.11,null,FanDuel,6000
121,Matt Moore,KC,QB,14,NE,1,1,0.63,0.1,null,FanDuel,6000
121,Brian Hoyer,IND,QB,14,TB,29,28,0.6,0.1,null,FanDuel,6000
121,David Fales,NYJ,QB,14,MIA,31,31,0.57,0.1,null,FanDuel,6000
121,Matt Barkley,BUF,QB,14,BAL,4,4,0.36,0.06,null,FanDuel,6000
121,Case Keenum,WAS,QB,14,GB,19,9,0.3,0.05,null,FanDuel,6000
121,Brett Rypien,DEN,QB,14,HOU,24,26,0.29,0.05,null,FanDuel,6000
121,Geno Smith,SEA,QB,14,LAR,11,15,0.21,0.04,null,FanDuel,6000
121,Deshone Kizer,LV,QB,14,TEN,17,14,0.2,0.03,null,FanDuel,6000
121,Jarrett Stidham,NE,QB,14,KC,21,21,0.18,0.03,null,FanDuel,6000
121,Sean Mannion,MIN,QB,14,DET,30,25,0.15,0.02,null,FanDuel,6000
121,Brett Hundley,ARI,QB,14,PIT,5,6,0.13,0.02,null,FanDuel,6000
121,AJ McCarron,HOU,QB,14,DEN,8,5,0.13,0.02,null,FanDuel,6000
121,Garrett Gilbert,CLE,QB,14,CIN,25,27,0.1,0.02,null,FanDuel,6000
121,Tim Boyle,GB,QB,14,WAS,22,20,0.08,0.01,null,FanDuel,6000
121,Cooper Rush,DAL,QB,14,CHI,5,8,0.06,0.01,null,FanDuel,6000
121,Chad Kelly,IND,QB,14,TB,29,28,0,0,null,FanDuel,6000
121,Tyler Bray,CHI,QB,14,DAL,9,11,0,0,null,FanDuel,6000
121,Kyle Shurmur,KC,QB,14,NE,1,1,0,0,null,FanDuel,6000
121,Kyle Lauletta,PHI,QB,14,NYG,27,26,0,0,null,FanDuel,6000
121,Manny Wilkins,GB,QB,14,WAS,22,20,0,0,null,FanDuel,6000
121,Nate Sudfeld,PHI,QB,14,NYG,27,26,0,0,null,FanDuel,6000
121,Colt McCoy,WAS,QB,14,GB,19,9,0,0,null,FanDuel,6000
121,Jake Rudock,MIA,QB,14,NYJ,13,17,0,0,null,FanDuel,6000
121,CJ Beathard,SF,QB,14,NO,12,23,0,0,null,FanDuel,6000
121,Easton Stick,LAC,QB,14,JAX,20,19,0,0,null,FanDuel,6000
121,Jake Browning,MIN,QB,14,DET,30,25,0,0,null,FanDuel,6000
121,Joshua Dobbs,JAX,QB,14,LAC,6,7,0,0,null,FanDuel,6000
121,Alex Tanney,NYG,QB,14,PHI,19,15,0,0,null,FanDuel,6000
121,Jeff Driskel,DET,QB,14,MIN,15,12,0,0,null,FanDuel,6000
121,Joe Flacco,DEN,QB,14,HOU,24,26,0,0,null,FanDuel,6000
121,Drew Stanton,CLE,QB,14,CIN,25,27,0,0,null,FanDuel,6000
121,Paxton Lynch,PIT,QB,14,ARI,32,32,0,0,null,FanDuel,6000
121,Trevor Siemian,NYJ,QB,14,MIA,31,31,0,0,null,FanDuel,6000
121,Damien Williams,KC,RB,14,NE,1,1,0,0,null,FanDuel,6000
121,Mike Glennon,LV,QB,14,TEN,17,14,0,0,null,FanDuel,6000
121,Jacob Dolegala,CIN,QB,14,CLE,14,22,0,0,null,FanDuel,6000
121,Cam Newton,CAR,QB,14,ATL,26,30,0,0,null,FanDuel,6000
121,Clayton Thorson,DAL,QB,14,CHI,5,8,0,0,null,FanDuel,6000
121,Blaine Gabbert,TB,QB,14,IND,9,11,0,0,null,FanDuel,6000
121,Davis Webb,BUF,QB,14,BAL,4,4,0,0,null,FanDuel,6000
121,John Wolford,LAR,QB,14,SEA,16,18,0,0,null,FanDuel,6000
121,Cody Kessler,NE,QB,14,KC,21,21,0,0,null,FanDuel,6000
121,Danny Etling,ATL,QB,14,CAR,23,10,0,0,null,FanDuel,6000
121,Trace McSorley,BAL,QB,14,BUF,3,3,0,0,null,FanDuel,6000
185,Christian Kirk,ARI,WR,14,PIT,5,14,10.48,1.78,null,FanDuel,5900
185,Sterling Shepard,NYG,WR,14,PHI,19,29,10.18,1.73,null,FanDuel,5900
185,Mike Williams,LAC,WR,14,JAX,20,13,9.32,1.58,null,FanDuel,5900
185,Emmanuel Sanders,SF,WR,14,NO,12,24,8.87,1.5,null,FanDuel,5900
185,Bo Scarbrough,DET,RB,14,MIN,15,10,8.8,1.49,null,FanDuel,5900
185,Jonathan Williams,IND,RB,14,TB,29,2,2.08,0.35,null,FanDuel,5900
191,Curtis Samuel,CAR,WR,14,ATL,26,26,9.69,1.67,null,FanDuel,5800
191,Ronald Jones II,TB,RB,14,IND,9,5,8.04,1.39,null,FanDuel,5800
191,Vance McDonald,PIT,TE,14,ARI,32,32,7.06,1.22,null,FanDuel,5800
191,Jason Witten,DAL,TE,14,CHI,5,21,6.23,1.07,null,FanDuel,5800
191,Mohamed Sanu,NE,WR,14,KC,21,3,5.02,0.87,null,FanDuel,5800
191,Gerald Everett,LAR,TE,14,SEA,16,29,0,0,null,FanDuel,5800
197,Tyrell Williams,LV,WR,14,TEN,17,17,9.09,1.59,null,FanDuel,5700
197,Tarik Cohen,CHI,RB,14,DAL,9,18,8.82,1.55,null,FanDuel,5700
197,Larry Fitzgerald,ARI,WR,14,PIT,5,14,8.59,1.51,null,FanDuel,5700
197,Dallas Goedert,PHI,TE,14,NYG,27,3,7.96,1.4,null,FanDuel,5700
197,Tyler Higbee,LAR,TE,14,SEA,16,29,7.73,1.36,null,FanDuel,5700
197,Russell Gage,ATL,WR,14,CAR,23,18,6.83,1.2,null,FanDuel,5700
197,Adrian Peterson,WAS,RB,14,GB,19,28,6.18,1.08,null,FanDuel,5700
197,Peyton Barber,TB,RB,14,IND,9,5,5.86,1.03,null,FanDuel,5700
205,Jamaal Williams,GB,RB,14,WAS,22,21,9.95,1.78,null,FanDuel,5600
205,Duke Johnson,HOU,RB,14,DEN,8,13,9.44,1.69,null,FanDuel,5600
205,Terry McLaurin,WAS,WR,14,GB,19,9,8.98,1.6,null,FanDuel,5600
205,Randall Cobb,DAL,WR,14,CHI,5,6,7.93,1.42,null,FanDuel,5600
205,Sammy Watkins,KC,WR,14,NE,1,1,7.71,1.38,null,FanDuel,5600
205,Ryan Griffin,NYJ,TE,14,MIA,31,19,7.6,1.36,null,FanDuel,5600
205,Allen Lazard,GB,WR,14,WAS,22,19,6.71,1.2,null,FanDuel,5600
205,Nyheim Hines,IND,RB,14,TB,29,2,6.24,1.11,null,FanDuel,5600
205,Matt Breida,SF,RB,14,NO,12,4,5.87,1.05,null,FanDuel,5600
205,Rex Burkhead,NE,RB,14,KC,21,31,5.15,0.92,null,FanDuel,5600
215,Patrick Laird,MIA,RB,14,NYJ,13,8,9.63,1.75,null,FanDuel,5500
215,Marquise Brown,BAL,WR,14,BUF,3,5,8.3,1.51,null,FanDuel,5500
215,Auden Tate,CIN,WR,14,CLE,14,11,7.98,1.45,null,FanDuel,5500
215,Jaylen Samuels,PIT,RB,14,ARI,32,23,7.9,1.44,null,FanDuel,5500
215,Tevin Coleman,SF,RB,14,NO,12,4,7.79,1.42,null,FanDuel,5500
215,Jacob Hollister,SEA,TE,14,LAR,11,11,6.93,1.26,null,FanDuel,5500
215,Jimmy Graham,GB,TE,14,WAS,22,24,4.82,0.88,null,FanDuel,5500
215,Breshad Perriman,TB,WR,14,IND,9,20,4.51,0.82,null,FanDuel,5500
215,Jordan Wilkins,IND,RB,14,TB,29,2,3.21,0.58,null,FanDuel,5500
215,N'Keal Harry,NE,WR,14,KC,21,3,2.52,0.46,null,FanDuel,5500
215,Hunter Renfrow,LV,WR,14,TEN,17,17,0,0,null,FanDuel,5500
215,Darrel Williams,KC,RB,14,NE,1,1,0,0,null,FanDuel,5500
227,A.J. Brown,TEN,WR,14,LV,28,22,8.5,1.57,null,FanDuel,5400
227,Mike Gesicki,MIA,TE,14,NYJ,13,4,8,1.48,null,FanDuel,5400
227,Chris Conley,JAX,WR,14,LAC,6,4,7.61,1.41,null,FanDuel,5400
227,Danny Amendola,DET,WR,14,MIN,15,27,6.51,1.21,null,FanDuel,5400
227,Phillip Dorsett,NE,WR,14,KC,21,3,6.45,1.19,null,FanDuel,5400
227,OJ Howard,TB,TE,14,IND,9,14,5.59,1.04,null,FanDuel,5400
227,David Johnson,ARI,RB,14,PIT,5,6,5.24,0.97,null,FanDuel,5400
227,Mecole Hardman,KC,WR,14,NE,1,1,4.72,0.87,null,FanDuel,5400
227,Jaeden Graham,ATL,TE,14,CAR,23,8,1.97,0.36,null,FanDuel,5400
227,Darrell Henderson,LAR,RB,14,SEA,16,11,1.29,0.24,null,FanDuel,5400
227,Adam Humphries,TEN,WR,14,LV,28,22,0,0,null,FanDuel,5400
227,Taylor Gabriel,CHI,WR,14,DAL,9,7,0,0,null,FanDuel,5400
227,Delanie Walker,TEN,TE,14,LV,28,28,0,0,null,FanDuel,5400
240,Royce Freeman,DEN,RB,14,HOU,24,25,7.45,1.41,null,FanDuel,5300
240,Latavius Murray,NO,RB,14,SF,2,3,7.18,1.35,null,FanDuel,5300
240,Irv Smith Jr.,MIN,TE,14,DET,30,25,5.17,0.98,null,FanDuel,5300
240,Brian Hill,ATL,RB,14,CAR,23,32,5.16,0.97,null,FanDuel,5300
240,Frank Gore,BUF,RB,14,BAL,4,9,4.59,0.87,null,FanDuel,5300
240,Josh Reynolds,LAR,WR,14,SEA,16,15,3.7,0.7,null,FanDuel,5300
240,JJ Arcega-Whiteside,PHI,WR,14,NYG,27,31,2.81,0.53,null,FanDuel,5300
240,Kalen Ballage,MIA,RB,14,NYJ,13,8,0,0,null,FanDuel,5300
248,Darwin Thompson,KC,RB,14,NE,1,1,6.22,1.2,null,FanDuel,5200
248,Marcus Johnson,IND,WR,14,TB,29,32,5.82,1.12,null,FanDuel,5200
248,Chris Thompson,WAS,RB,14,GB,19,28,4.7,0.9,null,FanDuel,5200
248,Benjamin Watson,NE,TE,14,KC,21,27,4.03,0.78,null,FanDuel,5200
248,Christian Blake,ATL,WR,14,CAR,23,18,2.65,0.51,null,FanDuel,5200
248,Taysom Hill,NO,QB,14,SF,2,2,1.89,0.36,null,FanDuel,5200
248,T.J. Hockenson,DET,TE,14,MIN,15,7,0,0,null,FanDuel,5200
255,Alexander Mattison,MIN,RB,14,DET,30,30,8.16,1.6,null,FanDuel,5100
255,Diontae Johnson,PIT,WR,14,ARI,32,28,7.87,1.54,null,FanDuel,5100
255,Allen Hurns,MIA,WR,14,NYJ,13,25,6.95,1.36,null,FanDuel,5100
255,Jakobi Meyers,NE,WR,14,KC,21,3,5.9,1.16,null,FanDuel,5100
255,Khalif Raymond,TEN,WR,14,LV,28,22,4.03,0.79,null,FanDuel,5100
255,Tim Patrick,DEN,WR,14,HOU,24,21,3.55,0.7,null,FanDuel,5100
255,Tevin Jones,PIT,WR,14,ARI,32,28,3.36,0.66,null,FanDuel,5100
255,Nelson Agholor,PHI,WR,14,NYG,27,31,0,0,null,FanDuel,5100
263,Green Bay Packers,GB,DST,14,WAS,null,null,10.2,2.04,null,FanDuel,5000
263,Kenny Stills,HOU,WR,14,DEN,8,7,9.11,1.82,null,FanDuel,5000
263,Corey Davis,TEN,WR,14,LV,28,22,7.67,1.53,null,FanDuel,5000
263,Demaryius Thomas,NYJ,WR,14,MIA,31,30,6.62,1.32,null,FanDuel,5000
263,Albert Wilson,MIA,WR,14,NYJ,13,25,6.17,1.23,null,FanDuel,5000
263,Olabisi Johnson,MIN,WR,14,DET,30,23,5.24,1.05,null,FanDuel,5000
263,Jalen Richard,LV,RB,14,TEN,17,20,5.23,1.05,null,FanDuel,5000
263,Deandre Washington,LV,RB,14,TEN,17,20,4.79,0.96,null,FanDuel,5000
263,Gus Edwards,BAL,RB,14,BUF,3,19,4.39,0.88,null,FanDuel,5000
263,Anthony Firkser,TEN,TE,14,LV,28,28,3.16,0.63,null,FanDuel,5000
263,Jeffery Wilson,SF,RB,14,NO,12,4,0,0,null,FanDuel,5000
263,Rhett Ellison,NYG,TE,14,PHI,19,9,0,0,null,FanDuel,5000
263,Chester Rogers,IND,WR,14,TB,29,32,0,0,null,FanDuel,5000
263,Paul Richardson,WAS,WR,14,GB,19,9,0,0,null,FanDuel,5000
277,Bilal Powell,NYJ,RB,14,MIA,31,29,9.93,2.03,null,FanDuel,4900
277,Jonnu Smith,TEN,TE,14,LV,28,28,5.48,1.12,null,FanDuel,4900
277,Kendrick Bourne,SF,WR,14,NO,12,24,5.23,1.07,null,FanDuel,4900
277,David Njoku,CLE,TE,14,CIN,25,18,5.07,1.03,null,FanDuel,4900
277,JD McKissic,DET,RB,14,MIN,15,10,4.97,1.01,null,FanDuel,4900
277,Ted Ginn,NO,WR,14,SF,2,2,4.5,0.92,null,FanDuel,4900
277,Steven Sims Jr.,WAS,WR,14,GB,19,9,3.95,0.81,null,FanDuel,4900
277,Pharoh Cooper,ARI,WR,14,PIT,5,14,3.74,0.76,null,FanDuel,4900
277,Isaiah McKenzie,BUF,WR,14,BAL,4,12,3.64,0.74,null,FanDuel,4900
277,Jordan Akins,HOU,TE,14,DEN,8,13,3.64,0.74,null,FanDuel,4900
277,Ty Johnson,DET,RB,14,MIN,15,10,3.59,0.73,null,FanDuel,4900
277,Jeremy Sprinkle,WAS,TE,14,GB,19,30,3.55,0.72,null,FanDuel,4900
277,CJ Uzomah,CIN,TE,14,CLE,14,22,3.46,0.71,null,FanDuel,4900
277,Greg Ward,PHI,WR,14,NYG,27,31,2.78,0.57,null,FanDuel,4900
277,Keelan Cole,JAX,WR,14,LAC,6,4,2.73,0.56,null,FanDuel,4900
277,Malcolm Brown,LAR,RB,14,SEA,16,11,2.33,0.48,null,FanDuel,4900
277,Justin Hardy,ATL,WR,14,CAR,23,18,2.32,0.47,null,FanDuel,4900
277,Kerrith Whyte Jr.,PIT,RB,14,ARI,32,23,2.08,0.42,null,FanDuel,4900
277,Johnny Holton,PIT,WR,14,ARI,32,28,1.69,0.34,null,FanDuel,4900
277,Malik Turner,SEA,WR,14,LAR,11,10,1.49,0.3,null,FanDuel,4900
277,Kenjon Barner,ATL,RB,14,CAR,23,32,0.9,0.18,null,FanDuel,4900
277,Greg Olsen,CAR,TE,14,ATL,26,17,0,0,null,FanDuel,4900
299,Minnesota Vikings,MIN,DST,14,DET,null,null,8.9,1.85,null,FanDuel,4800
299,Kyle Rudolph,MIN,TE,14,DET,30,25,8.04,1.68,null,FanDuel,4800
299,Noah Fant,DEN,TE,14,HOU,24,15,6.47,1.35,null,FanDuel,4800
299,Parris Campbell,IND,WR,14,TB,29,32,6.28,1.31,null,FanDuel,4800
299,Kelvin Harmon,WAS,WR,14,GB,19,9,5.29,1.1,null,FanDuel,4800
299,Josh Gordon,SEA,WR,14,LAR,11,10,4.54,0.95,null,FanDuel,4800
