Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
104,Le'Veon Bell,KC,RB,8,NYJ,20,25,10.23,1.7,null,FanDuel,6000
104,CeeDee Lamb,DAL,WR,8,PHI,18,21,9.01,1.5,null,FanDuel,6000
104,T.J. Hockenson,DET,TE,8,IND,1,1,8.66,1.44,null,FanDuel,6000
104,Chase Claypool,PIT,WR,8,BAL,6,9,8.64,1.44,null,FanDuel,6000
104,Phillip Lindsay,DEN,RB,8,LAC,19,13,6.94,1.16,null,FanDuel,6000
104,Jerick McKinnon,SF,RB,8,SEA,32,12,6.17,1.03,null,FanDuel,6000
104,Jameis Winston,NO,QB,8,CHI,5,2,0.12,0.02,null,FanDuel,6000
104,Jacoby Brissett,IND,QB,8,DET,21,16,0.1,0.02,null,FanDuel,6000
104,Case Keenum,CLE,QB,8,LV,26,29,0.09,0.02,null,FanDuel,6000
104,Robert Griffin III,BAL,QB,8,PIT,7,6,0.09,0.02,null,FanDuel,6000
104,Chad Henne,KC,QB,8,NYJ,20,13,0.08,0.01,null,FanDuel,6000
104,Logan Woodside,TEN,QB,8,CIN,23,18,0.07,0.01,null,FanDuel,6000
104,Mason Rudolph,PIT,QB,8,BAL,6,21,0.07,0.01,null,FanDuel,6000
104,Ryan Finley,CIN,QB,8,TEN,22,19,0.07,0.01,null,FanDuel,6000
104,Blaine Gabbert,TB,QB,8,NYG,17,11,0.07,0.01,null,FanDuel,6000
104,Matt Schaub,ATL,QB,8,CAR,12,5,0.06,0.01,null,FanDuel,6000
104,Chase Daniel,DET,QB,8,IND,1,1,0.06,0.01,null,FanDuel,6000
104,P.J. Walker,CAR,QB,8,ATL,32,32,0.06,0.01,null,FanDuel,6000
104,John Wolford,LAR,QB,8,MIA,10,10,0.05,0.01,null,FanDuel,6000
104,Colt McCoy,NYG,QB,8,TB,3,2,0.05,0.01,null,FanDuel,6000
104,Sean Mannion,MIN,QB,8,GB,17,14,0.04,0.01,null,FanDuel,6000
104,Tim Boyle,GB,QB,8,MIN,31,26,0.04,0.01,null,FanDuel,6000
104,Geno Smith,SEA,QB,8,SF,2,8,0.03,0,null,FanDuel,6000
104,Easton Stick,LAC,QB,8,DEN,11,22,0.02,0,null,FanDuel,6000
104,Nate Stanley,MIN,QB,8,GB,17,14,0,0,null,FanDuel,6000
104,Nathan Peterman,LV,QB,8,CLE,25,25,0,0,null,FanDuel,6000
104,Tyler Bray,CHI,QB,8,NO,24,28,0,0,null,FanDuel,6000
104,Kurt Benkert,ATL,QB,8,CAR,12,5,0,0,null,FanDuel,6000
104,Darius Bradwell,LAC,RB,8,DEN,11,2,0,0,null,FanDuel,6000
104,Tyler Huntley,BAL,QB,8,PIT,7,6,0,0,null,FanDuel,6000
104,Brandon Allen,CIN,QB,8,TEN,22,19,0,0,null,FanDuel,6000
104,Tommy Stevens,NO,TE,8,CHI,5,18,0,0,null,FanDuel,6000
104,Josh McCown,PHI,QB,8,DAL,30,23,0,0,null,FanDuel,6000
104,Matt Moore,KC,QB,8,NYJ,20,13,0,0,null,FanDuel,6000
104,Marcus Mariota,LV,QB,8,CLE,25,25,0,0,null,FanDuel,6000
104,Davis Webb,BUF,QB,8,NE,12,4,0,0,null,FanDuel,6000
104,Josh Rosen,TB,QB,8,NYG,17,11,0,0,null,FanDuel,6000
104,Ryan Griffin,TB,QB,8,NYG,17,11,0,0,null,FanDuel,6000
104,Trace McSorley,BAL,QB,8,PIT,7,6,0,0,null,FanDuel,6000
104,Dak Prescott,DAL,QB,8,PHI,18,20,0,0,null,FanDuel,6000
104,Zach Ertz,PHI,TE,8,DAL,30,25,0,0,null,FanDuel,6000
104,Travis Jonsen,TB,WR,8,NYG,17,23,0,0,null,FanDuel,6000
104,Will Grier,CAR,QB,8,ATL,32,32,0,0,null,FanDuel,6000
104,Kyle Lauletta,CLE,QB,8,LV,26,29,0,0,null,FanDuel,6000
104,Nate Sudfeld,PHI,QB,8,DAL,30,23,0,0,null,FanDuel,6000
104,Reid Sinnett,MIA,QB,8,LAR,3,7,0,0,null,FanDuel,6000
104,Emmanuel Sanders,NO,WR,8,CHI,5,3,0,0,null,FanDuel,6000
104,Bryce Perkins,LAR,QB,8,MIA,10,10,0,0,null,FanDuel,6000
104,David Blough,DET,QB,8,IND,1,1,0,0,null,FanDuel,6000
104,Jordan Love,GB,QB,8,MIN,31,26,0,0,null,FanDuel,6000
104,Jake Browning,MIN,QB,8,GB,17,14,0,0,null,FanDuel,6000
104,Joshua Dobbs,PIT,QB,8,BAL,6,21,0,0,null,FanDuel,6000
104,Jake Fromm,BUF,QB,8,NE,12,4,0,0,null,FanDuel,6000
104,Blake Bortles,DEN,QB,8,LAC,19,30,0,0,null,FanDuel,6000
104,Devlin Hodges,PIT,QB,8,BAL,6,21,0,0,null,FanDuel,6000
104,Jacob Eason,IND,QB,8,DET,21,16,0,0,null,FanDuel,6000
104,Trevor Siemian,TEN,QB,8,CIN,23,18,0,0,null,FanDuel,6000
104,Jake Dolegala,NE,QB,8,BUF,16,17,0,0,null,FanDuel,6000
104,James Morgan,NYJ,QB,8,KC,9,9,0,0,null,FanDuel,6000
104,Clayton Thorson,NYG,QB,8,TB,3,2,0,0,null,FanDuel,6000
104,Danny Etling,SEA,QB,8,SF,2,8,0,0,null,FanDuel,6000
166,Giovani Bernard,CIN,RB,8,TEN,22,22,13.51,2.29,null,FanDuel,5900
166,Marquise Brown,BAL,WR,8,PIT,7,25,11.38,1.93,null,FanDuel,5900
166,Brandon Aiyuk,SF,WR,8,SEA,32,32,11.26,1.91,null,FanDuel,5900
166,Leonard Fournette,TB,RB,8,NYG,17,19,9.84,1.67,null,FanDuel,5900
166,Mike Williams,LAC,WR,8,DEN,11,13,9.04,1.53,null,FanDuel,5900
166,Joshua Kelley,LAC,RB,8,DEN,11,2,9.01,1.53,null,FanDuel,5900
166,Hayden Hurst,ATL,TE,8,CAR,12,10,7.79,1.32,null,FanDuel,5900
166,Robert Tonyan,GB,TE,8,MIN,31,16,7.62,1.29,null,FanDuel,5900
174,David Montgomery,CHI,RB,8,NO,24,8,11.35,1.96,null,FanDuel,5800
174,Jarvis Landry,CLE,WR,8,LV,26,24,11.09,1.91,null,FanDuel,5800
174,A.J. Green,CIN,WR,8,TEN,22,27,10.08,1.74,null,FanDuel,5800
174,Justin Jackson,LAC,RB,8,DEN,11,2,9.1,1.57,null,FanDuel,5800
174,Jared Cook,NO,TE,8,CHI,5,18,8.62,1.49,null,FanDuel,5800
174,Deebo Samuel,SF,WR,8,SEA,32,32,0,0,null,FanDuel,5800
180,Myles Gaskin,MIA,RB,8,LAR,3,7,12.5,2.19,null,FanDuel,5700
180,Devin Singletary,BUF,RB,8,NE,12,23,9.22,1.62,null,FanDuel,5700
180,Noah Fant,DEN,TE,8,LAC,19,23,8.59,1.51,null,FanDuel,5700
180,Henry Ruggs III,LV,WR,8,CLE,25,30,8.04,1.41,null,FanDuel,5700
180,Greg Ward,PHI,WR,8,DAL,30,29,7.9,1.39,null,FanDuel,5700
180,Tyler Higbee,LAR,TE,8,MIA,10,2,6.82,1.2,null,FanDuel,5700
180,Julian Edelman,NE,WR,8,BUF,16,8,0,0,null,FanDuel,5700
187,Scotty Miller,TB,WR,8,NYG,17,23,9.66,1.72,null,FanDuel,5600
187,Hunter Henry,LAC,TE,8,DEN,11,11,9.53,1.7,null,FanDuel,5600
187,Rob Gronkowski,TB,TE,8,NYG,17,8,9.47,1.69,null,FanDuel,5600
187,Jerry Jeudy,DEN,WR,8,LAC,19,10,8.7,1.55,null,FanDuel,5600
187,John Brown,BUF,WR,8,NE,12,17,8.45,1.51,null,FanDuel,5600
187,Evan Engram,NYG,TE,8,TB,3,15,8.32,1.49,null,FanDuel,5600
187,JaMycal Hasty,SF,RB,8,SEA,32,12,8.16,1.46,null,FanDuel,5600
187,Jalen Reagor,PHI,WR,8,DAL,30,29,7.76,1.39,null,FanDuel,5600
187,Michael Gallup,DAL,WR,8,PHI,18,21,6.33,1.13,null,FanDuel,5600
187,Mark Ingram II,BAL,RB,8,PIT,7,3,0,0,null,FanDuel,5600
197,Sterling Shepard,NYG,WR,8,TB,3,9,9.42,1.71,null,FanDuel,5500
197,Dallas Goedert,PHI,TE,8,DAL,30,25,9.08,1.65,null,FanDuel,5500
197,Rashard Higgins,CLE,WR,8,LV,26,24,8.5,1.55,null,FanDuel,5500
197,T.Y. Hilton,IND,WR,8,DET,21,23,8.49,1.54,null,FanDuel,5500
197,Marvin Jones Jr.,DET,WR,8,IND,1,14,7.87,1.43,null,FanDuel,5500
197,Damien Harris,NE,RB,8,BUF,16,18,7.54,1.37,null,FanDuel,5500
197,Mike Gesicki,MIA,TE,8,LAR,3,20,7.29,1.33,null,FanDuel,5500
197,Golden Tate,NYG,WR,8,TB,3,9,5.9,1.07,null,FanDuel,5500
197,Devonta Freeman,NYG,RB,8,TB,3,4,0,0,null,FanDuel,5500
206,Corey Davis,TEN,WR,8,CIN,23,18,9.99,1.85,null,FanDuel,5400
206,Curtis Samuel,CAR,WR,8,ATL,32,28,8.04,1.49,null,FanDuel,5400
206,Wayne Gallman,NYG,RB,8,TB,3,4,7.96,1.47,null,FanDuel,5400
206,Zack Moss,BUF,RB,8,NE,12,23,7.81,1.45,null,FanDuel,5400
206,Jimmy Graham,CHI,TE,8,NO,24,31,7.37,1.36,null,FanDuel,5400
206,Adrian Peterson,DET,RB,8,IND,1,6,6.81,1.26,null,FanDuel,5400
206,Mecole Hardman,KC,WR,8,NYJ,20,11,6.77,1.25,null,FanDuel,5400
206,Tim Patrick,DEN,WR,8,LAC,19,10,0,0,null,FanDuel,5400
214,Cole Beasley,BUF,WR,8,NE,12,17,9.44,1.78,null,FanDuel,5300
214,Tre'Quan Smith,NO,WR,8,CHI,5,3,9.23,1.74,null,FanDuel,5300
214,James White,NE,RB,8,BUF,16,18,8.66,1.63,null,FanDuel,5300
214,La'Mical Perine,NYJ,RB,8,KC,9,17,7.44,1.4,null,FanDuel,5300
214,Demarcus Robinson,KC,WR,8,NYJ,20,11,7.32,1.38,null,FanDuel,5300
214,Trey Burton,IND,TE,8,DET,21,4,7.14,1.35,null,FanDuel,5300
214,Russell Gage,ATL,WR,8,CAR,12,4,7.11,1.34,null,FanDuel,5300
214,Richard Rodgers,PHI,TE,8,DAL,30,25,5.28,1,null,FanDuel,5300
214,John Hightower,PHI,WR,8,DAL,30,29,2.65,0.5,null,FanDuel,5300
214,Sammy Watkins,KC,WR,8,NYJ,20,11,0,0,null,FanDuel,5300
224,Preston Williams,MIA,WR,8,LAR,3,2,8.12,1.56,null,FanDuel,5200
224,Malcolm Brown,LAR,RB,8,MIA,10,24,8.01,1.54,null,FanDuel,5200
224,Zach Pascal,IND,WR,8,DET,21,23,7.36,1.42,null,FanDuel,5200
224,Darnell Mooney,CHI,WR,8,NO,24,22,7.32,1.41,null,FanDuel,5200
224,Tyler Johnson,TB,WR,8,NYG,17,23,6.21,1.19,null,FanDuel,5200
224,Rex Burkhead,NE,RB,8,BUF,16,18,6.19,1.19,null,FanDuel,5200
224,Dalton Schultz,DAL,TE,8,PHI,18,27,5.94,1.14,null,FanDuel,5200
224,Brian Hill,ATL,RB,8,CAR,12,28,5.49,1.06,null,FanDuel,5200
224,Donovan Peoples-Jones,CLE,WR,8,LV,26,24,5.28,1.02,null,FanDuel,5200
224,Corey Clement,PHI,RB,8,DAL,30,28,3.53,0.68,null,FanDuel,5200
224,Austin Hooper,CLE,TE,8,LV,26,15,0,0,null,FanDuel,5200
235,J.K. Dobbins,BAL,RB,8,PIT,7,3,9,1.76,null,FanDuel,5100
235,Eric Ebron,PIT,TE,8,BAL,6,17,7.88,1.55,null,FanDuel,5100
235,Hunter Renfrow,LV,WR,8,CLE,25,30,7.58,1.49,null,FanDuel,5100
235,Latavius Murray,NO,RB,8,CHI,5,14,7.21,1.41,null,FanDuel,5100
235,Marquez Valdes-Scantling,GB,WR,8,MIN,31,31,6.94,1.36,null,FanDuel,5100
235,Anthony Miller,CHI,WR,8,NO,24,22,6.69,1.31,null,FanDuel,5100
235,Jalen Guyton,LAC,WR,8,DEN,11,13,4.58,0.9,null,FanDuel,5100
235,Benny Snell Jr.,PIT,RB,8,BAL,6,4,3.46,0.68,null,FanDuel,5100
235,Royce Freeman,DEN,RB,8,LAC,19,13,2.69,0.53,null,FanDuel,5100
235,N'Keal Harry,NE,WR,8,BUF,16,8,0,0,null,FanDuel,5100
245,Kansas City Chiefs,KC,DST,8,NYJ,null,null,11,2.2,null,FanDuel,5000
245,Kendrick Bourne,SF,WR,8,SEA,32,32,8.22,1.64,null,FanDuel,5000
245,Nelson Agholor,LV,WR,8,CLE,25,30,7.92,1.58,null,FanDuel,5000
245,Harrison Bryant,CLE,TE,8,LV,26,15,7.28,1.46,null,FanDuel,5000
245,Adam Humphries,TEN,WR,8,CIN,23,18,7.1,1.42,null,FanDuel,5000
245,Allen Lazard,GB,WR,8,MIN,31,31,6.6,1.32,null,FanDuel,5000
245,Tevin Coleman,SF,RB,8,SEA,32,12,6.45,1.29,null,FanDuel,5000
245,David Njoku,CLE,TE,8,LV,26,15,5.51,1.1,null,FanDuel,5000
245,Josh Reynolds,LAR,WR,8,MIA,10,15,5.39,1.08,null,FanDuel,5000
245,Frank Gore,NYJ,RB,8,KC,9,17,5.28,1.06,null,FanDuel,5000
245,James Washington,PIT,WR,8,BAL,6,9,4.65,0.93,null,FanDuel,5000
245,Mo Alie-Cox,IND,TE,8,DET,21,4,2.46,0.49,null,FanDuel,5000
245,Cam Akers,LAR,RB,8,MIA,10,24,1.76,0.35,null,FanDuel,5000
245,Trenton Cannon,CAR,RB,8,ATL,32,14,1.41,0.28,null,FanDuel,5000
245,Sony Michel,NE,RB,8,BUF,16,18,0,0,null,FanDuel,5000
245,DeSean Jackson,PHI,WR,8,DAL,30,29,0,0,null,FanDuel,5000
245,Josh Gordon,SEA,WR,8,SF,2,6,0,0,null,FanDuel,5000
245,Alshon Jeffery,PHI,WR,8,DAL,30,29,0,0,null,FanDuel,5000
245,Breshad Perriman,NYJ,WR,8,KC,9,4,0,0,null,FanDuel,5000
245,Marquez Callaway,NO,WR,8,CHI,5,3,0,0,null,FanDuel,5000
245,Carlos Hyde,SEA,RB,8,SF,2,1,0,0,null,FanDuel,5000
266,Tampa Bay Buccaneers,TB,DST,8,NYG,null,null,10.6,2.16,null,FanDuel,4900
266,Denzel Mims,NYJ,WR,8,KC,9,4,8.11,1.66,null,FanDuel,4900
266,Los Angeles Rams,LAR,DST,8,MIA,null,null,7.3,1.49,null,FanDuel,4900
266,Nyheim Hines,IND,RB,8,DET,21,29,6.99,1.43,null,FanDuel,4900
266,Damiere Byrd,NE,WR,8,BUF,16,8,6.73,1.37,null,FanDuel,4900
266,Travis Homer,SEA,RB,8,SF,2,1,6.03,1.23,null,FanDuel,4900
266,Danny Amendola,DET,WR,8,IND,1,14,5.29,1.08,null,FanDuel,4900
266,David Moore,SEA,WR,8,SF,2,6,5.28,1.08,null,FanDuel,4900
266,Greg Olsen,SEA,TE,8,SF,2,7,5.17,1.06,null,FanDuel,4900
266,Gabriel Davis,BUF,WR,8,NE,12,17,3.03,0.62,null,FanDuel,4900
266,Olamide Zaccheaus,ATL,WR,8,CAR,12,4,2.74,0.56,null,FanDuel,4900
266,Kerryon Johnson,DET,RB,8,IND,1,6,2.2,0.45,null,FanDuel,4900
266,J.J. Arcega-Whiteside,PHI,WR,8,DAL,30,29,1.87,0.38,null,FanDuel,4900
266,Ke'Shawn Vaughn,TB,RB,8,NYG,17,19,0.99,0.2,null,FanDuel,4900
280,Indianapolis Colts,IND,DST,8,DET,null,null,6.3,1.31,null,FanDuel,4800
280,K.J. Hamler,DEN,WR,8,LAC,19,10,6.09,1.27,null,FanDuel,4800
280,Matt Breida,MIA,RB,8,LAR,3,7,4.7,0.98,null,FanDuel,4800
280,Anthony Firkser,TEN,TE,8,CIN,23,30,4.47,0.93,null,FanDuel,4800
280,Tyler Kroft,BUF,TE,8,NE,12,6,4.44,0.92,null,FanDuel,4800
280,Isaiah Ford,MIA,WR,8,LAR,3,2,4.41,0.92,null,FanDuel,4800
280,Jack Doyle,IND,TE,8,DET,21,4,4.39,0.91,null,FanDuel,4800
280,Devin Duvernay,BAL,WR,8,PIT,7,25,4.26,0.89,null,FanDuel,4800
280,A.J. Dillon,GB,RB,8,MIN,31,16,4.15,0.86,null,FanDuel,4800
280,Devontae Booker,LV,RB,8,CLE,25,15,3.35,0.7,null,FanDuel,4800
280,D'Ernest Johnson,CLE,RB,8,LV,26,30,3.18,0.66,null,FanDuel,4800
280,Kalif Raymond,TEN,WR,8,CIN,23,18,3.18,0.66,null,FanDuel,4800
280,Cedrick Wilson,DAL,WR,8,PHI,18,21,2.59,0.54,null,FanDuel,4800
280,Cameron Brate,TB,TE,8,NYG,17,8,2.22,0.46,null,FanDuel,4800
280,Mike Boone,MIN,RB,8,GB,17,31,1.77,0.37,null,FanDuel,4800
280,Byron Pringle,KC,WR,8,NYJ,20,11,1.7,0.35,null,FanDuel,4800
280,Christian Blake,ATL,WR,8,CAR,12,4,0.79,0.16,null,FanDuel,4800
280,Reggie Bonnafon,CAR,RB,8,ATL,32,14,0,0,null,FanDuel,4800
298,Baltimore Ravens,BAL,DST,8,PIT,null,null,8.4,1.79,null,FanDuel,4700
298,Braxton Berrios,NYJ,WR,8,KC,9,4,6.53,1.39,null,FanDuel,4700
298,Deonte Harris,NO,WR,8,CHI,5,3,6.29,1.34,null,FanDuel,4700
298,Albert Okwuegbunam,DEN,TE,8,LAC,19,23,4.37,0.93,null,FanDuel,4700
298,Tony Pollard,DAL,RB,8,PHI,18,11,4.2,0.89,null,FanDuel,4700
298,Cordarrelle Patterson,CHI,WR,8,NO,24,22,4.19,0.89,null,FanDuel,4700
298,Willie Snead IV,BAL,WR,8,PIT,7,25,4,0.85,null,FanDuel,4700
298,Ian Thomas,CAR,TE,8,ATL,32,32,3.03,0.64,null,FanDuel,4700
