Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
86,Sam Darnold,NYJ,QB,12,MIA,11,14,15.24,2.34,null,FanDuel,6500
86,Austin Ekeler,LAC,RB,12,BUF,20,21,14.22,2.19,null,FanDuel,6500
86,Brandin Cooks,HOU,WR,12,DET,26,17,12.69,1.95,null,FanDuel,6500
86,DeVante Parker,MIA,WR,12,NYJ,28,27,12.28,1.89,null,FanDuel,6500
86,Ronald Jones II,TB,RB,12,KC,7,17,11.36,1.75,null,FanDuel,6500
86,Antonio Brown,TB,WR,12,KC,7,4,11.31,1.74,null,FanDuel,6500
86,Travis Fulgham,PHI,WR,12,SEA,32,32,9.85,1.52,null,FanDuel,6500
86,P.J. Walker,CAR,QB,12,MIN,25,18,1.76,0.27,null,FanDuel,6500
86,Dwayne Haskins Jr.,WAS,QB,12,DAL,29,27,0.89,0.14,null,FanDuel,6500
86,Joe Flacco,NYJ,QB,12,MIA,11,14,0.3,0.05,null,FanDuel,6500
96,Mitchell Trubisky,CHI,QB,12,GB,16,5,15.23,2.38,null,FanDuel,6400
96,Robby Anderson,CAR,WR,12,MIN,25,29,12.21,1.91,null,FanDuel,6400
96,Jake Luton,JAX,QB,12,CLE,18,20,1.05,0.16,null,FanDuel,6400
96,David Johnson,HOU,RB,12,DET,26,32,0.4,0.06,null,FanDuel,6400
96,Garrett Gilbert,DAL,QB,12,WAS,6,11,0.32,0.05,null,FanDuel,6400
96,Jonathan Taylor,IND,RB,12,TEN,22,27,0,0,null,FanDuel,6400
102,JuJu Smith-Schuster,PIT,WR,12,BAL,5,4,11.02,1.75,null,FanDuel,6300
102,Jamison Crowder,NYJ,WR,12,MIA,11,15,10.77,1.71,null,FanDuel,6300
102,Ryan Finley,CIN,QB,12,NYG,14,6,0.19,0.03,null,FanDuel,6300
105,Mike Glennon,JAX,QB,12,CLE,18,20,12.53,2.02,null,FanDuel,6200
105,Kenyan Drake,ARI,RB,12,NE,12,14,12.22,1.97,null,FanDuel,6200
105,CeeDee Lamb,DAL,WR,12,WAS,6,2,10.77,1.74,null,FanDuel,6200
105,Tee Higgins,CIN,WR,12,NYG,14,16,10.05,1.62,null,FanDuel,6200
105,Dallas Goedert,PHI,TE,12,SEA,32,10,9.32,1.5,null,FanDuel,6200
105,Rob Gronkowski,TB,TE,12,KC,7,13,8.3,1.34,null,FanDuel,6200
105,Tyrod Taylor,LAC,QB,12,BUF,20,28,0.67,0.11,null,FanDuel,6200
105,C.J. Beathard,SF,QB,12,LAR,1,2,0.55,0.09,null,FanDuel,6200
105,Case Keenum,CLE,QB,12,JAX,31,30,0.3,0.05,null,FanDuel,6200
105,Ben DiNucci,DAL,QB,12,WAS,6,11,0,0,null,FanDuel,6200
115,Duke Johnson,HOU,RB,12,DET,26,32,11.72,1.92,null,FanDuel,6100
115,Giovani Bernard,CIN,RB,12,NYG,14,24,11.71,1.92,null,FanDuel,6100
115,Christian Kirk,ARI,WR,12,NE,12,19,10.62,1.74,null,FanDuel,6100
115,Mike Williams,LAC,WR,12,BUF,20,10,10.54,1.73,null,FanDuel,6100
115,Jalen Hurts,PHI,QB,12,SEA,32,32,3.68,0.6,null,FanDuel,6100
115,Mason Rudolph,PIT,QB,12,BAL,5,14,0.64,0.1,null,FanDuel,6100
115,Jarrett Stidham,NE,QB,12,ARI,19,26,0.62,0.1,null,FanDuel,6100
115,Matt Barkley,BUF,QB,12,LAC,21,27,0.32,0.05,null,FanDuel,6100
115,Jeff Driskel,DEN,QB,12,NO,10,9,0,0,null,FanDuel,6100
115,DJ Chark Jr.,JAX,WR,12,CLE,18,22,0,0,null,FanDuel,6100
115,Brian Hoyer,NE,QB,12,ARI,19,26,0,0,null,FanDuel,6100
115,Brett Rypien,DEN,QB,12,NO,10,9,0,0,null,FanDuel,6100
115,Kyle Allen,WAS,QB,12,DAL,29,27,0,0,null,FanDuel,6100
128,Robert Griffin III,BAL,QB,12,PIT,2,1,13.44,2.24,null,FanDuel,6000
128,Brandon Allen,CIN,QB,12,NYG,14,6,13.2,2.2,null,FanDuel,6000
128,David Montgomery,CHI,RB,12,GB,16,30,11.74,1.96,null,FanDuel,6000
128,Marvin Jones Jr.,DET,WR,12,HOU,28,25,11.5,1.92,null,FanDuel,6000
128,Deebo Samuel,SF,WR,12,LAR,1,1,10.82,1.8,null,FanDuel,6000
128,Corey Davis,TEN,WR,12,IND,3,8,10.8,1.8,null,FanDuel,6000
128,T.J. Hockenson,DET,TE,12,HOU,28,15,10.3,1.72,null,FanDuel,6000
128,Damien Harris,NE,RB,12,ARI,19,13,9.93,1.66,null,FanDuel,6000
128,Jonnu Smith,TEN,TE,12,IND,3,3,7.76,1.29,null,FanDuel,6000
128,Colt McCoy,NYG,QB,12,CIN,24,19,3.02,0.5,null,FanDuel,6000
128,Zach Ertz,PHI,TE,12,SEA,32,10,0.97,0.16,null,FanDuel,6000
128,Chase Daniel,DET,QB,12,HOU,28,22,0.72,0.12,null,FanDuel,6000
128,Matt Schaub,ATL,QB,12,LV,23,25,0.69,0.12,null,FanDuel,6000
128,Blaine Gabbert,TB,QB,12,KC,7,11,0.63,0.1,null,FanDuel,6000
128,John Wolford,LAR,QB,12,SF,8,16,0.59,0.1,null,FanDuel,6000
128,Reid Sinnett,MIA,QB,12,NYJ,28,29,0.58,0.1,null,FanDuel,6000
128,Tyler Bray,CHI,QB,12,GB,16,5,0.37,0.06,null,FanDuel,6000
128,Jacoby Brissett,IND,QB,12,TEN,22,24,0.32,0.05,null,FanDuel,6000
128,AJ McCarron,HOU,QB,12,DET,26,17,0.28,0.05,null,FanDuel,6000
128,David Blough,DET,QB,12,HOU,28,22,0.28,0.05,null,FanDuel,6000
128,Chad Henne,KC,QB,12,TB,9,8,0.24,0.04,null,FanDuel,6000
128,Sean Mannion,MIN,QB,12,CAR,17,13,0.18,0.03,null,FanDuel,6000
128,Geno Smith,SEA,QB,12,PHI,14,12,0.17,0.03,null,FanDuel,6000
128,Logan Woodside,TEN,QB,12,IND,3,3,0.15,0.02,null,FanDuel,6000
128,Tim Boyle,GB,QB,12,CHI,6,4,0.14,0.02,null,FanDuel,6000
128,Nate Stanley,MIN,QB,12,CAR,17,13,0,0,null,FanDuel,6000
128,Nathan Peterman,LV,QB,12,ATL,30,32,0,0,null,FanDuel,6000
128,Kurt Benkert,ATL,QB,12,LV,23,25,0,0,null,FanDuel,6000
128,Darius Bradwell,LAC,RB,12,BUF,20,21,0,0,null,FanDuel,6000
128,DeShone Kizer,TEN,QB,12,IND,3,3,0,0,null,FanDuel,6000
128,Tyler Huntley,BAL,QB,12,PIT,2,1,0,0,null,FanDuel,6000
128,Tommy Stevens,CAR,TE,12,MIN,25,18,0,0,null,FanDuel,6000
128,Steven Montez,WAS,QB,12,DAL,29,27,0,0,null,FanDuel,6000
128,Josh McCown,HOU,QB,12,DET,26,17,0,0,null,FanDuel,6000
128,Matt Moore,KC,QB,12,TB,9,8,0,0,null,FanDuel,6000
128,Marcus Mariota,LV,QB,12,ATL,30,32,0,0,null,FanDuel,6000
128,George Kittle,SF,TE,12,LAR,1,13,0,0,null,FanDuel,6000
128,Davis Webb,BUF,QB,12,LAC,21,27,0,0,null,FanDuel,6000
128,Josh Rosen,TB,QB,12,KC,7,11,0,0,null,FanDuel,6000
128,Ryan Griffin,TB,QB,12,KC,7,11,0,0,null,FanDuel,6000
128,Trace McSorley,BAL,QB,12,PIT,2,1,0,0,null,FanDuel,6000
128,Dak Prescott,DAL,QB,12,WAS,6,11,0,0,null,FanDuel,6000
128,Travis Jonsen,TB,WR,12,KC,7,4,0,0,null,FanDuel,6000
128,Will Grier,CAR,QB,12,MIN,25,18,0,0,null,FanDuel,6000
128,Kyle Lauletta,CLE,QB,12,JAX,31,30,0,0,null,FanDuel,6000
128,Nate Sudfeld,PHI,QB,12,SEA,32,32,0,0,null,FanDuel,6000
128,Brett Hundley,ARI,QB,12,NE,12,10,0,0,null,FanDuel,6000
128,Bryce Perkins,LAR,QB,12,SF,8,16,0,0,null,FanDuel,6000
128,Easton Stick,LAC,QB,12,BUF,20,28,0,0,null,FanDuel,6000
128,Jordan Love,GB,QB,12,CHI,6,4,0,0,null,FanDuel,6000
128,Jake Browning,MIN,QB,12,CAR,17,13,0,0,null,FanDuel,6000
128,Joshua Dobbs,PIT,QB,12,BAL,5,14,0,0,null,FanDuel,6000
128,Jake Fromm,BUF,QB,12,LAC,21,27,0,0,null,FanDuel,6000
128,Blake Bortles,DEN,QB,12,NO,10,9,0,0,null,FanDuel,6000
128,Kendall Hinton,DEN,QB,12,NO,10,20,0,0,null,FanDuel,6000
128,Devlin Hodges,PIT,QB,12,BAL,5,14,0,0,null,FanDuel,6000
128,Cooper Rush,DAL,QB,12,WAS,6,11,0,0,null,FanDuel,6000
128,Jacob Eason,IND,QB,12,TEN,22,24,0,0,null,FanDuel,6000
128,Trevor Siemian,NO,QB,12,DEN,15,17,0,0,null,FanDuel,6000
128,Jake Dolegala,NE,QB,12,ARI,19,26,0,0,null,FanDuel,6000
128,James Morgan,NYJ,QB,12,MIA,11,14,0,0,null,FanDuel,6000
128,Joe Burrow,CIN,QB,12,NYG,14,6,0,0,null,FanDuel,6000
128,Clayton Thorson,NYG,QB,12,CIN,24,19,0,0,null,FanDuel,6000
128,Chris Streveler,ARI,QB,12,NE,12,10,0,0,null,FanDuel,6000
128,Danny Etling,SEA,QB,12,PHI,14,12,0,0,null,FanDuel,6000
193,Curtis Samuel,CAR,WR,12,MIN,25,29,11.25,1.91,null,FanDuel,5900
193,Darius Slayton,NYG,WR,12,CIN,24,26,10.26,1.74,null,FanDuel,5900
193,Breshad Perriman,NYJ,WR,12,MIA,11,15,9.17,1.55,null,FanDuel,5900
193,Hunter Henry,LAC,TE,12,BUF,20,27,8.78,1.49,null,FanDuel,5900
193,Darrell Henderson Jr.,LAR,RB,12,SF,8,8,8.26,1.4,null,FanDuel,5900
193,Marquez Valdes-Scantling,GB,WR,12,CHI,6,2,5.78,0.98,null,FanDuel,5900
193,J.K. Dobbins,BAL,RB,12,PIT,2,3,0,0,null,FanDuel,5900
200,Jakobi Meyers,NE,WR,12,ARI,19,25,10.93,1.88,null,FanDuel,5800
200,Chase Edmonds,ARI,RB,12,NE,12,14,9.53,1.64,null,FanDuel,5800
200,Josh Reynolds,LAR,WR,12,SF,8,11,8.14,1.4,null,FanDuel,5800
200,Robert Tonyan,GB,TE,12,CHI,6,23,7.47,1.29,null,FanDuel,5800
200,Jared Cook,NO,TE,12,DEN,15,6,5.99,1.03,null,FanDuel,5800
200,Salvon Ahmed,MIA,RB,12,NYJ,28,20,0,0,null,FanDuel,5800
206,Nyheim Hines,IND,RB,12,TEN,22,27,12.99,2.28,null,FanDuel,5700
206,Wayne Gallman,NYG,RB,12,CIN,24,22,11.42,2,null,FanDuel,5700
206,Jarvis Landry,CLE,WR,12,JAX,31,28,10.96,1.92,null,FanDuel,5700
206,Michael Pittman Jr.,IND,WR,12,TEN,22,21,9.94,1.74,null,FanDuel,5700
206,Eric Ebron,PIT,TE,12,BAL,5,19,8.02,1.41,null,FanDuel,5700
206,Marquise Brown,BAL,WR,12,PIT,2,19,7.68,1.35,null,FanDuel,5700
206,Jerick McKinnon,SF,RB,12,LAR,1,4,7.08,1.24,null,FanDuel,5700
206,Jerry Jeudy,DEN,WR,12,NO,10,20,6.59,1.16,null,FanDuel,5700
206,Carlos Hyde,SEA,RB,12,PHI,14,11,6.38,1.12,null,FanDuel,5700
206,Noah Fant,DEN,TE,12,NO,10,22,5.96,1.05,null,FanDuel,5700
206,John Brown,BUF,WR,12,LAC,21,7,0,0,null,FanDuel,5700
217,Leonard Fournette,TB,RB,12,KC,7,17,9.29,1.66,null,FanDuel,5600
217,Zack Moss,BUF,RB,12,LAC,21,19,9.28,1.66,null,FanDuel,5600
217,Denzel Mims,NYJ,WR,12,MIA,11,15,9.08,1.62,null,FanDuel,5600
217,J.D. McKissic,WAS,RB,12,DAL,29,24,9.06,1.62,null,FanDuel,5600
217,Evan Engram,NYG,TE,12,CIN,24,28,8.92,1.59,null,FanDuel,5600
217,Allen Lazard,GB,WR,12,CHI,6,2,8.68,1.55,null,FanDuel,5600
217,Sammy Watkins,KC,WR,12,TB,9,13,8.48,1.51,null,FanDuel,5600
217,Mike Gesicki,MIA,TE,12,NYJ,28,26,7.6,1.36,null,FanDuel,5600
217,Emmanuel Sanders,NO,WR,12,DEN,15,14,7.52,1.34,null,FanDuel,5600
217,Jimmy Graham,CHI,TE,12,GB,16,5,6.74,1.2,null,FanDuel,5600
217,Le'Veon Bell,KC,RB,12,TB,9,3,5.23,0.93,null,FanDuel,5600
217,Myles Gaskin,MIA,RB,12,NYJ,28,20,1.09,0.19,null,FanDuel,5600
229,Jalen Reagor,PHI,WR,12,SEA,32,32,8.89,1.62,null,FanDuel,5500
229,Rashard Higgins,CLE,WR,12,JAX,31,28,8.72,1.59,null,FanDuel,5500
229,Michael Gallup,DAL,WR,12,WAS,6,2,8.35,1.52,null,FanDuel,5500
229,Hayden Hurst,ATL,TE,12,LV,23,12,8.04,1.46,null,FanDuel,5500
229,Devin Singletary,BUF,RB,12,LAC,21,19,8.01,1.46,null,FanDuel,5500
229,Jamaal Williams,GB,RB,12,CHI,6,10,7.84,1.43,null,FanDuel,5500
229,Henry Ruggs III,LV,WR,12,ATL,30,30,7.19,1.31,null,FanDuel,5500
229,Malcolm Brown,LAR,RB,12,SF,8,8,6.78,1.23,null,FanDuel,5500
229,Mecole Hardman,KC,WR,12,TB,9,13,6.63,1.21,null,FanDuel,5500
229,Tim Patrick,DEN,WR,12,NO,10,20,5.92,1.08,null,FanDuel,5500
229,Cam Akers,LAR,RB,12,SF,8,8,5.52,1,null,FanDuel,5500
229,Sony Michel,NE,RB,12,ARI,19,13,5,0.91,null,FanDuel,5500
229,Kalen Ballage,LAC,RB,12,BUF,20,21,0,0,null,FanDuel,5500
229,Julian Edelman,NE,WR,12,ARI,19,25,0,0,null,FanDuel,5500
229,Mark Ingram II,BAL,RB,12,PIT,2,3,0,0,null,FanDuel,5500
244,Cole Beasley,BUF,WR,12,LAC,21,7,11.41,2.11,null,FanDuel,5400
244,Sterling Shepard,NYG,WR,12,CIN,24,26,10.56,1.96,null,FanDuel,5400
244,James White,NE,RB,12,ARI,19,13,9.11,1.69,null,FanDuel,5400
244,Adrian Peterson,DET,RB,12,HOU,28,31,8.39,1.55,null,FanDuel,5400
244,Damiere Byrd,NE,WR,12,ARI,19,25,8.19,1.52,null,FanDuel,5400
244,T.Y. Hilton,IND,WR,12,TEN,22,21,7.82,1.45,null,FanDuel,5400
244,Trey Burton,IND,TE,12,TEN,22,25,6.55,1.21,null,FanDuel,5400
244,Jeff Wilson Jr.,SF,RB,12,LAR,1,4,2.48,0.46,null,FanDuel,5400
244,Alex Collins,SEA,RB,12,PHI,14,11,0.66,0.12,null,FanDuel,5400
244,La'Mical Perine,NYJ,RB,12,MIA,11,23,0,0,null,FanDuel,5400
244,Randall Cobb,HOU,WR,12,DET,26,17,0,0,null,FanDuel,5400
255,Keelan Cole Sr.,JAX,WR,12,CLE,18,22,9.12,1.72,null,FanDuel,5300
255,Darnell Mooney,CHI,WR,12,GB,16,9,7.23,1.36,null,FanDuel,5300
255,A.J. Green,CIN,WR,12,NYG,14,16,7.12,1.34,null,FanDuel,5300
255,Dalton Schultz,DAL,TE,12,WAS,6,22,6.2,1.17,null,FanDuel,5300
255,Phillip Lindsay,DEN,RB,12,NO,10,1,5.87,1.11,null,FanDuel,5300
255,N'Keal Harry,NE,WR,12,ARI,19,25,5.87,1.11,null,FanDuel,5300
255,Tyler Higbee,LAR,TE,12,SF,8,2,5.64,1.06,null,FanDuel,5300
255,Willie Snead IV,BAL,WR,12,PIT,2,19,4.88,0.92,null,FanDuel,5300
255,Demarcus Robinson,KC,WR,12,TB,9,13,4.61,0.87,null,FanDuel,5300
255,Cordarrelle Patterson,CHI,WR,12,GB,16,9,4.16,0.78,null,FanDuel,5300
255,DeeJay Dallas,SEA,RB,12,PHI,14,11,2.46,0.46,null,FanDuel,5300
255,Lamar Miller,CHI,RB,12,GB,16,30,1.59,0.3,null,FanDuel,5300
255,JaMycal Hasty,SF,RB,12,LAR,1,4,0,0,null,FanDuel,5300
255,Tevin Coleman,SF,RB,12,LAR,1,4,0,0,null,FanDuel,5300
269,Nelson Agholor,LV,WR,12,ATL,30,30,9.63,1.85,null,FanDuel,5200
269,Frank Gore,NYJ,RB,12,MIA,11,23,8.94,1.72,null,FanDuel,5200
269,Gus Edwards,BAL,RB,12,PIT,2,3,8.56,1.65,null,FanDuel,5200
269,Russell Gage,ATL,WR,12,LV,23,18,8,1.54,null,FanDuel,5200
269,Jordan Akins,HOU,TE,12,DET,26,11,7.22,1.39,null,FanDuel,5200
269,Kendrick Bourne,SF,WR,12,LAR,1,1,6.21,1.19,null,FanDuel,5200
269,David Moore,SEA,WR,12,PHI,14,13,6.02,1.16,null,FanDuel,5200
269,Alexander Mattison,MIN,RB,12,CAR,17,26,4.13,0.79,null,FanDuel,5200
269,Richard Rodgers,PHI,TE,12,SEA,32,10,3.4,0.65,null,FanDuel,5200
269,Irv Smith Jr.,MIN,TE,12,CAR,17,20,0,0,null,FanDuel,5200
269,Danny Amendola,DET,WR,12,HOU,28,25,0,0,null,FanDuel,5200
280,Brian Hill,ATL,RB,12,LV,23,29,10.94,2.15,null,FanDuel,5100
280,Hunter Renfrow,LV,WR,12,ATL,30,30,8.43,1.65,null,FanDuel,5100
280,Austin Hooper,CLE,TE,12,JAX,31,31,8.05,1.58,null,FanDuel,5100
280,Marvin Hall,DET,WR,12,HOU,28,25,7.39,1.45,null,FanDuel,5100
280,Anthony Miller,CHI,WR,12,GB,16,9,7,1.37,null,FanDuel,5100
280,Richie James Jr.,SF,WR,12,LAR,1,1,6.72,1.32,null,FanDuel,5100
280,Tony Pollard,DAL,RB,12,WAS,6,11,6.01,1.18,null,FanDuel,5100
280,Golden Tate,NYG,WR,12,CIN,24,26,5.64,1.11,null,FanDuel,5100
280,Devontae Booker,LV,RB,12,ATL,30,5,5.55,1.09,null,FanDuel,5100
280,Boston Scott,PHI,RB,12,SEA,32,21,5.17,1.01,null,FanDuel,5100
280,K.J. Hamler,DEN,WR,12,NO,10,20,4.69,0.92,null,FanDuel,5100
280,Jack Doyle,IND,TE,12,TEN,22,25,4.15,0.81,null,FanDuel,5100
280,Scotty Miller,TB,WR,12,KC,7,4,2.3,0.45,null,FanDuel,5100
280,Larry Fitzgerald,ARI,WR,12,NE,12,19,0,0,null,FanDuel,5100
280,Travis Homer,SEA,RB,12,PHI,14,11,0,0,null,FanDuel,5100
295,Benny Snell Jr.,PIT,RB,12,BAL,5,8,9.44,1.89,null,FanDuel,5000
295,Miami Dolphins,MIA,DST,12,NYJ,null,null,9.2,1.84,null,FanDuel,5000
295,Jordan Wilkins,IND,RB,12,TEN,22,27,8.99,1.8,null,FanDuel,5000
295,Laviska Shenault Jr.,JAX,WR,12,CLE,18,22,8.19,1.64,null,FanDuel,5000
295,Jordan Reed,SF,TE,12,LAR,1,13,7.56,1.51,null,FanDuel,5000
295,Latavius Murray,NO,RB,12,DEN,15,15,7.24,1.45,null,FanDuel,5000
295,Zach Pascal,IND,WR,12,TEN,22,21,7.12,1.42,null,FanDuel,5000
295,Logan Thomas,WAS,TE,12,DAL,29,20,6.68,1.34,null,FanDuel,5000
295,Greg Ward,PHI,WR,12,SEA,32,32,5.39,1.08,null,FanDuel,5000
295,Ross Dwelley,SF,TE,12,LAR,1,13,4.22,0.84,null,FanDuel,5000
295,Tre'Quan Smith,NO,WR,12,DEN,15,14,3.03,0.61,null,FanDuel,5000
