Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
61,Carlos Hyde,SF,RB,12,SEA,7,5,12.64,1.92,null,FanDuel,6600
61,Mitch Trubisky,CHI,QB,12,PHI,6,12,11.66,1.77,null,FanDuel,6600
61,Davante Adams,GB,WR,12,PIT,2,4,10.97,1.66,null,FanDuel,6600
61,Tom Savage,HOU,QB,12,BAL,2,2,10.01,1.52,null,FanDuel,6600
65,Ryan Fitzpatrick,TB,QB,12,ATL,13,18,14.86,2.29,null,FanDuel,6500
65,DeMarco Murray,TEN,RB,12,IND,30,22,11.01,1.69,null,FanDuel,6500
65,DeSean Jackson,TB,WR,12,ATL,13,6,8.22,1.26,null,FanDuel,6500
65,Jimmy Garoppolo,SF,QB,12,SEA,7,8,1.92,0.3,null,FanDuel,6500
65,Devonta Freeman,ATL,RB,12,TB,26,21,0,0,null,FanDuel,6500
65,Brock Osweiler,DEN,QB,12,LV,29,28,0,0,null,FanDuel,6500
71,Greg Olsen,CAR,TE,12,NYJ,18,26,9.69,1.51,null,FanDuel,6400
71,Devante Parker,MIA,WR,12,NE,28,28,9.58,1.5,null,FanDuel,6400
71,Drew Stanton,ARI,QB,12,JAX,1,1,0.19,0.03,null,FanDuel,6400
74,Deshone Kizer,CLE,QB,12,CIN,10,11,11.99,1.9,null,FanDuel,6300
74,Lamar Miller,HOU,RB,12,BAL,2,17,11.1,1.76,null,FanDuel,6300
74,Blaine Gabbert,ARI,QB,12,JAX,1,1,10.68,1.7,null,FanDuel,6300
74,Emmanuel Sanders,DEN,WR,12,LV,29,20,10.17,1.61,null,FanDuel,6300
74,Marqise Lee,JAX,WR,12,ARI,24,25,8.34,1.32,null,FanDuel,6300
74,Rishard Matthews,TEN,WR,12,IND,30,30,0,0,null,FanDuel,6300
80,Tevin Coleman,ATL,RB,12,TB,26,21,14.56,2.35,null,FanDuel,6200
80,Paxton Lynch,DEN,QB,12,LV,29,28,14.06,2.27,null,FanDuel,6200
80,Brett Hundley,GB,QB,12,PIT,2,3,11.97,1.93,null,FanDuel,6200
80,CJ Beathard,SF,QB,12,SEA,7,8,11.55,1.86,null,FanDuel,6200
80,Dion Lewis,NE,RB,12,MIA,21,20,11.44,1.85,null,FanDuel,6200
80,Joe Mixon,CIN,RB,12,CLE,17,9,10.65,1.72,null,FanDuel,6200
80,Vernon Davis,WAS,TE,12,NYG,32,32,9.89,1.6,null,FanDuel,6200
80,Jeremy Maclin,BAL,WR,12,HOU,28,30,9.16,1.48,null,FanDuel,6200
80,Jordy Nelson,GB,WR,12,PIT,2,4,7.49,1.21,null,FanDuel,6200
80,CJ Anderson,DEN,RB,12,LV,29,27,6.64,1.07,null,FanDuel,6200
80,Jordan Reed,WAS,TE,12,NYG,32,32,0,0,null,FanDuel,6200
91,Orleans Darkwa,NYG,RB,12,WAS,29,26,10.91,1.79,null,FanDuel,6100
91,Josh Doctson,WAS,WR,12,NYG,32,21,9.09,1.49,null,FanDuel,6100
91,Nathan Peterman,BUF,QB,12,KC,23,24,0.12,0.02,null,FanDuel,6100
94,Matt Moore,MIA,QB,12,NE,28,31,13.71,2.28,null,FanDuel,6000
94,Jamison Crowder,WAS,WR,12,NYG,32,21,11.08,1.85,null,FanDuel,6000
94,Doug Martin,TB,RB,12,ATL,13,10,8.44,1.41,null,FanDuel,6000
94,Trevor Siemian,DEN,QB,12,LV,29,28,1.2,0.2,null,FanDuel,6000
94,Brian Hoyer,NE,QB,12,MIA,21,20,0.24,0.04,null,FanDuel,6000
94,Bryce Petty,NYJ,QB,12,CAR,4,6,0.23,0.04,null,FanDuel,6000
94,Mike Glennon,CHI,QB,12,PHI,6,12,0.23,0.04,null,FanDuel,6000
94,Ryan Mallett,BAL,QB,12,HOU,28,32,0.23,0.04,null,FanDuel,6000
94,AJ McCarron,CIN,QB,12,CLE,17,22,0.21,0.04,null,FanDuel,6000
94,Austin Davis,SEA,QB,12,SF,32,30,0.2,0.03,null,FanDuel,6000
94,Colt McCoy,WAS,QB,12,NYG,32,30,0.19,0.03,null,FanDuel,6000
94,EJ Manuel,LV,QB,12,DEN,14,16,0.19,0.03,null,FanDuel,6000
94,Matt Schaub,ATL,QB,12,TB,26,23,0.19,0.03,null,FanDuel,6000
94,TJ Yates,HOU,QB,12,BAL,2,2,0.17,0.03,null,FanDuel,6000
94,Patrick Mahomes,KC,QB,12,BUF,19,9,0.17,0.03,null,FanDuel,6000
94,Chase Daniel,NO,QB,12,LAR,8,5,0.17,0.03,null,FanDuel,6000
94,Landry Jones,PIT,QB,12,GB,16,13,0.17,0.03,null,FanDuel,6000
94,Cody Kessler,CLE,QB,12,CIN,10,11,0.16,0.03,null,FanDuel,6000
94,Scott Tolzien,IND,QB,12,TEN,22,21,0.14,0.02,null,FanDuel,6000
94,Matt Cassel,TEN,QB,12,IND,30,26,0.12,0.02,null,FanDuel,6000
94,Nick Foles,PHI,QB,12,CHI,12,7,0.1,0.02,null,FanDuel,6000
94,Geno Smith,NYG,QB,12,WAS,29,26,0.1,0.02,null,FanDuel,6000
94,Derek Anderson,CAR,QB,12,NYJ,18,19,0.08,0.01,null,FanDuel,6000
94,Chad Henne,JAX,QB,12,ARI,24,27,0.08,0.01,null,FanDuel,6000
94,Sean Mannion,LAR,QB,12,NO,11,14,0.06,0.01,null,FanDuel,6000
94,Ryan Griffin,TB,QB,12,ATL,13,18,0.04,0.01,null,FanDuel,6000
94,Joe Callahan,GB,QB,12,PIT,2,3,0.03,0,null,FanDuel,6000
94,Kevin Hogan,CLE,QB,12,CIN,10,11,0,0,null,FanDuel,6000
94,Chad Kelly,DEN,QB,12,LV,29,28,0,0,null,FanDuel,6000
94,David Johnson,ARI,RB,12,JAX,1,17,0,0,null,FanDuel,6000
94,Tyler Bray,KC,QB,12,BUF,19,9,0,0,null,FanDuel,6000
94,Nate Sudfeld,PHI,QB,12,CHI,12,7,0,0,null,FanDuel,6000
94,Chris Thompson,WAS,RB,12,NYG,32,21,0,0,null,FanDuel,6000
94,Joe Webb,BUF,QB,12,KC,23,24,0,0,null,FanDuel,6000
94,Garrett Gilbert,CAR,QB,12,NYJ,18,19,0,0,null,FanDuel,6000
94,Brandon Allen,LAR,QB,12,NO,11,14,0,0,null,FanDuel,6000
94,Brandon Weeden,TEN,QB,12,IND,30,26,0,0,null,FanDuel,6000
94,Joshua Dobbs,PIT,QB,12,GB,16,13,0,0,null,FanDuel,6000
94,Taysom Hill,NO,QB,12,LAR,8,5,0,0,null,FanDuel,6000
94,Connor Cook,LV,QB,12,DEN,14,16,0,0,null,FanDuel,6000
94,Mark Sanchez,CHI,QB,12,PHI,6,12,0,0,null,FanDuel,6000
94,Alex Tanney,TEN,QB,12,IND,30,26,0,0,null,FanDuel,6000
94,Jeff Driskel,CIN,QB,12,CLE,17,22,0,0,null,FanDuel,6000
94,Christian Hackenberg,NYJ,QB,12,CAR,4,6,0,0,null,FanDuel,6000
94,Davis Webb,NYG,QB,12,WAS,29,26,0,0,null,FanDuel,6000
94,Matt Barkley,ARI,QB,12,JAX,1,1,0,0,null,FanDuel,6000
140,Rex Burkhead,NE,RB,12,MIA,21,20,9.93,1.68,null,FanDuel,5900
140,Delanie Walker,TEN,TE,12,IND,30,18,9.89,1.68,null,FanDuel,5900
140,Alex Collins,BAL,RB,12,HOU,28,3,9.67,1.64,null,FanDuel,5900
140,Adrian Peterson,ARI,RB,12,JAX,1,17,8.5,1.44,null,FanDuel,5900
140,Sammy Watkins,LAR,WR,12,NO,11,9,8.32,1.41,null,FanDuel,5900
140,Nelson Agholor,PHI,WR,12,CHI,12,14,7.9,1.34,null,FanDuel,5900
140,Kelvin Benjamin,BUF,WR,12,KC,23,32,0,0,null,FanDuel,5900
147,Mohamed Sanu,ATL,WR,12,TB,26,31,8.93,1.54,null,FanDuel,5800
147,Bilal Powell,NYJ,RB,12,CAR,4,4,8.8,1.52,null,FanDuel,5800
147,Paul Richardson,SEA,WR,12,SF,32,21,8.62,1.49,null,FanDuel,5800
147,Corey Coleman,CLE,WR,12,CIN,10,4,8.16,1.41,null,FanDuel,5800
147,Will Fuller,HOU,WR,12,BAL,2,2,0,0,null,FanDuel,5800
152,Jack Doyle,IND,TE,12,TEN,22,7,9.26,1.62,null,FanDuel,5700
152,Ted Ginn,NO,WR,12,LAR,8,7,8.39,1.47,null,FanDuel,5700
152,Danny Amendola,NE,WR,12,MIA,21,19,8.3,1.46,null,FanDuel,5700
152,Tyler Kroft,CIN,TE,12,CLE,17,30,6.92,1.21,null,FanDuel,5700
152,Aaron Jones,GB,RB,12,PIT,2,6,0,0,null,FanDuel,5700
157,Marshawn Lynch,LV,RB,12,DEN,14,6,10.03,1.79,null,FanDuel,5600
157,Isaiah Crowell,CLE,RB,12,CIN,10,19,9.35,1.67,null,FanDuel,5600
157,Kenny Stills,MIA,WR,12,NE,28,28,8.99,1.61,null,FanDuel,5600
157,Damien Williams,MIA,RB,12,NE,28,26,8.23,1.47,null,FanDuel,5600
157,Mike Wallace,BAL,WR,12,HOU,28,30,7.57,1.35,null,FanDuel,5600
157,Austin Seferian-Jenkins,NYJ,TE,12,CAR,4,13,7.21,1.29,null,FanDuel,5600
157,Ty Montgomery,GB,RB,12,PIT,2,6,0,0,null,FanDuel,5600
164,Jacksonville Jaguars,JAX,DST,12,ARI,null,null,10.6,1.93,null,FanDuel,5500
164,Duke Johnson,CLE,RB,12,CIN,10,19,9.14,1.66,null,FanDuel,5500
164,Devontae Booker,DEN,RB,12,LV,29,27,8.87,1.61,null,FanDuel,5500
164,Jared Cook,LV,TE,12,DEN,14,31,8.38,1.52,null,FanDuel,5500
164,Derrick Henry,TEN,RB,12,IND,30,22,7.43,1.35,null,FanDuel,5500
164,Marlon Mack,IND,RB,12,TEN,22,8,7.27,1.32,null,FanDuel,5500
164,JD McKissic,SEA,WR,12,SF,32,32,7.25,1.32,null,FanDuel,5500
164,Jermaine Kearse,NYJ,WR,12,CAR,4,11,6.88,1.25,null,FanDuel,5500
164,Allen Hurns,JAX,WR,12,ARI,24,25,0,0,null,FanDuel,5500
173,Cooper Kupp,LAR,WR,12,NO,11,9,9.9,1.83,null,FanDuel,5400
173,Jamaal Williams,GB,RB,12,PIT,2,6,9.49,1.76,null,FanDuel,5400
173,Danny Woodhead,BAL,RB,12,HOU,28,3,9.25,1.71,null,FanDuel,5400
173,Corey Davis,TEN,WR,12,IND,30,30,8.87,1.64,null,FanDuel,5400
173,Brandon LaFell,CIN,WR,12,CLE,17,10,7.63,1.41,null,FanDuel,5400
173,Tyler Lockett,SEA,WR,12,SF,32,21,7.44,1.38,null,FanDuel,5400
173,Jonathan Stewart,CAR,RB,12,NYJ,18,12,7.08,1.31,null,FanDuel,5400
173,LeGarrette Blount,PHI,RB,12,CHI,12,15,6.14,1.14,null,FanDuel,5400
173,Matt Forte,NYJ,RB,12,CAR,4,4,2.25,0.42,null,FanDuel,5400
173,John Brown,ARI,WR,12,JAX,1,1,0,0,null,FanDuel,5400
183,James White,NE,RB,12,MIA,21,20,8.25,1.56,null,FanDuel,5300
183,Kenyan Drake,MIA,RB,12,NE,28,26,7.78,1.47,null,FanDuel,5300
183,Charles Clay,BUF,TE,12,KC,23,9,7.66,1.45,null,FanDuel,5300
183,Dontrelle Inman,CHI,WR,12,PHI,6,17,7.37,1.39,null,FanDuel,5300
183,Bruce Ellington,HOU,WR,12,BAL,2,2,7.02,1.32,null,FanDuel,5300
183,Randall Cobb,GB,WR,12,PIT,2,4,6.92,1.31,null,FanDuel,5300
183,Jordan Matthews,BUF,WR,12,KC,23,32,6.76,1.28,null,FanDuel,5300
183,Marquise Goodwin,SF,WR,12,SEA,7,14,6.67,1.26,null,FanDuel,5300
183,Tarik Cohen,CHI,RB,12,PHI,6,3,6.25,1.18,null,FanDuel,5300
183,Corey Clement,PHI,RB,12,CHI,12,15,5.71,1.08,null,FanDuel,5300
183,Russell Shepard,CAR,WR,12,NYJ,18,22,5.69,1.07,null,FanDuel,5300
183,Eddie Lacy,SEA,RB,12,SF,32,32,5.35,1.01,null,FanDuel,5300
183,Ricky Seals-Jones,ARI,TE,12,JAX,1,11,2.72,0.51,null,FanDuel,5300
196,Frank Gore,IND,RB,12,TEN,22,8,10.34,1.99,null,FanDuel,5200
196,Stephen Gostkowski,NE,K,12,MIA,21,18,9.8,1.88,null,FanDuel,5200
196,Greg Zuerlein,LAR,K,12,NO,11,9,9.2,1.77,null,FanDuel,5200
196,Martavis Bryant,PIT,WR,12,GB,16,26,8.03,1.54,null,FanDuel,5200
196,Austin Hooper,ATL,TE,12,TB,26,5,7.21,1.39,null,FanDuel,5200
196,Cameron Brate,TB,TE,12,ATL,13,10,6.51,1.25,null,FanDuel,5200
196,Taylor Gabriel,ATL,WR,12,TB,26,31,5.19,1,null,FanDuel,5200
196,Matt Breida,SF,RB,12,SEA,7,5,4.94,0.95,null,FanDuel,5200
196,Thomas Rawls,SEA,RB,12,SF,32,32,3.97,0.76,null,FanDuel,5200
196,Albert Wilson,KC,WR,12,BUF,19,12,3.58,0.69,null,FanDuel,5200
196,Adam Shaheen,CHI,TE,12,PHI,6,16,2.88,0.55,null,FanDuel,5200
207,Wil Lutz,NO,K,12,LAR,8,2,8.6,1.69,null,FanDuel,5100
207,Seattle Seahawks,SEA,DST,12,SF,null,null,8.2,1.61,null,FanDuel,5100
207,Julius Thomas,MIA,TE,12,NE,28,17,6.75,1.32,null,FanDuel,5100
207,Zay Jones,BUF,WR,12,KC,23,32,6.26,1.23,null,FanDuel,5100
207,Ryan Grant,WAS,WR,12,NYG,32,21,6.15,1.21,null,FanDuel,5100
207,Roger Lewis,NYG,WR,12,WAS,29,12,6.01,1.18,null,FanDuel,5100
207,OJ Howard,TB,TE,12,ATL,13,10,4.2,0.82,null,FanDuel,5100
214,Harrison Butker,KC,K,12,BUF,19,29,9.3,1.86,null,FanDuel,5000
214,Baltimore Ravens,BAL,DST,12,HOU,null,null,9.1,1.82,null,FanDuel,5000
214,Jake Elliott,PHI,K,12,CHI,12,22,8.8,1.76,null,FanDuel,5000
214,Carolina Panthers,CAR,DST,12,NYJ,null,null,8.2,1.64,null,FanDuel,5000
214,Elijah McGuire,NYJ,RB,12,CAR,4,4,7.47,1.49,null,FanDuel,5000
214,Kansas City Chiefs,KC,DST,12,BUF,null,null,6.7,1.34,null,FanDuel,5000
214,Giovani Bernard,CIN,RB,12,CLE,17,9,5.83,1.17,null,FanDuel,5000
214,Jaron Brown,ARI,WR,12,JAX,1,1,4.61,0.92,null,FanDuel,5000
214,Charcandrick West,KC,RB,12,BUF,19,31,4.59,0.92,null,FanDuel,5000
214,Marcedes Lewis,JAX,TE,12,ARI,24,20,4.45,0.89,null,FanDuel,5000
214,Phillip Dorsett,NE,WR,12,MIA,21,19,4.18,0.84,null,FanDuel,5000
214,Jamaal Charles,DEN,RB,12,LV,29,27,4.16,0.83,null,FanDuel,5000
214,Chester Rogers,IND,WR,12,TEN,22,27,4.05,0.81,null,FanDuel,5000
214,Kerwynn Williams,ARI,RB,12,JAX,1,17,2.94,0.59,null,FanDuel,5000
214,Chris Ivory,JAX,RB,12,ARI,24,11,2.08,0.42,null,FanDuel,5000
214,Andre Ellington,HOU,RB,12,BAL,2,17,0,0,null,FanDuel,5000
230,Cincinnati Bengals,CIN,DST,12,CLE,null,null,10.3,2.1,null,FanDuel,4900
230,Matt Bryant,ATL,K,12,TB,26,14,9,1.84,null,FanDuel,4900
230,Philadelphia Eagles,PHI,DST,12,CHI,null,null,8.8,1.8,null,FanDuel,4900
230,Graham Gano,CAR,K,12,NYJ,18,5,7.7,1.57,null,FanDuel,4900
230,Washington Football Team,WAS,DST,12,NYG,null,null,7.5,1.53,null,FanDuel,4900
230,Terron Ward,ATL,RB,12,TB,26,21,6.69,1.37,null,FanDuel,4900
230,Eric Decker,TEN,WR,12,IND,30,30,6.56,1.34,null,FanDuel,4900
230,Dede Westbrook,JAX,WR,12,ARI,24,25,6.42,1.31,null,FanDuel,4900
230,Jesse James,PIT,TE,12,GB,16,1,5.68,1.16,null,FanDuel,4900
230,Donte Moncrief,IND,WR,12,TEN,22,27,5.31,1.08,null,FanDuel,4900
230,Deandre Washington,LV,RB,12,DEN,14,6,4.94,1.01,null,FanDuel,4900
230,Coby Fleener,NO,TE,12,LAR,8,13,4.25,0.87,null,FanDuel,4900
230,Brandon Coleman,NO,WR,12,LAR,8,7,3.97,0.81,null,FanDuel,4900
230,Charles Sims,TB,RB,12,ATL,13,10,3.91,0.8,null,FanDuel,4900
230,Javorius Allen,BAL,RB,12,HOU,28,3,2.66,0.54,null,FanDuel,4900
230,Josh Gordon,CLE,WR,12,CIN,10,4,0,0,null,FanDuel,4900
230,Byron Marshall,WAS,WR,12,NYG,32,21,0,0,null,FanDuel,4900
247,Pittsburgh Steelers,PIT,DST,12,GB,null,null,10.1,2.1,null,FanDuel,4800
247,Chris Boswell,PIT,K,12,GB,16,30,9.1,1.9,null,FanDuel,4800
247,Justin Tucker,BAL,K,12,HOU,28,26,9.1,1.9,null,FanDuel,4800
247,Ryan Succop,TEN,K,12,IND,30,24,8.7,1.81,null,FanDuel,4800
247,Blair Walsh,SEA,K,12,SF,32,29,7.9,1.65,null,FanDuel,4800
247,Tavarres King,NYG,WR,12,WAS,29,12,6.24,1.3,null,FanDuel,4800
247,Benjamin Watson,BAL,TE,12,HOU,28,27,6.01,1.25,null,FanDuel,4800
247,TJ Yeldon,JAX,RB,12,ARI,24,11,4.49,0.94,null,FanDuel,4800
247,Demarcus Robinson,KC,WR,12,BUF,19,12,3.82,0.8,null,FanDuel,4800
247,Wayne Gallman,NYG,RB,12,WAS,29,26,3.57,0.74,null,FanDuel,4800
247,Ed Dickson,CAR,TE,12,NYJ,18,26,1.91,0.4,null,FanDuel,4800
247,Cameron Artis-Payne,CAR,RB,12,NYJ,18,12,0.82,0.17,null,FanDuel,4800
247,Ryan Griffin,HOU,TE,12,BAL,2,24,0,0,null,FanDuel,4800
247,Mike Gillislee,NE,RB,12,MIA,21,20,0,0,null,FanDuel,4800
247,Terrelle Pryor,WAS,WR,12,NYG,32,21,0,0,null,FanDuel,4800
262,Nick Rose,WAS,K,12,NYG,32,21,8.5,1.81,null,FanDuel,4700
262,New England Patriots,NE,DST,12,MIA,null,null,8.1,1.72,null,FanDuel,4700
262,Adam Vinatieri,IND,K,12,TEN,22,31,8.1,1.72,null,FanDuel,4700
262,George Kittle,SF,TE,12,SEA,7,22,4.53,0.96,null,FanDuel,4700
262,Taywan Taylor,TEN,WR,12,IND,30,30,4.21,0.9,null,FanDuel,4700
262,Kenny Britt,CLE,WR,12,CIN,10,4,4.2,0.89,null,FanDuel,4700
262,Travis Rudolph,NYG,WR,12,WAS,29,12,4.17,0.89,null,FanDuel,4700
262,Adam Humphries,TB,WR,12,ATL,13,6,3.88,0.83,null,FanDuel,4700
262,Ricardo Louis,CLE,WR,12,CIN,10,4,3.82,0.81,null,FanDuel,4700
262,Torrey Smith,PHI,WR,12,CHI,12,14,3.6,0.77,null,FanDuel,4700
262,Seth DeValve,CLE,TE,12,CIN,10,12,3.33,0.71,null,FanDuel,4700
262,Willie Snead,NO,WR,12,LAR,8,7,3.19,0.68,null,FanDuel,4700
262,Richard Rodgers,GB,TE,12,PIT,2,3,2.76,0.59,null,FanDuel,4700
262,Maurice Harris,WAS,WR,12,NYG,32,21,1.54,0.33,null,FanDuel,4700
262,Nick O'Leary,BUF,TE,12,KC,23,9,1.2,0.26,null,FanDuel,4700
262,Martellus Bennett,NE,TE,12,MIA,21,27,0,0,null,FanDuel,4700
262,Terrance West,BAL,RB,12,HOU,28,3,0,0,null,FanDuel,4700
262,Mike Tolbert,BUF,RB,12,KC,23,13,0,0,null,FanDuel,4700
280,Brandon McManus,DEN,K,12,LV,29,32,8.4,1.83,null,FanDuel,4600
280,Atlanta Falcons,ATL,DST,12,TB,null,null,7.5,1.63,null,FanDuel,4600
280,Josh Lambo,JAX,K,12,ARI,24,18,7.1,1.54,null,FanDuel,4600
280,Tennessee Titans,TEN,DST,12,IND,null,null,6.7,1.46,null,FanDuel,4600
280,Patrick Murray,TB,K,12,ATL,13,27,6.6,1.43,null,FanDuel,4600
280,Steven Hauschka,BUF,K,12,KC,23,5,6.1,1.33,null,FanDuel,4600
280,Chandler Catanzaro,NYJ,K,12,CAR,4,9,5.9,1.28,null,FanDuel,4600
280,JJ Nelson,ARI,WR,12,JAX,1,1,5.47,1.19,null,FanDuel,4600
280,Shane Vereen,NYG,RB,12,WAS,29,26,5.43,1.18,null,FanDuel,4600
280,Jalen Richard,LV,RB,12,DEN,14,6,5.02,1.09,null,FanDuel,4600
280,Deonte Thompson,BUF,WR,12,KC,23,32,4.95,1.08,null,FanDuel,4600
280,Tavon Austin,LAR,WR,12,NO,11,9,4.93,1.07,null,FanDuel,4600
280,Aldrick Robinson,SF,WR,12,SEA,7,14,3.94,0.86,null,FanDuel,4600
280,De'Anthony Thomas,KC,WR,12,BUF,19,12,2.47,0.54,null,FanDuel,4600
280,James Conner,PIT,RB,12,GB,16,26,1.74,0.38,null,FanDuel,4600
280,Benjamin Cunningham,CHI,RB,12,PHI,6,3,1.36,0.3,null,FanDuel,4600
280,Jeremy Sprinkle,WAS,TE,12,NYG,32,32,0.76,0.17,null,FanDuel,4600
280,Vance McDonald,PIT,TE,12,GB,16,1,0,0,null,FanDuel,4600
280,AJ Derby,DEN,TE,12,LV,29,24,0,0,null,FanDuel,4600
280,Wendell Smallwood,PHI,RB,12,CHI,12,15,0,0,null,FanDuel,4600
280,Chris Conley,KC,WR,12,BUF,19,12,0,0,null,FanDuel,4600
301,Giorgio Tavecchio,LV,K,12,DEN,14,22,7.6,1.69,null,FanDuel,4500
301,Arizona Cardinals,ARI,DST,12,JAX,null,null,7.3,1.62,null,FanDuel,4500
301,Randy Bullock,CIN,K,12,CLE,17,16,7,1.56,null,FanDuel,4500
301,Keelan Cole,JAX,WR,12,ARI,24,25,6.15,1.37,null,FanDuel,4500
