Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
47,Amari Cooper,DAL,WR,1,LAR,14,12,11.23,1.58,null,FanDuel,7100
52,Tyrod Taylor,LAC,QB,1,CIN,24,27,17.17,2.45,null,FanDuel,7000
52,Ryan Tannehill,TEN,QB,1,DEN,8,9,15.96,2.28,null,FanDuel,7000
52,Baker Mayfield,CLE,QB,1,BAL,3,2,15.06,2.15,null,FanDuel,7000
52,Keenan Allen,LAC,WR,1,CIN,24,18,12.33,1.76,null,FanDuel,7000
52,Mark Ingram II,BAL,RB,1,CLE,20,25,11.82,1.69,null,FanDuel,7000
57,Mitchell Trubisky,CHI,QB,1,DET,30,28,15.26,2.21,null,FanDuel,6900
57,Robert Woods,LAR,WR,1,DAL,9,7,12.19,1.77,null,FanDuel,6900
57,Odell Beckham Jr.,CLE,WR,1,BAL,3,12,11.53,1.67,null,FanDuel,6900
57,Darren Waller,LV,TE,1,CAR,26,7,10.07,1.46,null,FanDuel,6900
57,Leonard Fournette,TB,RB,1,NO,15,4,6.23,0.9,null,FanDuel,6900
57,Courtland Sutton,DEN,WR,1,TEN,17,16,0,0,null,FanDuel,6900
63,Teddy Bridgewater,CAR,QB,1,LV,25,26,17.26,2.54,null,FanDuel,6800
63,James Conner,PIT,RB,1,NYG,29,18,14.28,2.1,null,FanDuel,6800
63,Sam Darnold,NYJ,QB,1,BUF,2,3,12.93,1.9,null,FanDuel,6800
63,Adam Thielen,MIN,WR,1,GB,12,11,12.68,1.86,null,FanDuel,6800
63,Tyler Lockett,SEA,WR,1,ATL,21,17,11.77,1.73,null,FanDuel,6800
63,Miles Sanders,PHI,RB,1,WAS,28,30,0,0,null,FanDuel,6800
69,Gardner Minshew II,JAX,QB,1,IND,18,22,16.65,2.49,null,FanDuel,6700
69,Drew Lock,DEN,QB,1,TEN,17,18,15.54,2.32,null,FanDuel,6700
69,A.J. Brown,TEN,WR,1,DEN,8,9,11.74,1.75,null,FanDuel,6700
69,Zach Ertz,PHI,TE,1,WAS,28,28,10.97,1.64,null,FanDuel,6700
69,Julian Edelman,NE,WR,1,MIA,32,31,10.96,1.64,null,FanDuel,6700
69,DeVante Parker,MIA,WR,1,NE,1,1,10.41,1.55,null,FanDuel,6700
75,Joe Burrow,CIN,QB,1,LAC,7,7,15.68,2.38,null,FanDuel,6600
75,Kenyan Drake,ARI,RB,1,SF,4,3,14.1,2.14,null,FanDuel,6600
75,Calvin Ridley,ATL,WR,1,SEA,19,15,12.35,1.87,null,FanDuel,6600
75,DJ Chark Jr.,JAX,WR,1,IND,18,26,11.81,1.79,null,FanDuel,6600
75,Stefon Diggs,BUF,WR,1,NYJ,13,25,11.33,1.72,null,FanDuel,6600
75,Melvin Gordon III,DEN,RB,1,TEN,17,16,11.3,1.71,null,FanDuel,6600
81,Dwayne Haskins Jr.,WAS,QB,1,PHI,16,14,13.16,2.02,null,FanDuel,6500
81,Le'Veon Bell,NYJ,RB,1,BUF,2,13,12.34,1.9,null,FanDuel,6500
81,Terry McLaurin,WAS,WR,1,PHI,16,30,12.31,1.89,null,FanDuel,6500
81,T.Y. Hilton,IND,WR,1,JAX,22,10,11.39,1.75,null,FanDuel,6500
85,Ryan Fitzpatrick,MIA,QB,1,NE,1,1,14.49,2.26,null,FanDuel,6400
85,DK Metcalf,SEA,WR,1,ATL,21,17,11.3,1.77,null,FanDuel,6400
87,David Johnson,HOU,RB,1,KC,11,27,12.49,1.98,null,FanDuel,6300
87,Devin Singletary,BUF,RB,1,NYJ,13,9,11.01,1.75,null,FanDuel,6300
87,Jarvis Landry,CLE,WR,1,BAL,3,12,9.97,1.58,null,FanDuel,6300
87,Evan Engram,NYG,TE,1,PIT,5,13,8.89,1.41,null,FanDuel,6300
87,Nick Foles,CHI,QB,1,DET,30,28,1.28,0.2,null,FanDuel,6300
92,Marvin Jones Jr.,DET,WR,1,CHI,6,5,11.76,1.9,null,FanDuel,6200
92,Raheem Mostert,SF,RB,1,ARI,31,21,11.54,1.86,null,FanDuel,6200
92,Michael Gallup,DAL,WR,1,LAR,14,12,11.21,1.81,null,FanDuel,6200
92,A.J. Green,CIN,WR,1,LAC,7,4,10.51,1.7,null,FanDuel,6200
92,Tua Tagovailoa,MIA,QB,1,NE,1,1,0.17,0.03,null,FanDuel,6200
97,Tyler Boyd,CIN,WR,1,LAC,7,4,10.65,1.75,null,FanDuel,6100
97,Marlon Mack,IND,RB,1,JAX,22,31,10.12,1.66,null,FanDuel,6100
97,John Brown,BUF,WR,1,NYJ,13,25,9.03,1.48,null,FanDuel,6100
97,Justin Herbert,LAC,QB,1,CIN,24,27,0.51,0.08,null,FanDuel,6100
101,Will Fuller V,HOU,WR,1,KC,11,3,10.98,1.83,null,FanDuel,6000
101,Jamison Crowder,NYJ,WR,1,BUF,2,2,10.05,1.68,null,FanDuel,6000
101,Hunter Henry,LAC,TE,1,CIN,24,12,9.35,1.56,null,FanDuel,6000
101,Sony Michel,NE,RB,1,MIA,32,28,9.17,1.53,null,FanDuel,6000
101,Easton Stick,LAC,QB,1,CIN,24,27,1.14,0.19,null,FanDuel,6000
101,John Wolford,LAR,QB,1,DAL,9,13,1,0.17,null,FanDuel,6000
101,Jameis Winston,NO,QB,1,TB,23,23,0.83,0.14,null,FanDuel,6000
101,David Blough,DET,QB,1,CHI,6,6,0.82,0.14,null,FanDuel,6000
101,Andy Dalton,DAL,QB,1,LAR,14,11,0.79,0.13,null,FanDuel,6000
101,Mason Rudolph,PIT,QB,1,NYG,29,30,0.76,0.13,null,FanDuel,6000
101,Kyle Allen,WAS,QB,1,PHI,16,14,0.75,0.12,null,FanDuel,6000
101,Nathan Peterman,LV,QB,1,CAR,26,16,0.72,0.12,null,FanDuel,6000
101,Nick Mullens,SF,QB,1,ARI,31,32,0.69,0.12,null,FanDuel,6000
101,Blaine Gabbert,TB,QB,1,NO,15,20,0.65,0.11,null,FanDuel,6000
101,Matt Schaub,ATL,QB,1,SEA,19,15,0.61,0.1,null,FanDuel,6000
101,Jacoby Brissett,IND,QB,1,JAX,22,19,0.37,0.06,null,FanDuel,6000
101,Robert Griffin III,BAL,QB,1,CLE,20,21,0.35,0.06,null,FanDuel,6000
101,Matt Barkley,BUF,QB,1,NYJ,13,17,0.33,0.06,null,FanDuel,6000
101,Ryan Finley,CIN,QB,1,LAC,7,7,0.23,0.04,null,FanDuel,6000
101,Logan Woodside,TEN,QB,1,DEN,8,9,0.19,0.03,null,FanDuel,6000
101,Jeff Driskel,DEN,QB,1,TEN,17,18,0.19,0.03,null,FanDuel,6000
101,Case Keenum,CLE,QB,1,BAL,3,2,0.18,0.03,null,FanDuel,6000
101,Geno Smith,SEA,QB,1,ATL,21,25,0.17,0.03,null,FanDuel,6000
101,Chase Daniel,DET,QB,1,CHI,6,6,0.16,0.03,null,FanDuel,6000
101,Chad Henne,KC,QB,1,HOU,27,29,0.16,0.03,null,FanDuel,6000
101,AJ McCarron,HOU,QB,1,KC,11,12,0.14,0.02,null,FanDuel,6000
101,Colt McCoy,NYG,QB,1,PIT,5,4,0.14,0.02,null,FanDuel,6000
101,Brian Hoyer,NE,QB,1,MIA,32,31,0.13,0.02,null,FanDuel,6000
101,Sean Mannion,MIN,QB,1,GB,12,5,0.12,0.02,null,FanDuel,6000
101,Nate Sudfeld,PHI,QB,1,WAS,28,24,0.12,0.02,null,FanDuel,6000
101,Tim Boyle,GB,QB,1,MIN,10,8,0.1,0.02,null,FanDuel,6000
101,Will Grier,CAR,QB,1,LV,25,26,0.05,0.01,null,FanDuel,6000
101,Chad Kelly,IND,QB,1,JAX,22,19,0,0,null,FanDuel,6000
101,Nate Stanley,MIN,QB,1,GB,12,5,0,0,null,FanDuel,6000
101,Tyler Bray,CHI,QB,1,DET,30,28,0,0,null,FanDuel,6000
101,Kurt Benkert,ATL,QB,1,SEA,19,15,0,0,null,FanDuel,6000
101,Darius Bradwell,LAC,RB,1,CIN,24,24,0,0,null,FanDuel,6000
101,DeShone Kizer,LV,QB,1,CAR,26,16,0,0,null,FanDuel,6000
101,Tyler Huntley,BAL,QB,1,CLE,20,21,0,0,null,FanDuel,6000
101,Brandon Allen,CIN,QB,1,LAC,7,7,0,0,null,FanDuel,6000
101,Jordan Ta'amu,KC,QB,1,HOU,27,29,0,0,null,FanDuel,6000
101,Tommy Stevens,NO,TE,1,TB,23,25,0,0,null,FanDuel,6000
101,Joe Flacco,NYJ,QB,1,BUF,2,3,0,0,null,FanDuel,6000
101,Steven Montez,WAS,QB,1,PHI,16,14,0,0,null,FanDuel,6000
101,Matt Moore,KC,QB,1,HOU,27,29,0,0,null,FanDuel,6000
101,Marcus Mariota,LV,QB,1,CAR,26,16,0,0,null,FanDuel,6000
101,Deebo Samuel,SF,WR,1,ARI,31,22,0,0,null,FanDuel,6000
101,Mike Glennon,JAX,QB,1,IND,18,22,0,0,null,FanDuel,6000
101,P.J. Walker,CAR,QB,1,LV,25,26,0,0,null,FanDuel,6000
101,Davis Webb,BUF,QB,1,NYJ,13,17,0,0,null,FanDuel,6000
101,Josh Rosen,TB,QB,1,NO,15,20,0,0,null,FanDuel,6000
101,Ryan Griffin,TB,QB,1,NO,15,20,0,0,null,FanDuel,6000
101,David Fales,NYJ,QB,1,BUF,2,3,0,0,null,FanDuel,6000
101,Trace McSorley,BAL,QB,1,CLE,20,21,0,0,null,FanDuel,6000
101,Kyle Lauletta,ATL,QB,1,SEA,19,15,0,0,null,FanDuel,6000
101,Brett Hundley,ARI,QB,1,SF,4,10,0,0,null,FanDuel,6000
101,Jake Rudock,MIA,QB,1,NE,1,1,0,0,null,FanDuel,6000
101,C.J. Beathard,SF,QB,1,ARI,31,32,0,0,null,FanDuel,6000
101,Bryce Perkins,LAR,QB,1,DAL,9,13,0,0,null,FanDuel,6000
101,Jordan Love,GB,QB,1,MIN,10,8,0,0,null,FanDuel,6000
101,Garrett Gilbert,CLE,QB,1,BAL,3,2,0,0,null,FanDuel,6000
101,Jake Browning,MIN,QB,1,GB,12,5,0,0,null,FanDuel,6000
101,Joshua Dobbs,PIT,QB,1,NYG,29,30,0,0,null,FanDuel,6000
101,Jake Fromm,BUF,QB,1,NYJ,13,17,0,0,null,FanDuel,6000
101,Jarrett Stidham,NE,QB,1,MIA,32,31,0,0,null,FanDuel,6000
101,Devlin Hodges,PIT,QB,1,NYG,29,30,0,0,null,FanDuel,6000
101,Cooper Rush,NYG,QB,1,PIT,5,4,0,0,null,FanDuel,6000
101,Jake Luton,JAX,QB,1,IND,18,22,0,0,null,FanDuel,6000
101,Jacob Eason,IND,QB,1,JAX,22,19,0,0,null,FanDuel,6000
101,Brett Rypien,DEN,QB,1,TEN,17,18,0,0,null,FanDuel,6000
101,Trevor Siemian,TEN,QB,1,DEN,8,9,0,0,null,FanDuel,6000
101,Alex Smith,WAS,QB,1,PHI,16,14,0,0,null,FanDuel,6000
101,James Morgan,NYJ,QB,1,BUF,2,3,0,0,null,FanDuel,6000
101,Chris Streveler,ARI,QB,1,SF,4,10,0,0,null,FanDuel,6000
101,Jalen Hurts,PHI,QB,1,WAS,28,24,0,0,null,FanDuel,6000
101,Danny Etling,SEA,QB,1,ATL,21,25,0,0,null,FanDuel,6000
101,Ben DiNucci,DAL,QB,1,LAR,14,11,0,0,null,FanDuel,6000
178,Diontae Johnson,PIT,WR,1,NYG,29,28,9.9,1.68,null,FanDuel,5900
178,David Montgomery,CHI,RB,1,DET,30,29,9.49,1.61,null,FanDuel,5900
178,Jared Cook,NO,TE,1,TB,23,25,8.46,1.43,null,FanDuel,5900
178,Mike Williams,LAC,WR,1,CIN,24,18,5.14,0.87,null,FanDuel,5900
182,Marquise Brown,BAL,WR,1,CLE,20,8,10.48,1.81,null,FanDuel,5800
182,Cam Akers,LAR,RB,1,DAL,9,12,9.92,1.71,null,FanDuel,5800
182,Tyler Higbee,LAR,TE,1,DAL,9,26,9.12,1.57,null,FanDuel,5800
182,Christian Kirk,ARI,WR,1,SF,4,14,8.97,1.55,null,FanDuel,5800
182,Kareem Hunt,CLE,RB,1,BAL,3,8,8.92,1.54,null,FanDuel,5800
187,Ronald Jones II,TB,RB,1,NO,15,4,10.05,1.76,null,FanDuel,5700
187,Sterling Shepard,NYG,WR,1,PIT,5,6,9.63,1.69,null,FanDuel,5700
187,Brandin Cooks,HOU,WR,1,KC,11,3,7.95,1.39,null,FanDuel,5700
187,Breshad Perriman,NYJ,WR,1,BUF,2,2,7.56,1.33,null,FanDuel,5700
187,Kendrick Bourne,SF,WR,1,ARI,31,22,7.5,1.32,null,FanDuel,5700
187,Austin Hooper,CLE,TE,1,BAL,3,1,7.29,1.28,null,FanDuel,5700
193,DeSean Jackson,PHI,WR,1,WAS,28,21,10.47,1.87,null,FanDuel,5600
193,Kerryon Johnson,DET,RB,1,CHI,6,15,9.3,1.66,null,FanDuel,5600
193,Robby Anderson,CAR,WR,1,LV,25,23,8.1,1.45,null,FanDuel,5600
193,Tyrell Williams,LV,WR,1,CAR,26,19,1.63,0.29,null,FanDuel,5600
193,Golden Tate,NYG,WR,1,PIT,5,6,0,0,null,FanDuel,5600
198,Anthony Miller,CHI,WR,1,DET,30,29,9.14,1.66,null,FanDuel,5500
198,Allen Lazard,GB,WR,1,MIN,10,24,7.89,1.43,null,FanDuel,5500
198,Jordan Howard,MIA,RB,1,NE,1,1,7.76,1.41,null,FanDuel,5500
198,Rob Gronkowski,TB,TE,1,NO,15,9,7.49,1.36,null,FanDuel,5500
198,Phillip Lindsay,DEN,RB,1,TEN,17,16,7.26,1.32,null,FanDuel,5500
198,Dede Westbrook,JAX,WR,1,IND,18,26,0,0,null,FanDuel,5500
204,Emmanuel Sanders,NO,WR,1,TB,23,32,9.34,1.73,null,FanDuel,5400
204,Sammy Watkins,KC,WR,1,HOU,27,20,8.24,1.53,null,FanDuel,5400
204,Curtis Samuel,CAR,WR,1,LV,25,23,8,1.48,null,FanDuel,5400
204,Noah Fant,DEN,TE,1,TEN,17,27,7.74,1.43,null,FanDuel,5400
204,Mike Gesicki,MIA,TE,1,NE,1,10,7.49,1.39,null,FanDuel,5400
204,Cole Beasley,BUF,WR,1,NYJ,13,25,6.86,1.27,null,FanDuel,5400
204,Duke Johnson,HOU,RB,1,KC,11,27,6.52,1.21,null,FanDuel,5400
204,Tevin Coleman,SF,RB,1,ARI,31,21,5.47,1.01,null,FanDuel,5400
212,Jonathan Taylor,IND,RB,1,JAX,22,31,10.47,1.98,null,FanDuel,5300
212,James White,NE,RB,1,MIA,32,28,10.27,1.94,null,FanDuel,5300
212,Preston Williams,MIA,WR,1,NE,1,1,8.73,1.65,null,FanDuel,5300
212,Hayden Hurst,ATL,TE,1,SEA,19,30,8.33,1.57,null,FanDuel,5300
212,Darius Slayton,NYG,WR,1,PIT,5,6,8.21,1.55,null,FanDuel,5300
212,T.J. Hockenson,DET,TE,1,CHI,6,18,8.16,1.54,null,FanDuel,5300
212,Blake Jarwin,DAL,TE,1,LAR,14,21,7.45,1.41,null,FanDuel,5300
212,Jack Doyle,IND,TE,1,JAX,22,20,7.12,1.34,null,FanDuel,5300
212,Larry Fitzgerald,ARI,WR,1,SF,4,14,6.66,1.26,null,FanDuel,5300
212,J.J. Arcega-Whiteside,PHI,WR,1,WAS,28,21,4.8,0.91,null,FanDuel,5300
212,LeSean McCoy,TB,RB,1,NO,15,4,4.04,0.76,null,FanDuel,5300
223,CeeDee Lamb,DAL,WR,1,LAR,14,12,9.69,1.86,null,FanDuel,5200
223,Jerry Jeudy,DEN,WR,1,TEN,17,16,9.18,1.77,null,FanDuel,5200
223,Tarik Cohen,CHI,RB,1,DET,30,29,8.28,1.59,null,FanDuel,5200
223,Dallas Goedert,PHI,TE,1,WAS,28,28,7.35,1.41,null,FanDuel,5200
223,Hunter Renfrow,LV,WR,1,CAR,26,19,7.25,1.39,null,FanDuel,5200
223,Matt Breida,MIA,RB,1,NE,1,1,7.22,1.39,null,FanDuel,5200
223,J.K. Dobbins,BAL,RB,1,CLE,20,25,5.76,1.11,null,FanDuel,5200
223,Zach Pascal,IND,WR,1,JAX,22,10,5.06,0.97,null,FanDuel,5200
223,Kyle Rudolph,MIN,TE,1,GB,12,17,4.94,0.95,null,FanDuel,5200
223,Darrell Henderson Jr.,LAR,RB,1,DAL,9,12,3.49,0.67,null,FanDuel,5200
223,Brandon Aiyuk,SF,WR,1,ARI,31,22,0,0,null,FanDuel,5200
234,Henry Ruggs III,LV,WR,1,CAR,26,19,9.33,1.83,null,FanDuel,5100
234,N'Keal Harry,NE,WR,1,MIA,32,31,7.73,1.52,null,FanDuel,5100
234,James Washington,PIT,WR,1,NYG,29,28,7.56,1.48,null,FanDuel,5100
234,Danny Amendola,DET,WR,1,CHI,6,5,7.53,1.48,null,FanDuel,5100
234,Steven Sims Jr.,WAS,WR,1,PHI,16,30,7.43,1.46,null,FanDuel,5100
234,Parris Campbell,IND,WR,1,JAX,22,10,7.42,1.45,null,FanDuel,5100
234,Rex Burkhead,NE,RB,1,MIA,32,28,6.83,1.34,null,FanDuel,5100
234,Ian Thomas,CAR,TE,1,LV,25,31,6.68,1.31,null,FanDuel,5100
234,Chris Conley,JAX,WR,1,IND,18,26,6.59,1.29,null,FanDuel,5100
234,Latavius Murray,NO,RB,1,TB,23,2,6.17,1.21,null,FanDuel,5100
234,D'Andre Swift,DET,RB,1,CHI,6,15,5.86,1.15,null,FanDuel,5100
234,Adrian Peterson,DET,RB,1,CHI,6,15,5.19,1.02,null,FanDuel,5100
234,Tony Pollard,DAL,RB,1,LAR,14,17,4.68,0.92,null,FanDuel,5100
234,John Ross III,CIN,WR,1,LAC,7,4,4.59,0.9,null,FanDuel,5100
234,Willie Snead IV,BAL,WR,1,CLE,20,8,4.1,0.8,null,FanDuel,5100
234,Albert Wilson,MIA,WR,1,NE,1,1,0,0,null,FanDuel,5100
250,San Francisco 49ers,SF,DST,1,ARI,null,null,8.7,1.74,null,FanDuel,5000
250,Mecole Hardman,KC,WR,1,HOU,27,20,8.09,1.62,null,FanDuel,5000
250,Randall Cobb,HOU,WR,1,KC,11,3,7.65,1.53,null,FanDuel,5000
250,Jalen Reagor,PHI,WR,1,WAS,28,21,7.62,1.52,null,FanDuel,5000
250,Corey Davis,TEN,WR,1,DEN,8,9,6.66,1.33,null,FanDuel,5000
250,Eric Ebron,PIT,TE,1,NYG,29,23,6.59,1.32,null,FanDuel,5000
250,Jerick McKinnon,SF,RB,1,ARI,31,21,6.46,1.29,null,FanDuel,5000
250,Justin Jefferson,MIN,WR,1,GB,12,11,6.11,1.22,null,FanDuel,5000
250,Jimmy Graham,CHI,TE,1,DET,30,15,5.03,1.01,null,FanDuel,5000
250,Carlos Hyde,SEA,RB,1,ATL,21,11,4.72,0.94,null,FanDuel,5000
250,Malcolm Brown,LAR,RB,1,DAL,9,12,4.67,0.93,null,FanDuel,5000
250,Chase Edmonds,ARI,RB,1,SF,4,3,3.56,0.71,null,FanDuel,5000
250,Antonio Gandy-Golden,WAS,WR,1,PHI,16,30,3.11,0.62,null,FanDuel,5000
250,Cordarrelle Patterson,CHI,WR,1,DET,30,29,3.09,0.62,null,FanDuel,5000
250,Dante Pettis,SF,WR,1,ARI,31,22,3.07,0.61,null,FanDuel,5000
250,Taysom Hill,NO,QB,1,TB,23,23,1.51,0.3,null,FanDuel,5000
250,Ke'Shawn Vaughn,TB,RB,1,NO,15,4,0.97,0.19,null,FanDuel,5000
250,Allen Hurns,MIA,WR,1,NE,1,1,0,0,null,FanDuel,5000
250,Phillip Dorsett II,SEA,WR,1,ATL,21,17,0,0,null,FanDuel,5000
250,Alshon Jeffery,PHI,WR,1,WAS,28,21,0,0,null,FanDuel,5000
270,Boston Scott,PHI,RB,1,WAS,28,30,12.42,2.53,null,FanDuel,4900
270,Chris Thompson,JAX,RB,1,IND,18,6,7.61,1.55,null,FanDuel,4900
270,Michael Pittman Jr.,IND,WR,1,JAX,22,10,7.07,1.44,null,FanDuel,4900
270,Jonnu Smith,TEN,TE,1,DEN,8,14,6.93,1.41,null,FanDuel,4900
270,Miles Boykin,BAL,WR,1,CLE,20,8,6.13,1.25,null,FanDuel,4900
270,Greg Olsen,SEA,TE,1,ATL,21,19,6.11,1.25,null,FanDuel,4900
270,Nyheim Hines,IND,RB,1,JAX,22,31,5.64,1.15,null,FanDuel,4900
270,Jamaal Williams,GB,RB,1,MIN,10,14,5.2,1.06,null,FanDuel,4900
270,Alexander Mattison,MIN,RB,1,GB,12,23,5.14,1.05,null,FanDuel,4900
270,Bisi Johnson,MIN,WR,1,GB,12,11,5.08,1.04,null,FanDuel,4900
270,Tre'Quan Smith,NO,WR,1,TB,23,32,4.91,1,null,FanDuel,4900
270,Kenny Stills,HOU,WR,1,KC,11,3,4.78,0.98,null,FanDuel,4900
270,Will Dissly,SEA,TE,1,ATL,21,19,4.47,0.91,null,FanDuel,4900
270,Adam Humphries,TEN,WR,1,DEN,8,9,4.31,0.88,null,FanDuel,4900
270,David Moore,SEA,WR,1,ATL,21,17,3.97,0.81,null,FanDuel,4900
270,Greg Ward,PHI,WR,1,WAS,28,21,3.41,0.7,null,FanDuel,4900
270,Tee Higgins,CIN,WR,1,LAC,7,4,3.4,0.69,null,FanDuel,4900
270,Peyton Barber,WAS,RB,1,PHI,16,7,3.37,0.69,null,FanDuel,4900
270,Ted Ginn Jr.,CHI,WR,1,DET,30,29,3.29,0.67,null,FanDuel,4900
270,Gus Edwards,BAL,RB,1,CLE,20,25,3.01,0.61,null,FanDuel,4900
270,Ito Smith,ATL,RB,1,SEA,19,20,2.95,0.6,null,FanDuel,4900
270,Nelson Agholor,LV,WR,1,CAR,26,19,2.54,0.52,null,FanDuel,4900
270,DeAndre Washington,KC,RB,1,HOU,27,26,0.99,0.2,null,FanDuel,4900
270,Denzel Mims,NYJ,WR,1,BUF,2,2,0,0,null,FanDuel,4900
294,Pittsburgh Steelers,PIT,DST,1,NYG,null,null,9.3,1.94,null,FanDuel,4800
294,Baltimore Ravens,BAL,DST,1,CLE,null,null,8.7,1.81,null,FanDuel,4800
294,Russell Gage,ATL,WR,1,SEA,19,15,6.42,1.34,null,FanDuel,4800
294,Zack Moss,BUF,RB,1,NYJ,13,9,6.26,1.3,null,FanDuel,4800
294,Jalen Richard,LV,RB,1,CAR,26,32,5.89,1.23,null,FanDuel,4800
294,Irv Smith Jr.,MIN,TE,1,GB,12,17,5.4,1.12,null,FanDuel,4800
294,Brian Hill,ATL,RB,1,SEA,19,20,4.94,1.03,null,FanDuel,4800
294,Giovani Bernard,CIN,RB,1,LAC,7,22,4,0.83,null,FanDuel,4800
294,Frank Gore,NYJ,RB,1,BUF,2,13,3.91,0.81,null,FanDuel,4800
294,Justin Watson,TB,WR,1,NO,15,27,3.69,0.77,null,FanDuel,4800
