Rank,Name,Team,Position,Week,Opponent,UpcomingOpponentRank,UpcomingOpponentPositionRank,FantasyPointsFanDuel,FantasyPointsPerDollarRatioFanDuel,FanShareProjectedOwnershipPercentage,Operator,OperatorSalary
41,Melvin Gordon,LAC,RB,11,KC,22,31,14.93,2.07,null,FanDuel,7200
41,Allen Robinson,CHI,WR,11,LAR,12,11,10.98,1.52,null,FanDuel,7200
45,Baker Mayfield,CLE,QB,11,PIT,8,7,15.98,2.25,null,FanDuel,7100
45,Ryan Fitzpatrick,MIA,QB,11,BUF,3,4,15.43,2.17,null,FanDuel,7100
45,James Conner,PIT,RB,11,CLE,21,20,14.88,2.1,null,FanDuel,7100
48,Nick Foles,JAX,QB,11,IND,10,13,15.95,2.28,null,FanDuel,7000
48,Carson Wentz,PHI,QB,11,NE,1,1,15.88,2.27,null,FanDuel,7000
48,Todd Gurley,LAR,RB,11,CHI,5,20,12.73,1.82,null,FanDuel,7000
48,Adam Thielen,MIN,WR,11,DEN,4,5,0,0,null,FanDuel,7000
52,Mitch Trubisky,CHI,QB,11,LAR,12,12,14.18,2.06,null,FanDuel,6900
52,Mason Rudolph,PIT,QB,11,CLE,21,23,13.97,2.02,null,FanDuel,6900
52,Hunter Henry,LAC,TE,11,KC,22,18,11.34,1.64,null,FanDuel,6900
52,Mark Andrews,BAL,TE,11,HOU,22,6,10.9,1.58,null,FanDuel,6900
52,Emmanuel Sanders,SF,WR,11,ARI,32,23,10.33,1.5,null,FanDuel,6900
57,Keenan Allen,LAC,WR,11,KC,22,8,12.97,1.91,null,FanDuel,6800
57,Brandon Allen,DEN,QB,11,MIN,13,14,12.34,1.81,null,FanDuel,6800
59,Jeff Driskel,DET,QB,11,DAL,7,5,13.94,2.08,null,FanDuel,6700
59,Tevin Coleman,SF,RB,11,ARI,32,22,13.55,2.02,null,FanDuel,6700
59,Travis Kelce,KC,TE,11,LAC,6,8,13.43,2,null,FanDuel,6700
59,Michael Gallup,DAL,WR,11,DET,27,21,11.3,1.69,null,FanDuel,6700
59,Darren Waller,LV,TE,11,CIN,29,16,10.87,1.62,null,FanDuel,6700
64,Joe Mixon,CIN,RB,11,LV,30,21,12.19,1.85,null,FanDuel,6600
64,Odell Beckham Jr,CLE,WR,11,PIT,8,18,12,1.82,null,FanDuel,6600
64,Phillip Lindsay,DEN,RB,11,MIN,13,5,10.85,1.64,null,FanDuel,6600
64,Courtland Sutton,DEN,WR,11,MIN,13,25,10.83,1.64,null,FanDuel,6600
64,Marvin Jones,DET,WR,11,DAL,7,2,9.73,1.47,null,FanDuel,6600
64,Austin Hooper,ATL,TE,11,CAR,20,5,0,0,null,FanDuel,6600
64,AJ Green,CIN,WR,11,LV,30,30,0,0,null,FanDuel,6600
64,Robert Woods,LAR,WR,11,CHI,5,4,0,0,null,FanDuel,6600
72,Dwayne Haskins,WAS,QB,11,NYJ,23,22,12.95,1.99,null,FanDuel,6500
72,Devin Singletary,BUF,RB,11,MIA,28,28,12.62,1.94,null,FanDuel,6500
72,Jamison Crowder,NYJ,WR,11,WAS,21,19,10.58,1.63,null,FanDuel,6500
72,JuJu Smith-Schuster,PIT,WR,11,CLE,21,12,10.08,1.55,null,FanDuel,6500
72,Brian Hoyer,IND,QB,11,JAX,14,18,5.07,0.78,null,FanDuel,6500
77,Jarvis Landry,CLE,WR,11,PIT,8,18,10.77,1.68,null,FanDuel,6400
77,Ronald Jones II,TB,RB,11,NO,9,3,10.23,1.6,null,FanDuel,6400
77,David Montgomery,CHI,RB,11,LAR,12,13,9.77,1.53,null,FanDuel,6400
77,Matt Breida,SF,RB,11,ARI,32,22,0,0,null,FanDuel,6400
77,Brandin Cooks,LAR,WR,11,CHI,5,4,0,0,null,FanDuel,6400
82,Ryan Finley,CIN,QB,11,LV,30,28,13.12,2.08,null,FanDuel,6300
82,Kenyan Drake,ARI,RB,11,SF,2,4,11.24,1.78,null,FanDuel,6300
82,Curtis Samuel,CAR,WR,11,ATL,26,26,10.81,1.72,null,FanDuel,6300
82,Sony Michel,NE,RB,11,PHI,16,8,9.56,1.52,null,FanDuel,6300
82,Carlos Hyde,HOU,RB,11,BAL,11,11,9.52,1.51,null,FanDuel,6300
82,Adrian Peterson,WAS,RB,11,NYJ,23,10,8.17,1.3,null,FanDuel,6300
82,Josh Rosen,MIA,QB,11,BUF,3,4,0.99,0.16,null,FanDuel,6300
82,Will Fuller,HOU,WR,11,BAL,11,14,0,0,null,FanDuel,6300
90,Christian Kirk,ARI,WR,11,SF,2,6,10.11,1.63,null,FanDuel,6200
90,Tyrell Williams,LV,WR,11,CIN,29,15,10.09,1.63,null,FanDuel,6200
90,Zach Ertz,PHI,TE,11,NE,1,3,9.97,1.61,null,FanDuel,6200
90,Zach Pascal,IND,WR,11,JAX,14,13,8.72,1.41,null,FanDuel,6200
90,David Johnson,ARI,RB,11,SF,2,4,6.8,1.1,null,FanDuel,6200
90,Devonta Freeman,ATL,RB,11,CAR,20,30,0,0,null,FanDuel,6200
90,Alshon Jeffery,PHI,WR,11,NE,1,1,0,0,null,FanDuel,6200
97,Austin Ekeler,LAC,RB,11,KC,22,31,11.35,1.86,null,FanDuel,6100
97,Sammy Watkins,KC,WR,11,LAC,6,7,10.13,1.66,null,FanDuel,6100
97,James White,NE,RB,11,PHI,16,8,10.1,1.66,null,FanDuel,6100
97,Jordan Howard,PHI,RB,11,NE,1,1,0,0,null,FanDuel,6100
101,Damien Williams,KC,RB,11,LAC,6,26,13.3,2.22,null,FanDuel,6000
101,D.J. Moore,CAR,WR,11,ATL,26,26,13.23,2.2,null,FanDuel,6000
101,D.J. Chark,JAX,WR,11,IND,10,9,11.77,1.96,null,FanDuel,6000
101,Jared Cook,NO,TE,11,TB,31,31,7.76,1.29,null,FanDuel,6000
101,Matt Moore,KC,QB,11,LAC,6,6,3.87,0.64,null,FanDuel,6000
101,Andy Dalton,CIN,QB,11,LV,30,28,3.8,0.63,null,FanDuel,6000
101,Chase Daniel,CHI,QB,11,LAR,12,12,3.61,0.6,null,FanDuel,6000
101,Matt Schaub,ATL,QB,11,CAR,20,10,2,0.33,null,FanDuel,6000
101,Teddy Bridgewater,NO,QB,11,TB,31,31,1.77,0.3,null,FanDuel,6000
101,Gardner Minshew,JAX,QB,11,IND,10,13,1.41,0.24,null,FanDuel,6000
101,David Blough,DET,QB,11,DAL,7,5,0.98,0.16,null,FanDuel,6000
101,Case Keenum,WAS,QB,11,NYJ,23,22,0.97,0.16,null,FanDuel,6000
101,Brett Rypien,DEN,QB,11,MIN,13,14,0.96,0.16,null,FanDuel,6000
101,Nick Mullens,SF,QB,11,ARI,32,32,0.93,0.16,null,FanDuel,6000
101,Robert Griffin III,BAL,QB,11,HOU,22,24,0.91,0.15,null,FanDuel,6000
101,Matt Barkley,BUF,QB,11,MIA,28,26,0.9,0.15,null,FanDuel,6000
101,Tyrod Taylor,LAC,QB,11,KC,22,23,0.88,0.15,null,FanDuel,6000
101,Blake Bortles,LAR,QB,11,CHI,5,7,0.88,0.15,null,FanDuel,6000
101,Mike Glennon,LV,QB,11,CIN,29,30,0.82,0.14,null,FanDuel,6000
101,Devlin Hodges,PIT,QB,11,CLE,21,23,0.79,0.13,null,FanDuel,6000
101,Brett Hundley,ARI,QB,11,SF,2,2,0.78,0.13,null,FanDuel,6000
101,Ryan Griffin,TB,QB,11,NO,9,21,0.65,0.11,null,FanDuel,6000
101,David Fales,NYJ,QB,11,WAS,21,16,0.59,0.1,null,FanDuel,6000
101,Will Grier,CAR,QB,11,ATL,26,29,0.39,0.06,null,FanDuel,6000
101,Sean Mannion,MIN,QB,11,DEN,4,3,0.37,0.06,null,FanDuel,6000
101,Garrett Gilbert,CLE,QB,11,PIT,8,7,0.24,0.04,null,FanDuel,6000
101,Cooper Rush,DAL,QB,11,DET,27,27,0.22,0.04,null,FanDuel,6000
101,Josh McCown,PHI,QB,11,NE,1,1,0.08,0.01,null,FanDuel,6000
101,AJ McCarron,HOU,QB,11,BAL,11,11,0.07,0.01,null,FanDuel,6000
101,Jarrett Stidham,NE,QB,11,PHI,16,17,0.06,0.01,null,FanDuel,6000
101,Chad Kelly,IND,QB,11,JAX,14,18,0,0,null,FanDuel,6000
101,Tyler Bray,CHI,QB,11,LAR,12,12,0,0,null,FanDuel,6000
101,Kyle Shurmur,KC,QB,11,LAC,6,6,0,0,null,FanDuel,6000
101,Kyle Lauletta,PHI,QB,11,NE,1,1,0,0,null,FanDuel,6000
101,Nate Sudfeld,PHI,QB,11,NE,1,1,0,0,null,FanDuel,6000
101,Deshone Kizer,LV,QB,11,CIN,29,30,0,0,null,FanDuel,6000
101,Colt McCoy,WAS,QB,11,NYJ,23,22,0,0,null,FanDuel,6000
101,Jake Rudock,MIA,QB,11,BUF,3,4,0,0,null,FanDuel,6000
101,CJ Beathard,SF,QB,11,ARI,32,32,0,0,null,FanDuel,6000
101,Easton Stick,LAC,QB,11,KC,22,23,0,0,null,FanDuel,6000
101,Jake Browning,MIN,QB,11,DEN,4,3,0,0,null,FanDuel,6000
101,Joshua Dobbs,JAX,QB,11,IND,10,13,0,0,null,FanDuel,6000
101,Drew Lock,DEN,QB,11,MIN,13,14,0,0,null,FanDuel,6000
101,Joe Flacco,DEN,QB,11,MIN,13,14,0,0,null,FanDuel,6000
101,Drew Stanton,CLE,QB,11,PIT,8,7,0,0,null,FanDuel,6000
101,Paxton Lynch,PIT,QB,11,CLE,21,23,0,0,null,FanDuel,6000
101,Trevor Siemian,NYJ,QB,11,WAS,21,16,0,0,null,FanDuel,6000
101,Jacob Dolegala,CIN,QB,11,LV,30,28,0,0,null,FanDuel,6000
101,Cam Newton,CAR,QB,11,ATL,26,29,0,0,null,FanDuel,6000
101,Clayton Thorson,DAL,QB,11,DET,27,27,0,0,null,FanDuel,6000
101,Blaine Gabbert,TB,QB,11,NO,9,21,0,0,null,FanDuel,6000
101,Davis Webb,BUF,QB,11,MIA,28,26,0,0,null,FanDuel,6000
101,John Wolford,LAR,QB,11,CHI,5,7,0,0,null,FanDuel,6000
101,Cody Kessler,NE,QB,11,PHI,16,17,0,0,null,FanDuel,6000
101,Danny Etling,ATL,QB,11,CAR,20,10,0,0,null,FanDuel,6000
101,Trace McSorley,BAL,QB,11,HOU,22,24,0,0,null,FanDuel,6000
157,Brian Hill,ATL,RB,11,CAR,20,30,12.91,2.19,null,FanDuel,5900
157,John Brown,BUF,WR,11,MIA,28,24,12.08,2.05,null,FanDuel,5900
157,Tyler Boyd,CIN,WR,11,LV,30,30,10.27,1.74,null,FanDuel,5900
157,Duke Johnson,HOU,RB,11,BAL,11,11,7.6,1.29,null,FanDuel,5900
157,Jaylen Samuels,PIT,RB,11,CLE,21,20,6.84,1.16,null,FanDuel,5900
162,Mohamed Sanu,NE,WR,11,PHI,16,27,9.2,1.59,null,FanDuel,5800
162,Mike Williams,LAC,WR,11,KC,22,8,9.17,1.58,null,FanDuel,5800
162,Royce Freeman,DEN,RB,11,MIN,13,5,7.98,1.38,null,FanDuel,5800
162,JD McKissic,DET,RB,11,DAL,7,19,7.04,1.21,null,FanDuel,5800
166,Hunter Renfrow,LV,WR,11,CIN,29,15,7.67,1.35,null,FanDuel,5700
166,James Washington,PIT,WR,11,CLE,21,12,6.78,1.19,null,FanDuel,5700
168,Miles Sanders,PHI,RB,11,NE,1,1,12.75,2.28,null,FanDuel,5600
168,Devante Parker,MIA,WR,11,BUF,3,3,10.07,1.8,null,FanDuel,5600
168,Marquise Brown,BAL,WR,11,HOU,22,29,9.89,1.77,null,FanDuel,5600
168,Deebo Samuel,SF,WR,11,ARI,32,23,9.07,1.62,null,FanDuel,5600
168,Kareem Hunt,CLE,RB,11,PIT,8,6,8.44,1.51,null,FanDuel,5600
168,Gerald Everett,LAR,TE,11,CHI,5,27,7.72,1.38,null,FanDuel,5600
168,Latavius Murray,NO,RB,11,TB,31,2,7.24,1.29,null,FanDuel,5600
168,Jason Witten,DAL,TE,11,DET,27,25,6.47,1.16,null,FanDuel,5600
168,Frank Gore,BUF,RB,11,MIA,28,28,6.1,1.09,null,FanDuel,5600
168,Mecole Hardman,KC,WR,11,LAC,6,7,4.84,0.86,null,FanDuel,5600
178,Calvin Ridley,ATL,WR,11,CAR,20,16,10.86,1.97,null,FanDuel,5500
178,Terry McLaurin,WAS,WR,11,NYJ,23,31,10.68,1.94,null,FanDuel,5500
178,Kenny Stills,HOU,WR,11,BAL,11,14,8.71,1.58,null,FanDuel,5500
178,Cole Beasley,BUF,WR,11,MIA,28,24,8.13,1.48,null,FanDuel,5500
178,Taylor Gabriel,CHI,WR,11,LAR,12,11,6.79,1.23,null,FanDuel,5500
178,Chris Conley,JAX,WR,11,IND,10,9,6.13,1.11,null,FanDuel,5500
178,Peyton Barber,TB,RB,11,NO,9,3,4.78,0.87,null,FanDuel,5500
185,Dede Westbrook,JAX,WR,11,IND,10,9,8.59,1.59,null,FanDuel,5400
185,Randall Cobb,DAL,WR,11,DET,27,21,8.17,1.51,null,FanDuel,5400
185,Larry Fitzgerald,ARI,WR,11,SF,2,6,7.8,1.44,null,FanDuel,5400
185,Robby Anderson,NYJ,WR,11,WAS,21,19,7.49,1.39,null,FanDuel,5400
185,Jack Doyle,IND,TE,11,JAX,14,21,7.19,1.33,null,FanDuel,5400
185,Vance McDonald,PIT,TE,11,CLE,21,23,6.85,1.27,null,FanDuel,5400
185,Ty Johnson,DET,RB,11,DAL,7,19,6.28,1.16,null,FanDuel,5400
185,Danny Amendola,DET,WR,11,DAL,7,2,6.08,1.13,null,FanDuel,5400
185,Darrell Henderson,LAR,RB,11,CHI,5,20,4.08,0.76,null,FanDuel,5400
185,Ricky Seals-Jones,CLE,TE,11,PIT,8,27,3.73,0.69,null,FanDuel,5400
185,Trey Edmunds,PIT,RB,11,CLE,21,20,1.24,0.23,null,FanDuel,5400
196,Kalen Ballage,MIA,RB,11,BUF,3,24,9.65,1.82,null,FanDuel,5300
196,Auden Tate,CIN,WR,11,LV,30,30,8.22,1.55,null,FanDuel,5300
196,Phillip Dorsett,NE,WR,11,PHI,16,27,8.01,1.51,null,FanDuel,5300
196,Tarik Cohen,CHI,RB,11,LAR,12,13,7.68,1.45,null,FanDuel,5300
196,OJ Howard,TB,TE,11,NO,9,13,6.35,1.2,null,FanDuel,5300
196,T.J. Hockenson,DET,TE,11,DAL,7,29,6.3,1.19,null,FanDuel,5300
196,Russell Gage,ATL,WR,11,CAR,20,16,6.23,1.18,null,FanDuel,5300
196,LeSean McCoy,KC,RB,11,LAC,6,26,4.61,0.87,null,FanDuel,5300
196,Keelan Cole,JAX,WR,11,IND,10,9,4.12,0.78,null,FanDuel,5300
196,Daesean Hamilton,DEN,WR,11,MIN,13,25,3.36,0.63,null,FanDuel,5300
196,Antonio Callaway,CLE,WR,11,PIT,8,18,0,0,null,FanDuel,5300
196,Parris Campbell,IND,WR,11,JAX,14,13,0,0,null,FanDuel,5300
208,Eric Ebron,IND,TE,11,JAX,14,21,8.38,1.61,null,FanDuel,5200
208,Josh Reynolds,LAR,WR,11,CHI,5,4,7.77,1.49,null,FanDuel,5200
208,Diontae Johnson,PIT,WR,11,CLE,21,12,7.7,1.48,null,FanDuel,5200
208,Demaryius Thomas,NYJ,WR,11,WAS,21,19,7.64,1.47,null,FanDuel,5200
208,Chester Rogers,IND,WR,11,JAX,14,13,6.54,1.26,null,FanDuel,5200
208,Ted Ginn,NO,WR,11,TB,31,32,6.25,1.2,null,FanDuel,5200
208,Andy Isabella,ARI,WR,11,SF,2,6,3.96,0.76,null,FanDuel,5200
208,Chris Thompson,WAS,RB,11,NYJ,23,10,0,0,null,FanDuel,5200
216,Greg Olsen,CAR,TE,11,ATL,26,19,8.13,1.59,null,FanDuel,5100
216,Noah Fant,DEN,TE,11,MIN,13,8,6.58,1.29,null,FanDuel,5100
216,Mike Gesicki,MIA,TE,11,BUF,3,2,6.35,1.25,null,FanDuel,5100
216,Darren Fells,HOU,TE,11,BAL,11,9,6.3,1.24,null,FanDuel,5100
216,Allen Hurns,MIA,WR,11,BUF,3,3,5.85,1.15,null,FanDuel,5100
216,Kenjon Barner,ATL,RB,11,CAR,20,30,3.23,0.63,null,FanDuel,5100
216,Taysom Hill,NO,QB,11,TB,31,31,2.43,0.48,null,FanDuel,5100
223,Buffalo Bills,BUF,DST,11,MIA,null,null,8.7,1.74,null,FanDuel,5000
223,New England Patriots,NE,DST,11,PHI,null,null,8.3,1.66,null,FanDuel,5000
223,Las Vegas Raiders,LV,DST,11,CIN,null,null,8.2,1.64,null,FanDuel,5000
223,Dallas Goedert,PHI,TE,11,NE,1,3,6.42,1.28,null,FanDuel,5000
223,Tyler Eifert,CIN,TE,11,LV,30,30,5.47,1.09,null,FanDuel,5000
223,Olabisi Johnson,MIN,WR,11,DEN,4,5,5.12,1.02,null,FanDuel,5000
223,Jalen Richard,LV,RB,11,CIN,29,29,4.97,0.99,null,FanDuel,5000
223,Deandre Washington,LV,RB,11,CIN,29,29,4.11,0.82,null,FanDuel,5000
223,Tony Pollard,DAL,RB,11,DET,27,31,3.13,0.63,null,FanDuel,5000
223,Dare Ogunbowale,TB,RB,11,NO,9,3,2.82,0.56,null,FanDuel,5000
223,N'Keal Harry,NE,WR,11,PHI,16,27,1.7,0.34,null,FanDuel,5000
223,Troymaine Pope,LAC,RB,11,KC,22,31,0.49,0.1,null,FanDuel,5000
223,Chase Edmonds,ARI,RB,11,SF,2,4,0,0,null,FanDuel,5000
223,Justin Jackson,LAC,RB,11,KC,22,31,0,0,null,FanDuel,5000
223,Paul Richardson,WAS,WR,11,NYJ,23,31,0,0,null,FanDuel,5000
238,San Francisco 49ers,SF,DST,11,ARI,null,null,8.7,1.78,null,FanDuel,4900
238,Nyheim Hines,IND,RB,11,JAX,14,17,6.57,1.34,null,FanDuel,4900
238,Demarcus Robinson,KC,WR,11,LAC,6,7,5.59,1.14,null,FanDuel,4900
238,Tre'Quan Smith,NO,WR,11,TB,31,32,5.4,1.1,null,FanDuel,4900
238,Rex Burkhead,NE,RB,11,PHI,16,8,5.39,1.1,null,FanDuel,4900
238,Ross Dwelley,SF,TE,11,ARI,32,32,5.11,1.04,null,FanDuel,4900
238,Nick Boyle,BAL,TE,11,HOU,22,6,5.02,1.02,null,FanDuel,4900
238,Alex Erickson,CIN,WR,11,LV,30,30,4.65,0.95,null,FanDuel,4900
238,Benjamin Watson,NE,TE,11,PHI,16,11,4.39,0.9,null,FanDuel,4900
238,Breshad Perriman,TB,WR,11,NO,9,22,3.47,0.71,null,FanDuel,4900
238,Marquise Goodwin,SF,WR,11,ARI,32,23,2.96,0.6,null,FanDuel,4900
238,Malcolm Brown,LAR,RB,11,CHI,5,20,2.89,0.59,null,FanDuel,4900
238,Patrick Laird,MIA,RB,11,BUF,3,24,2.77,0.57,null,FanDuel,4900
238,Lance Kendricks,LAC,TE,11,KC,22,18,1.73,0.35,null,FanDuel,4900
238,Chris Herndon IV,NYJ,TE,11,WAS,21,14,0,0,null,FanDuel,4900
238,Cedrick Wilson,DAL,WR,11,DET,27,21,0,0,null,FanDuel,4900
254,New Orleans Saints,NO,DST,11,TB,null,null,8,1.67,null,FanDuel,4800
254,Nelson Agholor,PHI,WR,11,NE,1,1,6.27,1.31,null,FanDuel,4800
254,Kendrick Bourne,SF,WR,11,ARI,32,23,5.56,1.16,null,FanDuel,4800
254,Alexander Mattison,MIN,RB,11,DEN,4,14,5.03,1.05,null,FanDuel,4800
254,Ryan Griffin,NYJ,TE,11,WAS,21,14,4.9,1.02,null,FanDuel,4800
254,Zay Jones,LV,WR,11,CIN,29,15,4.66,0.97,null,FanDuel,4800
254,Gus Edwards,BAL,RB,11,HOU,22,9,3.93,0.82,null,FanDuel,4800
254,Demetrius Harris,CLE,TE,11,PIT,8,27,3.4,0.71,null,FanDuel,4800
254,Paul Perkins,DET,RB,11,DAL,7,19,3.33,0.69,null,FanDuel,4800
254,Tyler Higbee,LAR,TE,11,CHI,5,27,3.1,0.65,null,FanDuel,4800
254,Keke Coutee,HOU,WR,11,BAL,11,14,3.06,0.64,null,FanDuel,4800
254,Dante Pettis,SF,WR,11,ARI,32,23,2.66,0.55,null,FanDuel,4800
254,Diontae Spencer,DEN,WR,11,MIN,13,25,2.21,0.46,null,FanDuel,4800
254,Tyler Kroft,BUF,TE,11,MIA,28,15,2.1,0.44,null,FanDuel,4800
254,Dontrell Hilliard,CLE,RB,11,PIT,8,6,1.77,0.37,null,FanDuel,4800
254,Ameer Abdullah,MIN,RB,11,DEN,4,14,0.89,0.19,null,FanDuel,4800
254,Keelan Doss,LV,WR,11,CIN,29,15,0,0,null,FanDuel,4800
271,Minnesota Vikings,MIN,DST,11,DEN,null,null,9.1,1.94,null,FanDuel,4700
271,Derrius Guice,WAS,RB,11,NYJ,23,10,6.88,1.46,null,FanDuel,4700
271,Irv Smith Jr.,MIN,TE,11,DEN,4,7,5.87,1.25,null,FanDuel,4700
271,Trey Quinn,WAS,WR,11,NYJ,23,31,5.17,1.1,null,FanDuel,4700
271,Jordan Akins,HOU,TE,11,BAL,11,9,4.5,0.96,null,FanDuel,4700
271,Giovani Bernard,CIN,RB,11,LV,30,21,4.28,0.91,null,FanDuel,4700
271,Jakeem Grant,MIA,WR,11,BUF,3,3,3.63,0.77,null,FanDuel,4700
271,Miles Boykin,BAL,WR,11,HOU,22,29,3.45,0.73,null,FanDuel,4700
271,Pharoh Cooper,ARI,WR,11,SF,2,6,2.74,0.58,null,FanDuel,4700
271,Laquon Treadwell,MIN,WR,11,DEN,4,5,2.71,0.58,null,FanDuel,4700
271,Jakobi Meyers,NE,WR,11,PHI,16,27,2.47,0.53,null,FanDuel,4700
271,Marvin Hall,DET,WR,11,DAL,7,2,2.01,0.43,null,FanDuel,4700
271,D'Ernest Johnson,CLE,RB,11,PIT,8,6,0.63,0.13,null,FanDuel,4700
271,Seth DeValve,JAX,TE,11,IND,10,20,0,0,null,FanDuel,4700
271,Jordan Wilkins,IND,RB,11,JAX,14,17,0,0,null,FanDuel,4700
286,Los Angeles Rams,LAR,DST,11,CHI,null,null,8.3,1.8,null,FanDuel,4600
286,Raheem Mostert,SF,RB,11,ARI,32,22,7.98,1.73,null,FanDuel,4600
286,Willie Snead,BAL,WR,11,HOU,22,29,4.92,1.07,null,FanDuel,4600
286,Anthony Miller,CHI,WR,11,LAR,12,11,4.47,0.97,null,FanDuel,4600
286,Steven Sims Jr.,WAS,WR,11,NYJ,23,31,3.68,0.8,null,FanDuel,4600
286,Foster Moreau,LV,TE,11,CIN,29,16,3.54,0.77,null,FanDuel,4600
286,Jeffery Wilson,SF,RB,11,ARI,32,22,3.32,0.72,null,FanDuel,4600
286,Darrel Williams,KC,RB,11,LAC,6,26,3.23,0.7,null,FanDuel,4600
286,Boston Scott,PHI,RB,11,NE,1,1,2.99,0.65,null,FanDuel,4600
286,Marcus Johnson,IND,WR,11,JAX,14,13,2.84,0.62,null,FanDuel,4600
286,Robert Foster,BUF,WR,11,MIA,28,24,2.19,0.48,null,FanDuel,4600
286,Keith Kirkwood,NO,WR,11,TB,31,32,2.09,0.45,null,FanDuel,4600
286,Myles Gaskin,MIA,RB,11,BUF,3,24,2.03,0.44,null,FanDuel,4600
286,Cordarrelle Patterson,CHI,WR,11,LAR,12,11,1.99,0.43,null,FanDuel,4600
286,Justin Hardy,ATL,WR,11,CAR,20,16,1.97,0.43,null,FanDuel,4600
286,Seth Roberts,BAL,WR,11,HOU,22,29,1.93,0.42,null,FanDuel,4600
286,Vyncint Smith,NYJ,WR,11,WAS,21,19,1.44,0.31,null,FanDuel,4600
286,Ty Montgomery,NYJ,RB,11,WAS,21,25,1.4,0.3,null,FanDuel,4600
286,Trevor Davis,LV,WR,11,CIN,29,15,1,0.22,null,FanDuel,4600
